Name,Covariance,Correlation,Compound.ID,Super.Class,Class,Reliable
Palmitic acid,3.103222678405372,0.09795960579146502,C8-Pos-000543,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Eicosapentaenoic acid methyl ester,-6.28129689283942,-0.18011215828265403,C8-Pos-000544,Lipids and lipid-like molecules,Fatty Acyls,FALSE
LPE 20:1,-0.6303592478817323,-0.25217281995975066,C8-Pos-000550,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Acaranoic acid,0.1628567273483183,0.3136424364631284,C8-Pos-000554,Organoheterocyclic compounds,Lactones,FALSE
Cer 18:1;2O/14:0,-1.2097058507777816,-0.27424705795887333,C8-Pos-000555,Lipids and lipid-like molecules,Sphingolipids,FALSE
PC O-32:6,-0.5229912127819558,-0.322727976041937,C8-Pos-000556,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 18:5_24:6,-1.918928129466352,-0.0416873658062393,C8-Pos-000559,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC O-33:2,-0.5193938008670284,-0.1152204030041702,C8-Pos-000561,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
SM 11:0;2O/22:1,9.874832005955957,0.2225384296337452,C8-Pos-000562,Organic nitrogen compounds,Organonitrogen compounds,FALSE
"1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE",-0.5102649119884285,-0.11652848939341105,C8-Pos-000565,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Oxacyclohexadecen-2-one,-0.7551619887348108,-0.2799738933310427,C8-Pos-000571,Phenylpropanoids and polyketides,Macrolides and analogues,FALSE
Spectral Match to Prostaglandin F2.alpha. dimethylamine from NIST14,1.6520404437676437,0.38031308217849014,C8-Pos-000572,Organic oxygen compounds,Organooxygen compounds,FALSE
"(3aR,8R,8aR,9aR)-8-Hydroxy-8a-methyl-3,5-bis(methylene)decahydronaphtho[2,3-b]furan-2(3H)-one",0.05801556691882639,0.030023680972976276,C8-Pos-000574,Lipids and lipid-like molecules,Prenol lipids,FALSE
LPC 22:3-SN1,-0.15526634928358007,-0.042551300144500134,C8-Pos-000575,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Lumichrome,0.9098568855152737,0.03321270358023825,C8-Pos-000576,Organoheterocyclic compounds,Pteridines and derivatives,FALSE
"1-(3-Ethyl-2,4-dihydroxy-6-methoxyphenyl)-1-butanone",-0.582621334900672,-0.21643066295946242,C8-Pos-000580,Organic oxygen compounds,Organooxygen compounds,FALSE
Fumagillol,-4.8044182526224315,-0.13836248366823176,C8-Pos-000582,Organic oxygen compounds,Organooxygen compounds,FALSE
PC 14:1_20:5,4.896587491373251,0.26477159980430554,C8-Pos-000584,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Stigmastadienone,-0.9225415766111765,-0.023952996945103174,C8-Pos-000585,Organic compounds,Lipids and lipid-like molecules,FALSE
18-HETE,0.13334922721619236,0.11178244573569113,C8-Pos-000587,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Dibenzoylmethane,-0.9189658708444842,-0.3495893742523305,C8-Pos-000588,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",FALSE
7α-Hydroxytestosterone,-5.689516802455224e-4,-3.6376323058936907e-4,C8-Pos-000589,Lipids and lipid-like molecules,Steroids and steroid derivatives,FALSE
Cyclo(leucylprolyl),13.661938246475398,0.32439952849848225,C8-Pos-000591,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
7-Aminonimetazepam,-0.46644014756132884,-0.2663595106269335,C8-Pos-000592,Organoheterocyclic compounds,Benzodiazepines,FALSE
PE O-28:3_7:0,-0.6873160624830386,-0.22292619862830726,C8-Pos-000593,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Lupenone,0.032698778747271846,0.010049076752893508,C8-Pos-000596,Lipids and lipid-like molecules,Prenol lipids,FALSE
Basic Red 9,-0.27115118850356484,-0.0680164465123269,C8-Pos-000597,Benzenoids,Benzene and substituted derivatives,FALSE
"1,2-Di-(9Z-tetradecenoyl)-sn-glycero-3-phosphocholine",6.303214468991428,0.1602324515077253,C8-Pos-000598,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
1-Palmitoyl-2-azelaoylphosphatidylcholine,5.432882467837394,0.16637692682778782,C8-Pos-000603,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"Bis(p,p'-tert-octylphenyl)amine",-1.654728030061452,-0.30671114550237116,C8-Pos-000605,Organic compounds,Benzenoids,FALSE
DIETHYL 2-METHYL-3-OXOSUCCINATE,-2.678285892891782,-0.4580867711996025,C8-Pos-000607,Organic acids and derivatives,Keto acids and derivatives,FALSE
"1,3-Diphenylacetone",1.0374696855433463,0.28151919445355417,C8-Pos-000608,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",FALSE
PC O-42:6,-0.11615069775794655,-0.12905883951670127,C8-Pos-000610,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"Cholestan-3-one, (5α)-",-0.9663867877727663,-0.1409208408572337,C8-Pos-000611,Lipids and lipid-like molecules,Steroids and steroid derivatives,FALSE
Bilirubin,-0.2537984413361563,-0.0901586647010008,C8-Pos-000612,Organoheterocyclic compounds,Tetrapyrroles and derivatives,FALSE
Monocaprin,-13.215874119920398,-0.3014591486885208,C8-Pos-000613,Lipids and lipid-like molecules,Glycerolipids,FALSE
1-O-Octadecyl-sn-glyceryl-3-phosphorylcholine,-0.19485339946098826,-0.0067962767006835454,C8-Pos-000614,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
N-Lauroyl-D-erythro-sphingosylphosphorylcholine,0.030023392809347148,0.041716131711206673,C8-Pos-000616,Organic compounds,Lipids and lipid-like molecules,FALSE
PE 11:0_11:0,0.6380925079195083,0.15452583600198003,C8-Pos-000621,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Cortisone,-0.5981505383253494,-0.018247502017821417,C8-Pos-000623,Lipids and lipid-like molecules,Steroids and steroid derivatives,FALSE
PC 11:0_11:0,-0.23116601499764294,-0.13428128185953744,C8-Pos-000624,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Corticosterone,3.565907097639387,0.17662618098090666,C8-Pos-000625,Lipids and lipid-like molecules,Steroids and steroid derivatives,FALSE
PG 16:1_18:1,4.146338980151961,0.2026665008309631,C8-Pos-000627,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
SM 12:1;2O/26:1,-0.3152086309536909,-0.11951523153008548,C8-Pos-000628,Organic nitrogen compounds,Organonitrogen compounds,FALSE
Dihomo-γ-linolenic acid ethyl ester,-4.728391221869363,-0.09258250722137008,C8-Pos-000629,Lipids and lipid-like molecules,Fatty Acyls,FALSE
delta-Tridecalactone,-4.274591495923605,-0.230323305193752,C8-Pos-000630,Organoheterocyclic compounds,Lactones,FALSE
PC 20:1_32:8,-3.9052970758852994,-0.19443262924697824,C8-Pos-000632,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Tridecanoic acid,-0.17487354425288382,-0.06028442076360462,C8-Pos-000635,Lipids and lipid-like molecules,Fatty Acyls,FALSE
(E)-5-(But-1-en-1-yl)-6-(hydroxymethyl)-4-methoxy-2H-pyran-2-one,-1.3045022997250064,-0.05363879830898299,C8-Pos-000639,Lipids and lipid-like molecules,Fatty Acyls,FALSE
3-Cyclohexyl-1-(piperazin-1-yl)propan-1-one,0.14236810491858684,0.050657713597370764,C8-Pos-000641,Lipids and lipid-like molecules,Fatty Acyls,FALSE
"N-({(2R,4S,5R)-5-[3-(4-Methoxyphenyl)-1-methyl-1H-pyrazol-5-yl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)acetamide",-1.4710152649251225,-0.18884781748526125,C8-Pos-000642,Organoheterocyclic compounds,Azoles,FALSE
"15-Deoxy-Δ12,14-prostaglandin A1",-0.6307008079602813,-0.16231282948635253,C8-Pos-000645,Lipids and lipid-like molecules,Fatty Acyls,FALSE
2-Ethylhexyldiphenyl phosphate,-2.5393905118207236,-0.34746824987209163,C8-Pos-000650,Organic acids and derivatives,Organic phosphoric acids and derivatives,FALSE
BMP 22:5_22:6,-0.6177188165149028,-0.22643937296989644,C8-Pos-000652,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
5-(Hydroxymethyl)-3-(1-hydroxy-8-methylnonyl)oxolan-2-one,9.951306381725038,0.41854044524104694,C8-Pos-000654,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Amorfrutin A,0.6626988668183857,0.2213054207407035,C8-Pos-000658,Phenylpropanoids and polyketides,Stilbenes,FALSE
PE 15:1_15:1,-1.7008188542124298,-0.23312229557195147,C8-Pos-000659,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
D-α-Tocopherol,1.6465696853036251,0.3850941316331337,C8-Pos-000662,Lipids and lipid-like molecules,Prenol lipids,FALSE
"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester",6.795783025936894,0.16518674595435812,C8-Pos-000663,Lipids and lipid-like molecules,Fatty Acyls,FALSE
O-octanoylcarnitine,-7.962547598080972,-0.16538484973964018,C8-Pos-000665,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Friedelin,2.418477090743621,0.14455536776048697,C8-Pos-000667,Lipids and lipid-like molecules,Prenol lipids,FALSE
Heptanoylcarnitine,-2.870743136686593,-0.39156842284583293,C8-Pos-000668,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Norgestrel,-0.16395857000782282,-0.03094637597794836,C8-Pos-000681,Lipids and lipid-like molecules,Steroids and steroid derivatives,FALSE
Fentanyl,-6.23880134817114,-0.10629035781479597,C8-Pos-000685,Organoheterocyclic compounds,Piperidines,FALSE
"6H-2-Benzopyran-3-carboxylic acid, 7-ethyl-7,8-dihydro-8-hydroxy-4,7-dimethyl-6-oxo-",-7.161771823196895,-0.17861799589891977,C8-Pos-000687,Organoheterocyclic compounds,Azaphilones,FALSE
PC 14:1_15:1,-0.9190903331201454,-0.040499817402162575,C8-Pos-000694,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
2-Decylmalonic acid,-3.3598600445071396,-0.18913763603103978,C8-Pos-000696,Lipids and lipid-like molecules,Fatty Acyls,FALSE
"2,6-Diphenylphenol",0.15028261192981912,0.052248638406715925,C8-Pos-000700,Benzenoids,Benzene and substituted derivatives,FALSE
Cortisol,-0.4561009567725572,-0.1577804075315521,C8-Pos-000701,Lipids and lipid-like molecules,Steroids and steroid derivatives,FALSE
"1-(4,6-Dimethylpyrimidin-2-yl)piperidine-4-carboxylic acid",1.069474181870932,0.031507686346799325,C8-Pos-000705,Organoheterocyclic compounds,Piperidines,FALSE
"3-(5,6-Dihydroxyheptyl)-4-methyl-2H-furan-5-one",-1.556504748169648,-0.19237296408587745,C8-Pos-000708,Organic compounds,Lipids and lipid-like molecules,FALSE
Monoarachidin,-0.8377858304078184,-0.03260148707942578,C8-Pos-000709,Lipids and lipid-like molecules,Glycerolipids,FALSE
Capsaicin,-4.966188602692345,-0.19350924763968066,C8-Pos-000714,Benzenoids,Phenols,FALSE
"1,3-di-o-Tolylguanidine",4.637719652815786,0.19420870613294564,C8-Pos-000722,Benzenoids,Benzene and substituted derivatives,FALSE
