Name,Covariance,Correlation,Compound.ID,Super.Class,Class,Reliable
Nicotinamide adenine dinucleotide (NAD+),-10.601476170484089,-0.1914731087104658,Amide-Pos-000291,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,FALSE
2-Pyrrolidinone,0.1115543016462883,0.04653480183649446,Amide-Pos-000294,Organoheterocyclic compounds,Pyrrolidines,FALSE
N6-Me-Adenosine,28.504170627246587,0.44520329563725825,Amide-Pos-000299,"Nucleosides, nucleotides, and analogues",Purine nucleosides,FALSE
L-2-Aminoadipic acid,-0.5834132601134987,-0.23565173444093793,Amide-Pos-000303,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
Guanosine 5'-triphosphate,-0.4095320336014247,-0.13293848963699403,Amide-Pos-000307,"Nucleosides, nucleotides, and analogues",Purine nucleotides,FALSE
L-Cystathionine,-8.466127002956418,-0.2666765282519969,Amide-Pos-000309,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
2-Oleoyl-1-stearoyl-sn-glycero-3-phosphoserine,-1.5277120490048168,-0.33542023929549186,Amide-Pos-000310,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
4033-40-3,-0.5142135946859973,-0.12644531603248374,Amide-Pos-000312,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
UDP-N-acetylglucosamine,-1.5706244884996527,-0.06723091944724821,Amide-Pos-000314,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,FALSE
7-Methylguanosine,0.43798772673118364,0.12730801035446343,Amide-Pos-000315,"Nucleosides, nucleotides, and analogues",Purine nucleosides,FALSE
S-Adenosylmethionine,-0.5910442486753765,-0.25749037829076926,Amide-Pos-000320,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,FALSE
Creatine phosphate,-0.15875498612872166,-0.04749327439356752,Amide-Pos-000321,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
Cytidine 5'-diphosphate ethanolamine,0.09492531929173309,0.002981274662889467,Amide-Pos-000322,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,FALSE
L(+)-Ornithine,-1.587587044897066,-0.025129340741535878,Amide-Pos-000324,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
Methylimidazoleacetic acid,-0.5963871269916929,-0.1975434156080142,Amide-Pos-000331,Organoheterocyclic compounds,Azoles,FALSE
Triisopropanolamine,-0.5558323164314022,-0.15523469187591324,Amide-Pos-000340,Organic nitrogen compounds,Organonitrogen compounds,FALSE
L-(+)-Citrulline,-0.21708551826241268,-0.24375165861524076,Amide-Pos-000341,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
DL-Pyroglutamic acid,-0.13001556930847286,-0.05242700552878225,Amide-Pos-000342,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
Ethyldiethanolamine,7.546401058975853,0.3223618818426438,Amide-Pos-000349,Organic nitrogen compounds,Organonitrogen compounds,FALSE
4-Piperidinecarboxamide,-11.26884164725741,-0.35458794117373577,Amide-Pos-000352,Organoheterocyclic compounds,Piperidines,FALSE
Putrescine,16.148285382689863,0.4084936593304411,Amide-Pos-000358,Organic nitrogen compounds,Organonitrogen compounds,FALSE
Paracetamol,-4.130105636654066,-0.10587625396167409,Amide-Pos-000359,Benzenoids,Phenols,FALSE
Morpholin-3-one,5.432915862066207,0.20389752024914923,Amide-Pos-000363,Organoheterocyclic compounds,Oxazinanes,FALSE
"N6,N6-dimethyllysine",0.07603740927390715,0.04235878814821694,Amide-Pos-000367,Organic compounds,Organic acids and derivatives,FALSE
"D-myo-Inositol-1,2-diphosphate",2.938476045642454,0.10282967681473862,Amide-Pos-000370,Organic oxygen compounds,Organooxygen compounds,FALSE
N-ACETYL-SERINE,-1.825256733791831,-0.05826762634624995,Amide-Pos-000377,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
"Cytidine 2',3'-cyclic monophosphoric acid",0.6502924853486066,0.2627246202795165,Amide-Pos-000378,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,FALSE
Uridine 5'-monophosphate,-8.883322071812952,-0.21272248921972808,Amide-Pos-000380,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,FALSE
L-Glutarylcarnitine,-1.1343276097970088,-0.1783678499390648,Amide-Pos-000385,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Uridine,-4.952047278334914,-0.26146528094711874,Amide-Pos-000394,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,FALSE
Hexanoylcarnitine,0.20887828123750368,0.13006731030768667,Amide-Pos-000395,Lipids and lipid-like molecules,Fatty Acyls,FALSE
L-Gln,-0.10723597682849592,-0.07904091381133227,Amide-Pos-000396,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
gamma-Glu-Glu,0.6735675077141143,0.389259788010118,Amide-Pos-000399,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
"3-Amino-2,2-dimethylpropionic acid ethyl ester",-0.039465061830101365,-0.010330988834041564,Amide-Pos-000400,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
Kynurenic acid,14.861960013420001,0.1906019897933193,Amide-Pos-000403,Organoheterocyclic compounds,Quinolines and derivatives,FALSE
L-Isoleucine,13.680077194228152,0.24287112694823643,Amide-Pos-000404,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
OPHTHALMATE,0.015890864472891397,0.00362057916537544,Amide-Pos-000405,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
Thiamine,3.8830593878903197,0.11481101196182639,Amide-Pos-000406,Organoheterocyclic compounds,Diazines,FALSE
Pro-Asp,-0.44539991180711763,-0.1476699446506005,Amide-Pos-000408,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
URIDINE 5'-DIPHOSPHATE,-4.389875467809581,-0.20804903916116824,Amide-Pos-000409,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,FALSE
UDP-glucose Disodium Salt,-9.44040226172383,-0.3875567743633911,Amide-Pos-000411,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,FALSE
Cytidine 5'-monophosphate (hydrate),-0.590170403069947,-0.17965424299943186,Amide-Pos-000413,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,FALSE
"Spectral Match to 1,2-Di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14",-0.4326093958530833,-0.2316138025931358,Amide-Pos-000417,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphoserine,-0.5205935643560216,-0.13784345089252986,Amide-Pos-000421,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Kanosamine,0.049354164525655324,0.07629652083352352,Amide-Pos-000423,Organic oxygen compounds,Organooxygen compounds,FALSE
"N,N-Dimethylguanosine",11.097567561998568,0.29962237591096075,Amide-Pos-000429,Organic compounds,"Nucleosides, nucleotides, and analogues",FALSE
(2R)-3-Hydroxyisovaleroylcarnitine,-0.9019906642915261,-0.027997397335995888,Amide-Pos-000436,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Propionylcarnitine,4.971236075690727,0.2560078454668556,Amide-Pos-000457,Lipids and lipid-like molecules,Fatty Acyls,FALSE
5-Methylcytidine,0.6930442652239974,0.2510453429302614,Amide-Pos-000460,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,FALSE
1-Aminocyclohexanecarboxylic acid,1.2092508863747473,0.2643299013164451,Amide-Pos-000461,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
Adenylosuccinic acid,-0.20129849937315356,-0.046961280060521436,Amide-Pos-000463,"Nucleosides, nucleotides, and analogues",Purine nucleotides,FALSE
"trans-2-Butene-1,4-dicarboxylic acid",-0.07613547305209513,-0.03846001074693432,Amide-Pos-000477,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Glycerophosphate(2),0.25308970594035424,0.24561444823042627,Amide-Pos-000479,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
β-Alanylleucine,7.490342330313275,0.09050902658868172,Amide-Pos-000480,Organic compounds,Organic acids and derivatives,FALSE
Carnosine,-0.38387953482214526,-0.1320372826846136,Amide-Pos-000482,Organic acids and derivatives,Peptidomimetics,FALSE
Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14,-1.4674558437902598,-0.28854265473966845,Amide-Pos-000483,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Riboflavin,1.2921780568921564,0.413503322341992,Amide-Pos-000486,Organoheterocyclic compounds,Pteridines and derivatives,FALSE
Υ-L-Glutamyl-L-glutamic acid,-0.9849643449502232,-0.19135685395625643,Amide-Pos-000489,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
5-Nitroindoline,-0.4596702455393994,-0.12049262126723224,Amide-Pos-000494,Organoheterocyclic compounds,Indoles and derivatives,FALSE
"[2,2'-Biquinoline]-4,4'-dicarboxylic acid",-4.240552311405778,-0.16213850072003758,Amide-Pos-000495,Organoheterocyclic compounds,Quinolines and derivatives,FALSE
Methyl picolinate,-0.7296606587404377,-0.1478119462043721,Amide-Pos-000500,Organoheterocyclic compounds,Pyridines and derivatives,FALSE
N-Oleoyl-D-erythro-sphingosylphosphorylcholine,-1.2696140826839304,-0.25339137919483207,Amide-Pos-000503,Organic compounds,Lipids and lipid-like molecules,FALSE
Isocytosine,-0.49134559020920804,-0.33930301341290836,Amide-Pos-000504,Organoheterocyclic compounds,Diazines,FALSE
Hexamethylenetetramine,-0.6232090464812988,-0.13322402793488627,Amide-Pos-000506,Organoheterocyclic compounds,Triazinanes,FALSE
LPC(18:0),10.317327126660736,0.1812149503164355,Amide-Pos-000507,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Oleoyl-L-carnitine,-0.3850121888463944,-0.055558859565058315,Amide-Pos-000508,Lipids and lipid-like molecules,Fatty Acyls,FALSE
2-Acetamido-N-β-aspartyl-2-deoxyhexopyranosylamine,1.3601640849705485,0.08678946157606343,Amide-Pos-000509,Organic oxygen compounds,Organooxygen compounds,FALSE
S-Adenosylhomocysteine,-1.408539246145711,-0.41225758018291514,Amide-Pos-000512,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,FALSE
S-succinylcysteine,11.059057187097732,0.21041331085819534,Amide-Pos-000516,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
3-Phosphoglycerate,-1.3105151659066436,-0.35799156050740255,Amide-Pos-000520,Organic oxygen compounds,Organooxygen compounds,FALSE
Glutathionesulfonic acid,-1.6991152823444866,-0.4174649072107617,Amide-Pos-000524,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
NADH,-0.18298261850335368,-0.03674460417100871,Amide-Pos-000530,Organic compounds,"Nucleosides, nucleotides, and analogues",FALSE
Uridine 5'-diphosphoglucuronic acid,3.612408225820167,0.12881870269912482,Amide-Pos-000532,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,FALSE
α-Asp-Gly,-0.4039434439991821,-0.2648516639687501,Amide-Pos-000534,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
Glu-Asp,-0.487852136768408,-0.22165863555720522,Amide-Pos-000535,Organic acids and derivatives,Peptidomimetics,FALSE
Guanosine 5'-diphospho-α-D-mannose,-0.25280865632166166,-0.16645707938113566,Amide-Pos-000536,"Nucleosides, nucleotides, and analogues",Purine nucleotides,FALSE
Cytidine triphosphate,1.9285974719801395,0.04906685627335458,Amide-Pos-000539,Organic oxygen compounds,Organooxygen compounds,FALSE
N-(4-Hydroxy-3-methylphenyl)acetamide,-0.562183661896922,-0.21677403337464313,Amide-Pos-000540,Benzenoids,Benzene and substituted derivatives,FALSE
Cytidine 5'-diphosphate,-1.146246157738081,-0.3311802754258898,Amide-Pos-000541,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,FALSE
N-Acetyl-D-glucosamine 6-phosphate,-3.935621588089396,-0.07024450691964472,Amide-Pos-000544,Organic oxygen compounds,Organooxygen compounds,FALSE
Benzoic acid,1.7464766305485804,0.05476747678777738,Amide-Pos-000547,Benzenoids,Benzene and substituted derivatives,FALSE
D-Mannitol 1-phosphate,-0.8412051872318685,-0.38268278993017757,Amide-Pos-000548,Organic oxygen compounds,Organooxygen compounds,FALSE
1-Methyladenine,-0.9786077924155631,-0.3077469246853268,Amide-Pos-000562,Organoheterocyclic compounds,Imidazopyrimidines,FALSE
Methyl isonicotinate,-3.876638073244193,-0.07669760292068234,Amide-Pos-000563,Organoheterocyclic compounds,Pyridines and derivatives,FALSE
Guanosine monophosphate (GMP),-0.7659514414314647,-0.26073833698594656,C18-Neg-000041,"Nucleosides, nucleotides, and analogues",Purine nucleotides,FALSE
1-β-D-Arabinofuranosyluracil 5'-monophosphate,-5.043519603258628,-0.10764053469601909,C18-Neg-000043,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,FALSE
Succinic acid,7.105786437429521,0.1472541360868891,C18-Neg-000059,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
N-Acetyl-DL-glutamic acid,-4.6258005540653055,-0.5246628054570173,C18-Neg-000066,Organic acids and derivatives,Carboxylic acids and derivatives,TRUE
2-Hydroxycaproic acid,0.2740796251665331,0.16797183471867747,C18-Neg-000102,Lipids and lipid-like molecules,Fatty Acyls,FALSE
N-Acetyl-DL-aspartic acid,-0.636022372356291,-0.1376857323887148,C18-Neg-000104,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
6-Gingerol,-3.1297842106572693,-0.09192775080531225,C18-Neg-000137,Benzenoids,Phenols,FALSE
Azelaic acid,-0.00488676157892385,-0.0013845218125398814,C18-Neg-000158,Lipids and lipid-like molecules,Fatty Acyls,FALSE
(-)-Corey lactone,1.3144336641306922,0.22815952308010595,C18-Neg-000173,Organoheterocyclic compounds,Lactones,FALSE
Undecanedioic acid,-0.1537592890133593,-0.03005705038224808,C18-Neg-000189,Lipids and lipid-like molecules,Fatty Acyls,FALSE
"3-(Hepta-1,3-dienyl)hexanedioic acid",3.372785402607229,0.19946997234386968,C18-Neg-000205,Lipids and lipid-like molecules,Fatty Acyls,FALSE
trans-Traumatic acid,0.3755073326917365,0.20671961120796883,C18-Neg-000209,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Hexadecanedioic acid,1.6019473255931724,0.3524538151078374,C18-Neg-000210,Lipids and lipid-like molecules,Fatty Acyls,FALSE
CMPF,0.935593725901926,0.4234694129478674,C18-Neg-000214,Lipids and lipid-like molecules,Fatty Acyls,FALSE
"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-",-0.9744703751731542,-0.23165377292630818,C18-Neg-000216,Organic compounds,Organoheterocyclic compounds,FALSE
Phosphatidylethanolamine lyso 22:4,-0.4233135031762024,-0.23187508614351154,C18-Neg-000227,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Pantothenic acid,-0.124631635697792,-0.026630288966067443,C18-Pos-000008,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
Tetraglyme,0.06497719867441955,0.019930976608454727,C18-Pos-000028,Organic oxygen compounds,Organooxygen compounds,FALSE
"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)",-8.998398664397964,-0.15956009633914067,C18-Pos-000085,Organoheterocyclic compounds,Piperidines,FALSE
trans-3-Indoleacrylic acid,0.9903253901926559,0.0190037132941223,C18-Pos-000090,Organoheterocyclic compounds,Indoles and derivatives,FALSE
Phloroglucinol,-5.778295316329668,-0.11481804287829055,C18-Pos-000099,Benzenoids,Phenols,FALSE
N-Lauryldiethanolamine,-1.9586727166708249,-0.34007899640450734,C18-Pos-000114,Organic nitrogen compounds,Organonitrogen compounds,FALSE
"N-[(3S)-2,5-Dioxooxolan-3-yl]acetamide",-6.8798206217517714,-0.18721107034510356,C18-Pos-000117,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
(R)-Butyrylcarnitine,0.16783844815172813,0.005945436823054873,C18-Pos-000134,Lipids and lipid-like molecules,Fatty Acyls,FALSE
N-N'-Diacylethylenediamine,1.5644343769320739,0.02628456602591493,C18-Pos-000142,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Hexadecanamide,-7.078047412320472,-0.20674016905287598,C18-Pos-000152,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Dodecyltrimethylammonium,9.044266191238131,0.22011031314132426,C18-Pos-000157,Organic nitrogen compounds,Organonitrogen compounds,FALSE
Hypaphorine,-0.08603381965433697,-0.12599750767410836,C18-Pos-000160,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
PEG n5,-1.4002861607380617,-0.2059794634125822,C18-Pos-000162,Organic oxygen compounds,Organooxygen compounds,FALSE
N6-Succinyladenosine; LC-tDDA; CE10,-1.2219367717183036,-0.17886539280471755,C18-Pos-000163,"Nucleosides, nucleotides, and analogues",Purine nucleosides,FALSE
Biotin,-1.179459413783635,-0.23310385994149044,C18-Pos-000181,Organoheterocyclic compounds,Biotin and derivatives,FALSE
PEG n7,0.1706761196573534,0.0211301040700335,C18-Pos-000184,Organic oxygen compounds,Organooxygen compounds,FALSE
PEG n8,0.1651545205227939,0.06211614826306055,C18-Pos-000186,Organic oxygen compounds,Organooxygen compounds,FALSE
Triethylene glycol monobutyl ether,5.507700429546879,0.1547771289367095,C18-Pos-000195,Organic oxygen compounds,Organooxygen compounds,FALSE
Nonaethylene glycol,2.2315476282443667,0.03862075881062475,C18-Pos-000197,Organic oxygen compounds,Organooxygen compounds,FALSE
1-Myristoyl-sn-glycero-3-phosphocholine,7.9129595246690165,0.1599506357550322,C18-Pos-000213,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Xanthosine,0.15651798739057282,0.2502844135526396,C18-Pos-000214,"Nucleosides, nucleotides, and analogues",Purine nucleosides,FALSE
3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid,0.20687238327154633,0.062327252487507145,C18-Pos-000216,Lipids and lipid-like molecules,Prenol lipids,FALSE
Caffeine,-0.6224600090748248,-0.180360331500935,C18-Pos-000219,Organoheterocyclic compounds,Imidazopyrimidines,FALSE
Phthalic anhydride,0.48853482498851425,0.13340255658489175,C18-Pos-000220,Organoheterocyclic compounds,Benzofurans,FALSE
"2,2'-(Tetradecylimino)diethanol",0.027073567807488833,0.007918390959713589,C18-Pos-000221,Organic nitrogen compounds,Organonitrogen compounds,FALSE
LysoPE(18:0/0:0),23.1790122659444,0.43944647576755475,C18-Pos-000222,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Tetraethylene glycol monomethyl ether,-0.8491955696709198,-0.24927082280602653,C18-Pos-000223,Organic oxygen compounds,Organooxygen compounds,FALSE
"N-benzyl-N-isopropyl-3,5-dimethyl-4-isoxazolesulfonamide",-0.32387790756127643,-0.0592134421225183,C18-Pos-000224,Benzenoids,Benzene and substituted derivatives,FALSE
PEG n6,7.350267988977342,0.1988862574097606,C18-Pos-000227,Organic oxygen compounds,Organooxygen compounds,FALSE
Triethylene glycol monomethyl ether,0.0022763738273341287,0.007198504366135996,C18-Pos-000228,Organic oxygen compounds,Organooxygen compounds,FALSE
2-(Tetradecylamino)ethanol,-0.05090480003156314,-0.011351380412663164,C18-Pos-000229,Organic nitrogen compounds,Organonitrogen compounds,FALSE
Carvone,-0.43997137045933377,-0.16719252907777113,C18-Pos-000230,Lipids and lipid-like molecules,Prenol lipids,FALSE
Spectral Match to Decaethylene glycol from NIST14,0.9554924423458426,0.023661639059118656,C18-Pos-000232,Organic oxygen compounds,Organooxygen compounds,FALSE
5'-S-Methyl-5'-thioadenosine,0.8986623464444847,0.23853582732411396,C18-Pos-000233,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,FALSE
"6-Methyl[1,2,4]triazolo[4,3-b]pyridazin-8-ol",-2.8665522179941094,-0.05212002286936049,C18-Pos-000235,Organoheterocyclic compounds,Triazolopyridazines,FALSE
Theobromine,0.058855532853752564,0.12353420653300308,C18-Pos-000240,Organoheterocyclic compounds,Imidazopyrimidines,FALSE
"Methyl 2-amino-3,3-dimethylbutanoate",4.229828603866757,0.20449025715490332,C18-Pos-000248,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
Glycyl-L-leucine,-0.09724405827117781,-0.07911181157417711,C18-Pos-000249,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
"3,5-di-tert-Butyl-4-hydroxybenzaldehyde",0.17966979005252717,0.039742572416622476,C18-Pos-000251,Organic oxygen compounds,Organooxygen compounds,FALSE
N6-Threonylcarbamoyladenosine,5.6816615062490285,0.1563479084796012,C18-Pos-000253,"Nucleosides, nucleotides, and analogues",Purine nucleosides,FALSE
Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phosphoethanolamine from NIST14,-0.11825308344578687,-0.08095908516613616,C18-Pos-000255,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"1,8-Diaza-2,9-diketocyclotetradecane",1.1489862617455713,0.2161148485529441,C18-Pos-000256,Organic compounds,Phenylpropanoids and polyketides,FALSE
5-(6-Methyl-7-oxooctyl)furan-2(5H)-one,-4.217383493007615,-0.24657747338809413,C18-Pos-000258,Organoheterocyclic compounds,Dihydrofurans,FALSE
Bis(4-ethylbenzylidene)sorbitol,5.913979856124712,0.31541379236116096,C18-Pos-000262,Organoheterocyclic compounds,Dioxanes,FALSE
"Spectral Match to L-Methionine, N-acetyl- from NIST14",-0.513125220100694,-0.33256036918340764,C18-Pos-000263,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
"1-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-sn-glycero-3-phosphocholine",0.46744639257712434,0.018299159271554552,C18-Pos-000265,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
4-Indolecarbaldehyde,6.875925720013696,0.1740941660905039,C18-Pos-000267,Organoheterocyclic compounds,Indoles and derivatives,FALSE
"N,N-Bis(2-hydroxyethyl)dodecanamide",-1.1562758608116088,-0.3685536607103286,C18-Pos-000273,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14,-0.6190868652808226,-0.16100413412369805,C18-Pos-000278,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
DL-α-Aminocaprylic acid,1.453493804532895,0.3636383477519216,C18-Pos-000279,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
Spectral Match to Oleoyl L-carnitine from NIST14,0.4431115120071586,0.1397290293158238,C18-Pos-000280,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Theophylline,-0.06267002426336202,-0.015080981705756167,C18-Pos-000283,Organoheterocyclic compounds,Imidazopyrimidines,FALSE
Myristoyl-L-carnitine,-1.0660649046964557,-0.22906317779156996,C18-Pos-000286,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Quinoline,2.88334350261287,0.1612346928730267,C18-Pos-000287,Organoheterocyclic compounds,Quinolines and derivatives,FALSE
S-4-(2-oxo-butyl)glutathione,-9.131763739598826,-0.20634707209195438,C18-Pos-000292,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
Oleamide,0.8675483582980182,0.2795747093796,C18-Pos-000298,Lipids and lipid-like molecules,Fatty Acyls,FALSE
L-Tyrosine methyl ester,-0.6850936824998468,-0.3207310428443613,C18-Pos-000300,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
(R)-Pantetheine,9.399961228847586,0.24600625647728544,C18-Pos-000303,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
2-Hydroxyethyl benzoate,-5.04221053093583,-0.23383017338598908,C18-Pos-000320,Benzenoids,Benzene and substituted derivatives,FALSE
o_coumaric acid,1.2437294984451757,0.05322941349701879,C18-Pos-000321,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,FALSE
Arachidonic acid,-0.9454976219172844,-0.10152210068686487,C8-Neg-000001,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Docosahexaenoic acid,-0.8471585481509714,-0.2715056455274059,C8-Neg-000002,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Docosapentaenoic acid,2.3572822755392044,0.13742363426788362,C8-Neg-000004,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Adrenic acid,-0.8277783087973625,-0.17587486845669717,C8-Neg-000005,Lipids and lipid-like molecules,Fatty Acyls,FALSE
"2,4-Bis(1,1-dimethylethyl)phenol phosphate",0.0015910940765516543,0.005769147161333886,C8-Neg-000006,Organic acids and derivatives,Organic phosphoric acids and derivatives,FALSE
Phosphatidylinositol 18:1-20:4,0.14858015638869934,0.025004070984273936,C8-Neg-000007,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
1-Stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1'-myo-inositol),0.3082156074648222,0.06507416474996512,C8-Neg-000009,Organic compounds,Lipids and lipid-like molecules,FALSE
"8Z,11Z,14Z-Eicosatrienoic acid",-0.8051845433917763,-0.18521145029298394,C8-Neg-000010,Lipids and lipid-like molecules,Fatty Acyls,FALSE
cis-7-Hexadecenoic acid,-0.772738600482536,-0.025593981873575422,C8-Neg-000013,Lipids and lipid-like molecules,Fatty Acyls,FALSE
PS 40:4,-2.84610907915365,-0.10396015304307046,C8-Neg-000014,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Linoelaidic acid,-0.6682342242781746,-0.21159895481611696,C8-Neg-000017,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Docosatrienoic acid,0.40449949341584,0.14320918539181196,C8-Neg-000018,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Phosphatidylinositol 16:0-20:4,-0.5013080617347211,-0.1445287512732306,C8-Neg-000019,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylethanolamine lyso 20:4,8.658309029125888,0.15722940636136298,C8-Neg-000020,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylethanolamine 18:0-20:4,0.47693986211270123,0.16480779783250127,C8-Neg-000021,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
trans-10-Heptadecenoic acid,0.8146107806252165,0.17909338355091983,C8-Neg-000023,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Phosphatidylethanolamine lyso 22:6,-1.1441870814478214,-0.3149406834467904,C8-Neg-000024,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylethanolamine 18:1-20:4,-0.271061222773004,-0.2825174257070703,C8-Neg-000026,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylethanolamine lyso 18:0,-0.24929195344873398,-0.059571859814267145,C8-Neg-000028,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPI 18:0,-0.17951114892759695,-0.14610033472698108,C8-Neg-000029,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylserine 18:1-22:6,4.0133893997505945,0.07665236369672904,C8-Neg-000030,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
2-Docosahexaenoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine,19.478543588301914,0.41837571502086984,C8-Neg-000031,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE(O-22:6_16:1),7.265330515975885,0.1468072713324459,C8-Neg-000035,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"3-(3,5-Di-tert-butyl-4-hydroxyphenyl)propanoic acid",-0.18662289660875997,-0.04834766873738643,C8-Neg-000038,Phenylpropanoids and polyketides,Phenylpropanoic acids,FALSE
Phosphatidylethanolamine lyso 18:1,0.5131742388623795,0.010426194653612107,C8-Neg-000040,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylethanolamine alkenyl 16:0-20:4,0.07590476674968825,0.026212612797623106,C8-Neg-000041,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
