Name,pathway_id,pathway_label,pathway_source
L-Glutathione (Reduced),R-HSA-5579029,Metabolic disorders of biological oxidation enzymes,reactome
L-Glutathione (Reduced),R-HSA-5628897,TP53 Regulates Metabolic Genes,reactome
L-Glutathione (Reduced),R-HSA-70268,Pyruvate metabolism,reactome
L-Glutathione (Reduced),R-HSA-71406,Pyruvate metabolism and Citric Acid (TCA) cycle,reactome
L-Glutathione (Reduced),R-HSA-8963684,Tyrosine catabolism,reactome
L-Glutathione (Reduced),R-HSA-8963691,Phenylalanine and tyrosine metabolism,reactome
L-Glutathione (Reduced),R-HSA-9018676,Biosynthesis of D-series resolvins,reactome
L-Glutathione (Reduced),R-HSA-9018677,Biosynthesis of DHA-derived SPMs,reactome
L-Glutathione (Reduced),R-HSA-9018679,Biosynthesis of EPA-derived SPMs,reactome
L-Glutathione (Reduced),R-HSA-9018896,Biosynthesis of E-series 18(S)-resolvins,reactome
L-Glutathione (Reduced),R-HSA-9020265,Biosynthesis of aspirin-triggered D-series resolvins,reactome
L-Glutathione (Reduced),R-HSA-9023661,Biosynthesis of E-series 18(R)-resolvins,reactome
L-Glutathione (Reduced),R-HSA-9026395,Biosynthesis of DHA-derived sulfido conjugates,reactome
L-Glutathione (Reduced),R-HSA-9026762,Biosynthesis of maresin conjugates in tissue regeneration (MCTR),reactome
L-Glutathione (Reduced),R-HSA-9026766,Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR),reactome
L-Glutathione (Reduced),R-HSA-9635486,Infection with Mycobacterium tuberculosis,reactome
L-Glutathione (Reduced),R-HSA-9748787,Azathioprine ADME,reactome
L-Glutathione (Reduced),R-HSA-9753281,Paracetamol ADME,reactome
L-Glutathione (Reduced),R-HSA-9759218,Cobalamin (Cbl) metabolism,reactome
L-Glutathione (Reduced),WP100,Glutathione metabolism,wiki
L-Glutathione (Reduced),WP1438,Influenza A virus infection,wiki
L-Glutathione (Reduced),WP1495,Glycine metabolism,wiki
L-Glutathione (Reduced),WP2333,Trans-sulfuration pathway,wiki
L-Glutathione (Reduced),WP2436,Dopamine metabolism,wiki
L-Glutathione (Reduced),WP2525,"Trans-sulfuration, one-carbon metabolism and related pathways",wiki
L-Glutathione (Reduced),WP2650,Arachidonic acid metabolism,wiki
L-Glutathione (Reduced),WP2766,Citric acid cycle and respiratory electron transport,wiki
L-Glutathione (Reduced),WP2824,Detoxification of reactive oxygen species,wiki
L-Glutathione (Reduced),WP314,Fas ligand pathway and stress induction of heat shock proteins,wiki
L-Glutathione (Reduced),WP3287,Overview of nanoparticle effects,wiki
L-Glutathione (Reduced),WP3306,Aflatoxin activation and detoxification,wiki
L-Glutathione (Reduced),WP3349,TP53 Regulates Metabolic Genes,wiki
L-Glutathione (Reduced),WP3551,ROS and RNS production in phagocytes,wiki
L-Glutathione (Reduced),WP3574,Sulfur amino acid metabolism,wiki
L-Glutathione (Reduced),WP4042,Nucleobase catabolism,wiki
L-Glutathione (Reduced),WP4059,Interconversion of nucleotide di- and triphosphates,wiki
L-Glutathione (Reduced),WP4233,Acrylamide biotransformation and exposure biomarkers,wiki
L-Glutathione (Reduced),WP4290,Metabolic reprogramming in colon cancer,wiki
L-Glutathione (Reduced),WP4313,Ferroptosis,wiki
L-Glutathione (Reduced),WP4439,Biosynthesis of DHA-derived SPMs,wiki
L-Glutathione (Reduced),WP4440,Biosynthesis of EPA-derived SPMs,wiki
L-Glutathione (Reduced),WP4487,Ophthalmate biosynthesis in hepatocytes,wiki
L-Glutathione (Reduced),WP4504,Cysteine and methionine catabolism,wiki
L-Glutathione (Reduced),WP4518,"Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases",wiki
L-Glutathione (Reduced),WP4584,Biomarkers for pyrimidine metabolism disorders,wiki
L-Glutathione (Reduced),WP4900,Purinergic signaling,wiki
L-Glutathione (Reduced),WP4981,Phenylalanine and tyrosine metabolism,wiki
L-Glutathione (Reduced),WP5003,Latent infection - Other responses of Mycobacterium tuberculosis to phagocytosis,wiki
L-Glutathione (Reduced),WP5030,Ethylmalonic encephalopathy,wiki
L-Glutathione (Reduced),WP5171,Leukotriene metabolic pathway,wiki
L-Glutathione (Reduced),WP5213,Amino acid metabolism in triple-negative breast cancer cells,wiki
L-Glutathione (Reduced),WP5233,Arsenic metabolism and reactive oxygen species generation,wiki
L-Glutathione (Reduced),WP5238,Cholestasis,wiki
L-Glutathione (Reduced),WP692,Sulfation biotransformation reaction,wiki
Nicotinamide,map00760,Nicotinate and nicotinamide metabolism,kegg
Nicotinamide,R-HSA-110362,POLB-Dependent Long Patch Base Excision Repair,reactome
Nicotinamide,R-HSA-110373,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,reactome
Nicotinamide,R-HSA-1592230,Mitochondrial biogenesis,reactome
Nicotinamide,R-HSA-170834,Signaling by TGF-beta Receptor Complex,reactome
Nicotinamide,R-HSA-196807,Nicotinate metabolism,reactome
Nicotinamide,R-HSA-197264,Nicotinamide salvaging,reactome
Nicotinamide,R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis,reactome
Nicotinamide,R-HSA-2173793,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,reactome
Nicotinamide,R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,reactome
Nicotinamide,R-HSA-2408508,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",reactome
Nicotinamide,R-HSA-2995383,Initiation of Nuclear Envelope (NE) Reformation,reactome
Nicotinamide,R-HSA-2995410,Nuclear Envelope (NE) Reassembly,reactome
Nicotinamide,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,reactome
Nicotinamide,R-HSA-3371556,Cellular response to heat stress,reactome
Nicotinamide,R-HSA-427359,SIRT1 negatively regulates rRNA expression,reactome
Nicotinamide,R-HSA-4641257,Degradation of AXIN,reactome
Nicotinamide,R-HSA-5250941,Negative epigenetic regulation of rRNA expression,reactome
Nicotinamide,R-HSA-5336415,Uptake and function of diphtheria toxin,reactome
Nicotinamide,R-HSA-5339562,Uptake and actions of bacterial toxins,reactome
Nicotinamide,R-HSA-5685939,HDR through MMEJ (alt-NHEJ),reactome
Nicotinamide,R-HSA-5693538,Homology Directed Repair,reactome
Nicotinamide,R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),reactome
Nicotinamide,R-HSA-5693607,Processing of DNA double-strand break ends,reactome
Nicotinamide,R-HSA-5696394,DNA Damage Recognition in GG-NER,reactome
Nicotinamide,R-HSA-5696398,Nucleotide Excision Repair,reactome
Nicotinamide,R-HSA-5696399,Global Genome Nucleotide Excision Repair (GG-NER),reactome
Nicotinamide,R-HSA-73884,Base Excision Repair,reactome
Nicotinamide,R-HSA-73933,Resolution of Abasic Sites (AP sites),reactome
Nicotinamide,R-HSA-8948751,Regulation of PTEN stability and activity,reactome
Nicotinamide,R-HSA-9006936,Signaling by TGFB family members,reactome
Nicotinamide,R-HSA-9614085,FOXO-mediated transcription,reactome
Nicotinamide,R-HSA-9617629,Regulation of FOXO transcriptional activity by acetylation,reactome
Nicotinamide,R-HSA-9635486,Infection with Mycobacterium tuberculosis,reactome
Nicotinamide,R-HSA-9637679,Escape of Mtb from the phagocyte,reactome
Nicotinamide,R-HSA-9637698,Phagocyte cell death caused by cytosolic Mtb,reactome
Nicotinamide,R-HSA-9683610,Maturation of nucleoprotein,reactome
Nicotinamide,R-HSA-9683701,Translation of Structural Proteins,reactome
Nicotinamide,R-HSA-9694631,Maturation of nucleoprotein,reactome
Nicotinamide,R-HSA-9694635,Translation of Structural Proteins,reactome
Nicotinamide,R-HSA-9772573,Late SARS-CoV-2 Infection Events,reactome
Nicotinamide,WP1980,Nucleotide Excision Repair,wiki
Nicotinamide,WP2755,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,wiki
Nicotinamide,WP2848,Pluripotent stem cell differentiation pathway,wiki
Nicotinamide,WP3331,Mitochondrial biogenesis,wiki
Nicotinamide,WP3345,Resolution of Abasic Sites (AP sites),wiki
Nicotinamide,WP3360,Uptake and function of diphtheria toxin,wiki
Nicotinamide,WP3364,SIRT1 negatively regulates rRNA expression,wiki
Nicotinamide,WP3395,Cellular response to heat stress,wiki
Nicotinamide,WP3567,HDR through Homologous Recombination or Single Strand Annealing,wiki
Nicotinamide,WP3570,HDR through MMEJ (alt-NHEJ),wiki
Nicotinamide,WP3644,NAD+ metabolism,wiki
Nicotinamide,WP3645,NAD+ biosynthetic pathways,wiki
Nicotinamide,WP4097,Nicotinate metabolism,wiki
Nicotinamide,WP4210,Tryptophan catabolism leading to NAD+ production,wiki
Nicotinamide,WP5008,FOXO-mediated transcription,wiki
Nicotinamide,WP5020,SARS-CoV-1 Infection,wiki
Nicotinamide,WP5021,SARS-CoV-2 Infection,wiki
Nicotinamide,WP5046,NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence,wiki
Nicotinamide,WP5346,8p23.1 copy number variation syndrome,wiki
Cytidine,R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",reactome
Cytidine,R-HSA-5619063,Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS),reactome
Cytidine,R-HSA-73614,Pyrimidine salvage,reactome
Cytidine,R-HSA-73621,Pyrimidine catabolism,reactome
Cytidine,R-HSA-83936,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,reactome
Cytidine,R-HSA-8956319,Nucleotide catabolism,reactome
Cytidine,R-HSA-8956321,Nucleotide salvage,reactome
Cytidine,WP1937,"Transport of vitamins, nucleosides, and related molecules",wiki
Cytidine,WP4022,Pyrimidine metabolism,wiki
Cytidine,WP4042,Nucleobase catabolism,wiki
Cytidine,WP4082,Nucleotide salvage,wiki
Cytidine,WP4225,Pyrimidine metabolism and related diseases,wiki
Cytidine,WP4485,Modified nucleosides derived from tRNA as urinary cancer markers,wiki
Cytidine,WP4584,Biomarkers for pyrimidine metabolism disorders,wiki
Cytidine,WP5408,15q25 copy number variation,wiki
5-Methylcytosine,R-HSA-212300,PRC2 methylates histones and DNA,reactome
5-Methylcytosine,R-HSA-427413,NoRC negatively regulates rRNA expression,reactome
5-Methylcytosine,R-HSA-5221030,"TET1,2,3 and TDG demethylate DNA",reactome
5-Methylcytosine,R-HSA-5250941,Negative epigenetic regulation of rRNA expression,reactome
5-Methylcytosine,R-HSA-5334118,DNA methylation,reactome
5-Methylcytosine,R-HSA-73728,RNA Polymerase I Promoter Opening,reactome
5-Methylcytosine,R-HSA-73854,RNA Polymerase I Promoter Clearance,reactome
5-Methylcytosine,R-HSA-73864,RNA Polymerase I Transcription,reactome
5-Methylcytosine,R-HSA-9816359,Maternal to zygotic transition (MZT),reactome
5-Methylcytosine,R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),reactome
5-Methylcytosine,WP3585,Cytosine methylation,wiki
"N3,N4-Dimethyl-L-Arginine",WP1850,Metabolism of nitric oxide: NOS3 activation and regulation,wiki
"N3,N4-Dimethyl-L-Arginine",WP1919,Signaling by VEGF,wiki
"N3,N4-Dimethyl-L-Arginine",WP4947,Nitric oxide metabolism in cystic fibrosis,wiki
"N3,N4-Dimethyl-L-Arginine",WP4977,Extra-nuclear estrogen signaling,wiki
2'-Deoxyadenosine,R-HSA-1222556,ROS and RNS production in phagocytes,reactome
2'-Deoxyadenosine,R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",reactome
2'-Deoxyadenosine,R-HSA-74217,Purine salvage,reactome
2'-Deoxyadenosine,R-HSA-74259,Purine catabolism,reactome
2'-Deoxyadenosine,R-HSA-83936,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,reactome
2'-Deoxyadenosine,R-HSA-8956319,Nucleotide catabolism,reactome
2'-Deoxyadenosine,R-HSA-8956321,Nucleotide salvage,reactome
2'-Deoxyadenosine,R-HSA-9734207,Nucleotide salvage defects,reactome
2'-Deoxyadenosine,R-HSA-9735804,Diseases of nucleotide metabolism,reactome
2'-Deoxyadenosine,WP1937,"Transport of vitamins, nucleosides, and related molecules",wiki
2'-Deoxyadenosine,WP3551,ROS and RNS production in phagocytes,wiki
2'-Deoxyadenosine,WP4042,Nucleobase catabolism,wiki
2'-Deoxyadenosine,WP4082,Nucleotide salvage,wiki
2'-Deoxyadenosine,WP4224,Purine metabolism and related disorders,wiki
2'-Deoxyadenosine,WP4792,Purine metabolism,wiki
2'-Deoxyadenosine,WP5269,Genetic causes of porto-sinusoidal vascular disease,wiki
Spermidine,map00270,Methionine Metabolism,kegg
Spermidine,R-HSA-140179,Amine Oxidase reactions,reactome
Spermidine,R-HSA-141334,PAOs oxidise polyamines to amines,reactome
Spermidine,R-HSA-163841,"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation",reactome
Spermidine,R-HSA-204626,Hypusine synthesis from eIF5A-lysine,reactome
Spermidine,R-HSA-351200,Interconversion of polyamines,reactome
Spermidine,R-HSA-351202,Metabolism of polyamines,reactome
Spermidine,R-HSA-549127,Organic cation transport,reactome
Spermidine,R-HSA-549132,Organic cation/anion/zwitterion transport,reactome
Spermidine,WP2525,"Trans-sulfuration, one-carbon metabolism and related pathways",wiki
Spermidine,WP2762,"Gamma carboxylation, hypusine formation and arylsulfatase activation",wiki
Spermidine,WP3555,Metabolism of polyamines,wiki
Spermidine,WP3580,Methionine de novo and salvage pathway,wiki
Spermidine,WP497,Urea cycle and metabolism of amino groups,wiki
Inosine-5'-Monophosphate (Imp),map00250,"Alanine, aspartate and glutamate metabolism",kegg
Inosine-5'-Monophosphate (Imp),R-HSA-2161522,Abacavir ADME,reactome
Inosine-5'-Monophosphate (Imp),R-HSA-2161541,Abacavir metabolism,reactome
Inosine-5'-Monophosphate (Imp),R-HSA-2393930,Phosphate bond hydrolysis by NUDT proteins,reactome
Inosine-5'-Monophosphate (Imp),R-HSA-3000480,Scavenging by Class A Receptors,reactome
Inosine-5'-Monophosphate (Imp),R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis,reactome
Inosine-5'-Monophosphate (Imp),R-HSA-74217,Purine salvage,reactome
Inosine-5'-Monophosphate (Imp),R-HSA-74259,Purine catabolism,reactome
Inosine-5'-Monophosphate (Imp),R-HSA-8850843,Phosphate bond hydrolysis by NTPDase proteins,reactome
Inosine-5'-Monophosphate (Imp),R-HSA-8956319,Nucleotide catabolism,reactome
Inosine-5'-Monophosphate (Imp),R-HSA-8956320,Nucleotide biosynthesis,reactome
Inosine-5'-Monophosphate (Imp),R-HSA-8956321,Nucleotide salvage,reactome
Inosine-5'-Monophosphate (Imp),R-HSA-9717189,Sensory perception of taste,reactome
Inosine-5'-Monophosphate (Imp),R-HSA-9717207,"Sensory perception of sweet, bitter, and umami (glutamate) taste",reactome
Inosine-5'-Monophosphate (Imp),R-HSA-9755088,Ribavirin ADME,reactome
Inosine-5'-Monophosphate (Imp),WP2712,Abacavir transport and metabolism,wiki
Inosine-5'-Monophosphate (Imp),WP4042,Nucleobase catabolism,wiki
Inosine-5'-Monophosphate (Imp),WP4082,Nucleotide salvage,wiki
Inosine-5'-Monophosphate (Imp),WP4084,Nucleobase biosynthesis,wiki
Inosine-5'-Monophosphate (Imp),WP4224,Purine metabolism and related disorders,wiki
Inosine-5'-Monophosphate (Imp),WP4290,Metabolic reprogramming in colon cancer,wiki
Inosine-5'-Monophosphate (Imp),WP4792,Purine metabolism,wiki
L-(-)-Methionine,map00270,Methionine Metabolism,kegg
L-(-)-Methionine,R-HSA-1237112,Methionine salvage pathway,reactome
L-(-)-Methionine,R-HSA-156581,Methylation,reactome
L-(-)-Methionine,R-HSA-1614635,Sulfur amino acid metabolism,reactome
L-(-)-Methionine,R-HSA-196741,"Cobalamin (Cbl, vitamin B12) transport and metabolism",reactome
L-(-)-Methionine,R-HSA-2514856,The phototransduction cascade,reactome
L-(-)-Methionine,R-HSA-2514859,"Inactivation, recovery and regulation of the phototransduction cascade",reactome
L-(-)-Methionine,R-HSA-352230,Amino acid transport across the plasma membrane,reactome
L-(-)-Methionine,R-HSA-379716,Cytosolic tRNA aminoacylation,reactome
L-(-)-Methionine,R-HSA-379724,tRNA Aminoacylation,reactome
L-(-)-Methionine,R-HSA-379726,Mitochondrial tRNA aminoacylation,reactome
L-(-)-Methionine,R-HSA-389661,Glyoxylate metabolism and glycine degradation,reactome
L-(-)-Methionine,R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,reactome
L-(-)-Methionine,R-HSA-5579024,Defective MAT1A causes MATD,reactome
L-(-)-Methionine,R-HSA-5579029,Metabolic disorders of biological oxidation enzymes,reactome
L-(-)-Methionine,R-HSA-5619044,Defective SLC6A19 causes Hartnup disorder (HND),reactome
L-(-)-Methionine,R-HSA-5619094,Variant SLC6A14 may confer susceptibility towards obesity,reactome
L-(-)-Methionine,R-HSA-5659735,Defective SLC6A19 causes Hartnup disorder (HND),reactome
L-(-)-Methionine,R-HSA-5676934,Protein repair,reactome
L-(-)-Methionine,R-HSA-6782315,tRNA modification in the nucleus and cytosol,reactome
L-(-)-Methionine,R-HSA-6782861,Synthesis of wybutosine at G37 of tRNA(Phe),reactome
L-(-)-Methionine,R-HSA-6798163,Choline catabolism,reactome
L-(-)-Methionine,R-HSA-71240,Tryptophan catabolism,reactome
L-(-)-Methionine,R-HSA-947581,Molybdenum cofactor biosynthesis,reactome
L-(-)-Methionine,R-HSA-9759218,Cobalamin (Cbl) metabolism,reactome
L-(-)-Methionine,WP1533,Vitamin B12 metabolism,wiki
L-(-)-Methionine,WP1589,Folate-alcohol and cancer pathway hypotheses,wiki
L-(-)-Methionine,WP176,Folate metabolism,wiki
L-(-)-Methionine,WP1938,tRNA aminoacylation,wiki
L-(-)-Methionine,WP2333,Trans-sulfuration pathway,wiki
L-(-)-Methionine,WP241,One-carbon metabolism,wiki
L-(-)-Methionine,WP2525,"Trans-sulfuration, one-carbon metabolism and related pathways",wiki
L-(-)-Methionine,WP2776,Visual phototransduction,wiki
L-(-)-Methionine,WP3553,Synthesis of wybutosine at G37 of tRNA(Phe),wiki
L-(-)-Methionine,WP3562,Glyoxylate metabolism and glycine degradation,wiki
L-(-)-Methionine,WP3574,Sulfur amino acid metabolism,wiki
L-(-)-Methionine,WP3580,Methionine de novo and salvage pathway,wiki
L-(-)-Methionine,WP3800,Protein repair,wiki
L-(-)-Methionine,WP3996,Ethanol effects on histone modifications,wiki
L-(-)-Methionine,WP4090,Choline catabolism,wiki
L-(-)-Methionine,WP4224,Purine metabolism and related disorders,wiki
L-(-)-Methionine,WP4259,Disorders of folate metabolism and transport,wiki
L-(-)-Methionine,WP4288,MTHFR deficiency,wiki
L-(-)-Methionine,WP4292,Methionine metabolism leading to sulfur amino acids and related disorders,wiki
L-(-)-Methionine,WP4313,Ferroptosis,wiki
L-(-)-Methionine,WP4504,Cysteine and methionine catabolism,wiki
L-(-)-Methionine,WP4583,Biomarkers for urea cycle disorders,wiki
L-(-)-Methionine,WP4994,Tryptophan catabolism,wiki
L-(-)-Methionine,WP5402,10q22q23 copy number variation,wiki
L-(-)-Methionine,WP661,Glucose homeostasis,wiki
L-(-)-Methionine,WP704,Methylation pathways,wiki
Caprolactam,R-HSA-9717189,Sensory perception of taste,reactome
Caprolactam,R-HSA-9717207,"Sensory perception of sweet, bitter, and umami (glutamate) taste",reactome
7-Methylguanine,R-HSA-191859,snRNP Assembly,reactome
7-Methylguanine,R-HSA-194441,Metabolism of non-coding RNA,reactome
7-Methylguanine,R-HSA-9754678,SARS-CoV-2 modulates host translation machinery,reactome
7-Methylguanine,WP2715,Metabolism of non-coding RNA,wiki
1-Hydroxy-2-(3-Pyridinyl)Ethylidene Bisphosphonic Acid,R-HSA-191273,Cholesterol biosynthesis,reactome
1-Hydroxy-2-(3-Pyridinyl)Ethylidene Bisphosphonic Acid,WP4189,Mevalonate arm of cholesterol biosynthesis pathway with inhibitors,wiki
L-Homoarginine,R-HSA-352230,Amino acid transport across the plasma membrane,reactome
L-Glutathione Oxidized,map00250,"Alanine, aspartate and glutamate metabolism",kegg
L-Glutathione Oxidized,map00480,Glutathione metabolism,kegg
L-Glutathione Oxidized,map00590,Arachidonic Acid Metabolism,kegg
L-Glutathione Oxidized,WP100,Glutathione metabolism,wiki
L-Glutathione Oxidized,WP2289,Drug induction of bile acid pathway,wiki
L-Glutathione Oxidized,WP2525,"Trans-sulfuration, one-carbon metabolism and related pathways",wiki
L-Glutathione Oxidized,WP2650,Arachidonic acid metabolism,wiki
L-Glutathione Oxidized,WP2824,Detoxification of reactive oxygen species,wiki
L-Glutathione Oxidized,WP3349,TP53 Regulates Metabolic Genes,wiki
L-Glutathione Oxidized,WP3574,Sulfur amino acid metabolism,wiki
L-Glutathione Oxidized,WP4042,Nucleobase catabolism,wiki
L-Glutathione Oxidized,WP4059,Interconversion of nucleotide di- and triphosphates,wiki
L-Glutathione Oxidized,WP4313,Ferroptosis,wiki
L-Glutathione Oxidized,WP4439,Biosynthesis of DHA-derived SPMs,wiki
L-Glutathione Oxidized,WP4440,Biosynthesis of EPA-derived SPMs,wiki
L-Glutathione Oxidized,WP5233,Arsenic metabolism and reactive oxygen species generation,wiki
L-Glutathione Oxidized,WP692,Sulfation biotransformation reaction,wiki
Cytidine 5'-Diphosphocholine,map00564,Phospholipid Biosynthesis,kegg
Cytidine 5'-Diphosphocholine,R-HSA-1483191,Synthesis of PC,reactome
Cytidine 5'-Diphosphocholine,WP2525,"Trans-sulfuration, one-carbon metabolism and related pathways",wiki
