pathway,pval,padj,log2err,ES,NES,size,leadingEdge,analysis,pathway_source
Pyrimidine metabolism (WikiPathways),0.532498307379824,0.9987887596899225,0.021297202684855503,-0.3618086906051996,-0.9451386616987337,11,Uridine;L-Glutamine;Uridine Monophosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Sialic acid metabolism (Reactome),0.5349118562046319,0.9987887596899225,0.021551709412112846,-0.4445915492045423,-0.9555177611133107,6,Adenosine 5'-Diphosphate;Uridine 5'-Diphosphate;N-Acetyl-Neuraminic Acid;5'-Cytidylic Acid;Cytidine 5'-Triphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Tryptophan metabolism (KEGG),0.5397201802229072,0.9987887596899225,0.026581195004536623,0.40901571268033593,0.9308625037464451,6,Tryptophan;Dl-Alanine,"Sex (limma t-statistic, positive = higher in males)",KEGG
Alanine and aspartate metabolism (WikiPathways),0.5417588025174349,0.9987887596899225,0.021106092813141693,-0.37273597441770145,-0.9430963417200912,10,Citric Acid;L-Malic Acid,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glutathione conjugation (Reactome),0.5445319335083114,0.9987887596899225,0.021466283908485973,-0.4754802797818049,-0.9592206445074422,5,L-Glutamic Acid;Glycine;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Glutathione synthesis and recycling (Reactome),0.5445319335083114,0.9987887596899225,0.021466283908485973,-0.4754802797818049,-0.9592206445074422,5,L-Glutamic Acid;Glycine;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Modified nucleosides derived from tRNA as urinary cancer markers (WikiPathways),0.5495937711577522,0.9987887596899225,0.02080829536956616,-0.3571104743377166,-0.9328656954855881,11,5'-S-Methyl-5'-Thioadenosine;7-Methylguanosine;Uridine;Pseudouridine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Thiamine metabolic pathways (WikiPathways),0.558567279767667,0.9987887596899225,0.02634151133717732,0.3616674583011035,0.9075537759492154,8,D-Ribose 5-Phosphate;Glucose 1-Phosphate;D-Glucose 6-Phosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Methionine Metabolism (KEGG),0.5607476635514018,0.9987887596899225,0.020283509366593257,-0.31552180653844264,-0.9310219129869011,17,"5'-S-Methyl-5'-Thioadenosine;L-Glutamic Acid;S-Adenosyl-L-Homocysteine;D,L-Serine;Choline;L-(-)-Methionine;N-Formyl-L-Methionine;Glycine;L-Serine;Adenosine 5'-Diphosphate","Sex (limma t-statistic, positive = higher in males)",KEGG
Aspirin ADME (Reactome),0.5638145315487572,0.9987887596899225,0.02596864288204683,0.37451737451737455,0.899929721958282,7,3-Hydroxybutyric Acid;Ethyl Acetoacetate;Pyruvic Acid;L-(+)-Lactic Acid;Uridine 5'-Diphosphate;Adenosine 5'-Diphosphate;Glycine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Neurotransmitter release cycle (Reactome),0.5699324324324324,0.9987887596899225,0.02022003055862687,-0.33041734465362144,-0.9240979101340413,14,L-Glutamine;L-Glutamic Acid;Choline;Acetylcholine;Arachidonic Acid;Beta-Alanine;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Amino Sugar Metabolism (KEGG),0.5703592814371258,0.9987887596899225,0.019973785428850442,-0.3171627825141691,-0.9222691061095029,16,Udp-Β-D-Glucose (Sodium Salt);L-Glutamine;Cytidine-5'-Monophospho-N-Acetylneuraminic Acid;L-Glutamic Acid,"Sex (limma t-statistic, positive = higher in males)",KEGG
Nicotinate and nicotinamide metabolism (KEGG),0.5769034236075626,0.9987887596899225,0.02016137905488695,-0.38794856633525293,-0.916802574582436,8,"L-Glutamine;L-Glutamic Acid;S-Adenosyl-L-Homocysteine;2,6-Dihydroxypyridine Hcl;Adenosine 5'-Diphosphate;Adenosine Triphosphate (Atp);Maleic Acid","Sex (limma t-statistic, positive = higher in males)",KEGG
Interconversion of nucleotide di- and triphosphates (Reactome),0.5987153482082488,0.9987887596899225,0.0194828595132915,-0.3351280982860318,-0.8989897972460017,12,L-Glutamine;L-Glutamic Acid;Uridine Monophosphate;Guanosine-5'-Monophosphate;Guanosine 5'-Diphosphate (Gdp);Adenosine 5'-Diphosphate;Uridine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Degradation of cysteine and homocysteine (Reactome),0.6051063829787234,0.9987887596899225,0.019427618696864477,-0.3651575057120129,-0.8961024597671927,9,"L-Malic Acid;L-Glutamic Acid;D,L-Serine","Sex (limma t-statistic, positive = higher in males)",Reactome
Glycosphingolipid metabolism (Reactome),0.6078465260974767,0.9987887596899225,0.01958979412638302,-0.4165284455441522,-0.8952044375077599,6,Guanosine 5'-Diphosphate (Gdp);Adenosine 5'-Diphosphate;Uridine 5'-Diphosphate;N-Acetyl-Neuraminic Acid;5'-Cytidylic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
NAD biosynthesis II from tryptophan (WikiPathways),0.610149395304719,0.9987887596899225,0.024514437586931424,0.3858055447282172,0.8780394106904323,6,Tryptophan;Dl-Alanine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
TCA cycle (aka Krebs or citric acid cycle) (WikiPathways),0.6217563155181303,0.9987887596899225,0.019163367671306396,-0.3924957041851433,-0.8862993296661341,7,Citric Acid;L-Malic Acid,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Cytosolic tRNA aminoacylation (Reactome),0.6250312265800649,0.9987887596899225,0.024978427906915714,0.2737742417844828,0.8809675125018674,18,Tryptophan;L-Isoleucine;Dl-Alanine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Mitochondrial tRNA aminoacylation (Reactome),0.6250312265800649,0.9987887596899225,0.024978427906915714,0.2737742417844828,0.8809675125018674,18,Tryptophan;L-Isoleucine;Dl-Alanine,"Sex (limma t-statistic, positive = higher in males)",Reactome
tRNA Aminoacylation (Reactome),0.6250312265800649,0.9987887596899225,0.024978427906915714,0.2737742417844828,0.8809675125018674,18,Tryptophan;L-Isoleucine;Dl-Alanine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Glutamate and glutamine metabolism (Reactome),0.6332709644497363,0.9987887596899225,0.01873514170896808,-0.34791348687113377,-0.880290498430797,10,N-Acetyl-1-Aspartylglutamic Acid;L-Glutamine;L-Glutamic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Glucose homeostasis (WikiPathways),0.6358395989974938,0.9987887596899225,0.0247475414425366,0.2809846997424347,0.8704430266243468,16,L-Isoleucine;Hypoxanthtine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
"Leucine, isoleucine and valine metabolism (WikiPathways)",0.6408259986459038,0.9987887596899225,0.01848513476700873,-0.332330235908667,-0.868133249876746,11,Biotin;Malonic Acid;L-Valine;Dl-Valine;Leucine;Propionylcarnitine;Beta-Alanine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
MTHFR deficiency (WikiPathways),0.6454943132108486,0.9987887596899225,0.018872189166085587,-0.43598175498467495,-0.8795374230910195,5,S-Adenosyl-L-Homocysteine;Choline;L-(-)-Methionine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Cannabinoid receptor signaling (WikiPathways),0.6455236778430695,0.9987887596899225,0.018687131568121306,-0.4042303265745625,-0.8687732758611826,6,2-Arachidonoyl Glycerol;L-Glutamic Acid,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Metabolic disorders of biological oxidation enzymes (Reactome),0.6486808510638298,0.9987887596899225,0.01838730252261478,-0.35227882160510365,-0.8644979594454393,9,L-Glutamic Acid;S-Adenosyl-L-Homocysteine;L-(-)-Methionine;Arachidonic Acid;Glycine,"Sex (limma t-statistic, positive = higher in males)",Reactome
HIF1A and PPARG in cardiac hypertropthy (WikiPathways),0.653782309698838,0.9987887596899225,0.023386966903810348,0.37186897880539505,0.8463217376369166,6,"D-(+)-Glucose;D-Glucose;D-Fructose-1,6-Bisphosphate;Pyruvic Acid","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Thermogenesis (WikiPathways),0.6722659667541557,0.9987887596899225,0.01826704771841866,-0.4255889814253293,-0.8585713318024593,5,2-Arachidonoyl Glycerol,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Tyrosine metabolism (KEGG),0.6738204735138817,0.9987887596899225,0.017834508216473657,-0.35798954381136316,-0.8460032177467165,8,L-Glutamic Acid;S-Adenosyl-L-Homocysteine;L-Ascorbic Acid;L-Tyrosine;Maleic Acid,"Sex (limma t-statistic, positive = higher in males)",KEGG
Vitamin B6-dependent and responsive disorders (WikiPathways),0.6818897637795276,0.9987887596899225,0.018056501246853558,-0.4226017102136416,-0.8525448942427175,5,L-2-Aminoadipic Acid;L-Glutamic Acid,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Pyruvate metabolism (KEGG),0.6854468085106383,0.9987887596899225,0.017572454906942415,-0.34017622886169924,-0.8347979999559622,9,Biotin;L-Malic Acid,"Sex (limma t-statistic, positive = higher in males)",KEGG
Biomarkers for pyrimidine metabolism disorders (WikiPathways),0.6854729729729729,0.9987887596899225,0.017459720254695964,-0.3017171322841638,-0.8438303131081589,14,Uridine;Phosphocreatine;Uridine Monophosphate;Cytosine;Beta-Alanine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
KEGG:map01100 (KEGG),0.6967418546365914,0.9987887596899225,0.023253001091800538,0.2677450440116831,0.829428814760485,16,D-Mannitol 1-Phosphate;1-Aminocyclopropanecarboxylic Acid;Isobutyric Acid;Xylose,"Sex (limma t-statistic, positive = higher in males)",KEGG
"Incretin synthesis, secretion, and inactivation (Reactome)",0.7012765957446808,0.9987887596899225,0.017237211731943262,-0.3353325128501724,-0.822911442061227,9,"Palmitoleic Acid;8z,11z,14z-Eicosatrienoic Acid;Acetylcholine","Sex (limma t-statistic, positive = higher in males)",Reactome
"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1) (Reactome)",0.7012765957446808,0.9987887596899225,0.017237211731943262,-0.3353325128501724,-0.822911442061227,9,"Palmitoleic Acid;8z,11z,14z-Eicosatrienoic Acid;Acetylcholine","Sex (limma t-statistic, positive = higher in males)",Reactome
Aspartate and asparagine metabolism (Reactome),0.7108085106382979,0.9987887596899225,0.017039521743592,-0.3326872670517924,-0.8164199658364808,9,N-Acetyl-1-Aspartylglutamic Acid;L-Glutamine;L-Glutamic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
KEGG:map01120 (KEGG),0.7174772297645644,0.9987887596899225,0.01704302525935618,-0.3615298325724042,-0.8163749178566428,7,"D-Gluconic Acid;Mesaconic Acid;2,6-Dihydroxypyridine Hcl;2-Furoic Acid;Maleic Acid","Sex (limma t-statistic, positive = higher in males)",KEGG
Role of carnosine in muscle contraction (WikiPathways),0.720532319391635,0.9987887596899225,0.017064066500867316,-0.37816045977497315,-0.8127438241061169,6,Histamine;L-Histidine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Sensory perception of taste (Reactome),0.7228751490376426,0.9987887596899225,0.01680349773282505,-0.3420859024730948,-0.8084196291233728,8,Citric Acid;L-Glutamic Acid;Guanosine-5'-Monophosphate;Guanosine 5'-Diphosphate (Gdp);Inosine-5'-Monophosphate (Imp),"Sex (limma t-statistic, positive = higher in males)",Reactome
Carnosine metabolism of glial cells (WikiPathways),0.731583552055993,0.9987887596899225,0.017022018518519574,-0.40310641450357104,-0.8132156288429863,5,L-Histidine;Beta-Alanine;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
"Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases (WikiPathways)",0.7340332458442694,0.9987887596899225,0.016973136215528647,-0.40164386520911555,-0.8102651227200083,5,Glycine;Adenosine 5'-Diphosphate;Adenosine Triphosphate (Atp),"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Selenocompound metabolism (KEGG),0.7358986615678776,0.9987887596899225,0.02163265866323115,0.32673470237844654,0.7851124937647357,7,Adenosine;Dl-Alanine,"Sex (limma t-statistic, positive = higher in males)",KEGG
"Trans-sulfuration, one-carbon metabolism and related pathways (WikiPathways)",0.7420576131687243,0.9987887596899225,0.01592577633851907,-0.25258499580682164,-0.8123348330037284,23,"L-Glutathione Oxidized;Phosphoserine;S-Adenosyl-L-Homocysteine;D,L-Serine;Choline;L-(-)-Methionine;Acetylcholine;Cytidine 2',3'-Cyclic Monophosphoric Acid;Glycine;L-Serine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glycerophospholipid biosynthetic pathway (WikiPathways),0.7471225457007448,0.9987887596899225,0.01623160444196716,-0.3019100406697247,-0.7886677661465027,11,"S-Adenosyl-L-Homocysteine;D,L-Serine;Choline;Dihydroxyacetone Phosphate;L-Serine;Adenosine 5'-Diphosphate;Adenosine Triphosphate (Atp);5'-Cytidylic Acid","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Pyrimidine catabolism (Reactome),0.7552340425531915,0.9987887596899225,0.016156117315778828,-0.3196071671241018,-0.7843211878136945,9,Uridine;Uridine Monophosphate;Beta-Alanine;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Kennedy pathway from sphingolipids (WikiPathways),0.7656276613864759,0.9987887596899225,0.015967653195889334,-0.32728739438610843,-0.7734476985855405,8,"S-Adenosyl-L-Homocysteine;D,L-Serine;Choline;L-Serine;Adenosine 5'-Diphosphate","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Amino acid transport across the plasma membrane (Reactome),0.7667430608607079,0.9987887596899225,0.021982797088754183,0.23586653478083539,0.8092312363594748,23,Tryptophan;L-Isoleucine;Dl-Alanine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Branched-chain amino acid catabolism (Reactome),0.7702355959878703,0.9987887596899225,0.020550056372713784,0.34903695715512206,0.7472551791096134,5,L-Isoleucine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Glyoxylate metabolism (WikiPathways),0.772440810764776,0.9987887596899225,0.015839219998248395,-0.32535365815183515,-0.7688778805426687,8,"D-Glyceric Acid;D,L-Serine;Glycine;L-Serine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Amino acid transport defects (IEMs) (WikiPathways),0.7738619676945668,0.9987887596899225,0.021218436926829978,0.2696204913085151,0.7678169157726483,12,Tryptophan;Dl-Alanine;Dl-Glutamine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
"Alanine, aspartate and glutamate metabolism (KEGG)",0.7787654320987655,0.9987887596899225,0.01522703916203942,-0.24482450682710802,-0.7873764402883339,23,Biotin;L-Glutamine;L-Glutathione Oxidized;Malonic Acid;L-Glutamic Acid;Guanosine-5'-Monophosphate;N-Acetyl-D-Glucosamine 6-Phosphate;Beta-Alanine;Glycine;Guanosine 5'-Diphosphate (Gdp);Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",KEGG
Primary bile acid biosynthesis (KEGG),0.7810231593501555,0.9987887596899225,0.01589044475195703,-0.35602107518950976,-0.7651617789022033,6,Lithocholic Acid;Glycine;Adenosine 5'-Diphosphate;Adenosine Triphosphate (Atp),"Sex (limma t-statistic, positive = higher in males)",KEGG
Cell recruitment (pro-inflammatory response) (Reactome),0.7929197456607665,0.9987887596899225,0.015589130970345214,-0.33530900748888504,-0.7571653534027764,7,Uridine Monophosphate;Guanosine-5'-Monophosphate;Guanosine 5'-Diphosphate (Gdp);Adenosine 5'-Diphosphate;Uridine 5'-Diphosphate;5'-Cytidylic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Purinergic signaling in leishmaniasis infection (Reactome),0.7929197456607665,0.9987887596899225,0.015589130970345214,-0.33530900748888504,-0.7571653534027764,7,Uridine Monophosphate;Guanosine-5'-Monophosphate;Guanosine 5'-Diphosphate (Gdp);Adenosine 5'-Diphosphate;Uridine 5'-Diphosphate;5'-Cytidylic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Lactate shuttle in glial cells (WikiPathways),0.7951720841300192,0.9987887596899225,0.020434452999452176,0.30721264072029875,0.7382028315822824,7,Glucose 1-Phosphate;Dl-Glutamine;D-Glucose 6-Phosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Na+/Cl- dependent neurotransmitter transporters (Reactome),0.7956499747091553,0.9987887596899225,0.021297202684855503,0.2317103882702729,0.7775860086543814,21,Tryptophan;L-Isoleucine;Dl-Alanine,"Sex (limma t-statistic, positive = higher in males)",Reactome
"Valine, leucine and isoleucine degradation (KEGG)",0.7989787234042554,0.9987887596899225,0.015340510532764674,-0.30575629028756973,-0.7503309107168366,9,Biotin;L-Valine;L-Glutamic Acid,"Sex (limma t-statistic, positive = higher in males)",KEGG
Mitochondrial biogenesis (Reactome),0.8103568929321203,0.9987887596899225,0.01977592627732482,0.33461538461538465,0.7163799535774519,5,Nicotinamide;Palmitic Acid;Linoleic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Transcriptional activation of mitochondrial biogenesis (Reactome),0.8103568929321203,0.9987887596899225,0.01977592627732482,0.33461538461538465,0.7163799535774519,5,Nicotinamide;Palmitic Acid;Linoleic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Glycogen synthesis and degradation (WikiPathways),0.8185476815398075,0.9987887596899225,0.01538987227353931,-0.36438634839931117,-0.7351028482646987,5,Udp-Β-D-Glucose (Sodium Salt),"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway (WikiPathways),0.8227471566054243,0.9987887596899225,0.015315896399642849,-0.3626060271722284,-0.7315112779147017,5,"D,L-Serine;L-Serine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Methionine metabolism leading to sulfur amino acids and related disorders (WikiPathways),0.824540174249758,0.9987887596899225,0.020071690624924345,0.2866621493075189,0.7193384697861349,8,Adenosine;Hypotaurine;Sarcosine;Taurine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Acetylcholine synthesis (WikiPathways),0.8304528171448323,0.9987887596899225,0.015002863323945346,-0.3362700125310424,-0.7227127237980433,6,Glycerophosphocholine;Choline;Acetylcholine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Krebs cycle disorders (WikiPathways),0.8426285160038798,0.9987887596899225,0.019771565433776606,0.2642809549314806,0.709707792522003,10,Guanosine-5'-Triphosphate;Dl-Alanine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Synthesis of ceramides and 1-deoxyceramides (WikiPathways),0.8458619871946882,0.9987887596899225,0.01937684627632201,0.3058174245975178,0.695997646849867,6,Dl-Alanine;D-Sphingosine;D-Erythro-Sphinganine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Peptide hormone metabolism (Reactome),0.8501445824119749,0.9987887596899225,0.014434526117178841,-0.2792671557997619,-0.7066015922095614,10,"Palmitoleic Acid;8z,11z,14z-Eicosatrienoic Acid;Acetylcholine","Sex (limma t-statistic, positive = higher in males)",Reactome
Biogenic amine synthesis (WikiPathways),0.8527659574468085,0.9987887596899225,0.014399926489558412,-0.2864182964569433,-0.7028751592465277,9,Histamine;L-Glutamic Acid;L-Histidine;Choline;Acetylcholine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glutathione metabolism (KEGG),0.858456821665815,0.9987887596899225,0.014313787628383397,-0.2955569073801454,-0.6984620053669136,8,L-Glutathione Oxidized;L-Glutamic Acid;Glycine;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",KEGG
Synthesis of substrates in N-glycan biosythesis (Reactome),0.8678102926337034,0.9987887596899225,0.013974214767679405,-0.24548562397565304,-0.7006767472239667,15,L-Glutamine;L-Glutamic Acid;Uridine Monophosphate;N-Acetyl-D-Glucosamine 6-Phosphate;Guanosine 5'-Diphosphate (Gdp);Adenosine 5'-Diphosphate;Uridine 5'-Diphosphate;N-Acetyl-Neuraminic Acid;5'-Cytidylic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
GABA metabolism (aka GHB) (WikiPathways),0.8756062075654704,0.9987887596899225,0.019192450722436437,0.2528532627305756,0.6790195342340459,10,Γ-Aminobutyric Acid;Dl-Glutamine;N-Acetylputrescine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
15q25 copy number variation (WikiPathways),0.8820647419072616,0.9987887596899225,0.014310925119337061,-0.3331043637182004,-0.6719954455327564,5,Uridine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Pyruvate metabolism (Reactome),0.885184555196462,0.9987887596899225,0.013851626113474425,-0.26564007233945275,-0.6721223537088796,10,L-Malic Acid;L-Glutamic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Phosphate bond hydrolysis by NTPDase proteins (Reactome),0.8921585303623065,0.9987887596899225,0.013738286177713825,-0.2632468117784235,-0.6660669272547637,10,Uridine Monophosphate;Guanosine-5'-Monophosphate;Guanosine 5'-Diphosphate (Gdp);Adenosine 5'-Diphosphate;Uridine 5'-Diphosphate;Inosine-5'-Monophosphate (Imp);5'-Cytidylic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Metabolic reprogramming in colon cancer (WikiPathways),0.9055743243243243,0.9987887596899225,0.013422086112912108,-0.2353988820006753,-0.658354104058168,14,"Citric Acid;L-Malic Acid;D,L-Serine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Regulation of insulin secretion (Reactome),0.9068441064638784,0.9987887596899225,0.013732778990966964,-0.29833052101930563,-0.6411730317999981,6,Acetylcholine;Guanosine 5'-Diphosphate (Gdp);Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Class C/3 (Metabotropic glutamate/pheromone receptors) (Reactome),0.9271032504780115,0.9987887596899225,0.01812501792538766,0.2565062497692847,0.616360184445128,7,D-(+)-Tryptophan;Γ-Aminobutyric Acid;D-Glucose;L-Ornithine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Sphingolipid metabolism overview (WikiPathways),0.9310404424472866,0.9987887596899225,0.013352086700354392,-0.28569531514055657,-0.6140174017524427,6,"D,L-Serine;L-Serine;Adenosine 5'-Diphosphate","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Metabolic reprogramming in pancreatic cancer (WikiPathways),0.9314053537284895,0.9987887596899225,0.018056501246853558,0.25470448073254515,0.6120307043766648,7,D-Ribose 5-Phosphate;Dl-Glutamine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Phospholipid Biosynthesis (KEGG),0.9372623574144486,0.9987887596899225,0.013255673381222702,-0.28092887760105956,-0.6037733570008604,6,Choline;Acetylcholine;1-Hexadecanoyl-Sn-Glycero-3-Phosphoethanolamine;1-Palmitoyl-Sn-Glycero-3-Phosphocholine,"Sex (limma t-statistic, positive = higher in males)",KEGG
Synthesis of PC (Reactome),0.941055164117546,0.9987887596899225,0.013114782148854417,-0.26434073592419427,-0.5969110350888118,7,S-Adenosyl-L-Homocysteine;Choline;Acetylcholine;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Glycolysis and gluconeogenesis (WikiPathways),0.9438297872340425,0.9987887596899225,0.012933172732374923,-0.24554534432574826,-0.6025722697542424,9,L-Malic Acid,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glycolysis in senescence (WikiPathways),0.947681539807524,0.9987887596899225,0.013274374645056358,-0.2890918177024674,-0.5832057637083107,5,"D,L-Serine;L-Serine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
"Metabolism of ingested SeMet, Sec, MeSec into H2Se (Reactome)",0.9558226134055517,0.9987887596899225,0.01266829671816332,-0.22098992405313592,-0.5772833171008526,11,"Histamine;S-Adenosyl-L-Homocysteine;D,L-Serine","Sex (limma t-statistic, positive = higher in males)",Reactome
Cysteine and methionine catabolism (WikiPathways),0.9634167092053769,0.9987887596899225,0.012629691723244301,-0.20912221287042831,-0.5720876628523887,13,"L-Glutamic Acid;S-Adenosyl-L-Homocysteine;D,L-Serine;L-(-)-Methionine;Glycine;L-Serine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Sphingolipid metabolism: integrated pathway (WikiPathways),0.965843023255814,0.9987887596899225,0.01771942022425297,0.21317829457364346,0.55476207144290135,9,Palmitoyl Sphingomyelin;D-Sphingosine;D-Erythro-Sphinganine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
"Sensory perception of sweet, bitter, and umami (glutamate) taste (Reactome)",0.9666609383055508,0.9987887596899225,0.012725075767726874,-0.2435642604845787,-0.5499954228703655,7,L-Glutamic Acid;Guanosine-5'-Monophosphate;Guanosine 5'-Diphosphate (Gdp);Inosine-5'-Monophosphate (Imp),"Sex (limma t-statistic, positive = higher in males)",Reactome
Glucuronidation (WikiPathways),0.9681702127659575,0.9987887596899225,0.012562981060480828,-0.2260370767915642,-0.5546986638452192,9,Udp-Β-D-Glucose (Sodium Salt),"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Omega-3 / omega-6 fatty acid synthesis (WikiPathways),0.9681991012789491,0.9987887596899225,0.012784639655303453,-0.2573787599730205,-0.5531593592535792,6,"8z,11z,14z-Eicosatrienoic Acid;Arachidonic Acid","Sex (limma t-statistic, positive = higher in males)",WikiPathways
alpha-Linolenic acid metabolism (KEGG),0.9681991012789491,0.9987887596899225,0.012784639655303453,-0.2573787599730205,-0.5531593592535792,6,"8z,11z,14z-Eicosatrienoic Acid;Arachidonic Acid","Sex (limma t-statistic, positive = higher in males)",KEGG
Disorders of fructose metabolism (WikiPathways),0.9713066160777805,0.9987887596899225,0.01732288275527881,0.2384254645557651,0.5426229800289992,6,"Glucose 1-Phosphate;D-Glucose 6-Phosphate;D-Fructose-1,6-Bisphosphate;Pyruvic Acid","Sex (limma t-statistic, positive = higher in males)",WikiPathways
16p11.2 proximal deletion syndrome (WikiPathways),0.9833304983840789,0.9987887596899225,0.012326426871976872,-0.20341028487158314,-0.5146685823130499,10,Glycerophosphocholine;Choline;Dihydroxyacetone Phosphate;1-Palmitoyl-Sn-Glycero-3-Phosphocholine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Galactose Metabolism (KEGG),0.9889436979078075,0.9987887596899225,0.012243238871805655,-0.19502615124026956,-0.49345505236457415,10,Udp-Β-D-Glucose (Sodium Salt),"Sex (limma t-statistic, positive = higher in males)",KEGG
Metabolism of sphingolipids in ER and Golgi apparatus (WikiPathways),0.9890917714014702,0.9987887596899225,0.01705704891207762,0.21194605009633916,0.48235953958580746,6,D-Sphingosine;D-Erythro-Sphinganine;O-Phosphocolamine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glyoxylate metabolism and glycine degradation (Reactome),0.9912875121006777,0.9987887596899225,0.01732288275527881,0.19192282551226508,0.48160342045339927,8,Dl-Alanine;Sarcosine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Glycogen metabolism (Reactome),0.9957315627223144,0.9987887596899225,0.01695920397721968,0.19460500963391136,0.4428937590742413,6,Glucose 1-Phosphate;Uridine 5'-Triphosphate Sodium Salt;D-Glucose,"Sex (limma t-statistic, positive = higher in males)",Reactome
Late SARS-CoV-2 Infection Events (Reactome),0.996414913957935,0.9987887596899225,0.017064066500867316,0.19111969111969107,0.4592424869787108,7,Nicotinamide;D-(+)-Glucose;D-Glucose,"Sex (limma t-statistic, positive = higher in males)",Reactome
Translation of Structural Proteins (Reactome),0.996414913957935,0.9987887596899225,0.017064066500867316,0.19111969111969107,0.4592424869787108,7,Nicotinamide;D-(+)-Glucose;D-Glucose,"Sex (limma t-statistic, positive = higher in males)",Reactome
