Name,Compound.ID_Batch1,Compound.ID_Batch2,Sample10,Sample19,Sample32,Sample35,Sample01,Sample08,Sample09,Sample20,Sample02,Sample03,Sample04,Sample06,Sample07,Sample13,Sample15,Sample17,Sample18,Sample21,Sample23,Sample24,Sample26,Sample31,Sample33,Sample37,Sample40,Sample41,Sample42,Sample43,Sample46,Sample47,Sample49,Sample50,Detected_Batch1,Detected_Batch2,Detected_Both
"1,6-Anhydro-2,3-O-isopropylidene-.beta.-D-mannopyranose",C8-Pos-000484,NA,384255.029365617,552509.746215345,606907.660292223,398236.491437445,138743.191034294,73846.7152935965,83089.6443277825,98178.7656874697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
"1,6-Hexanediol diglycidyl ether",C8-Pos-000551,NA,196651.903960723,205941.23153767,200328.211168965,218241.345468966,184181.904929078,225160.122419797,202137.240052552,145858.050373277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine,C8-Pos-000277,NA,786524.673236288,3914103.31681636,2053346.72852338,1774213.54532912,2296191.14875879,3206068.65539901,934163.944122509,553209.314670736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
"1-(1Z-Octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine",C8-Pos-000216,C8-Pos-000191,3119379.2271396,7151607.86504141,2896017.30053263,4493805.41083785,5270599.23731494,5579936.1868072,2717668.77136195,2151912.60682506,6165756.57903446,6260980.91582434,5644791.36759314,4750096.63304269,4490742.45893426,9539529.2402716,4385315.29871733,9021041.03664377,6595710.72838497,4632903.3529871,6802710.05934838,10984952.6127901,6442307.92534023,8032147.43566352,8454953.50552595,5392504.51963198,8784119.36173982,6128511.03759693,5647660.5255913,8855912.40101977,7844063.57287184,6762418.30474813,8185595.25235519,4774316.37032154,TRUE,TRUE,TRUE
1-(1Z-Octadecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,C8-Pos-000181,C8-Pos-000211,7471507.78987783,9826804.73891105,8218893.92290674,10769549.9643942,11328846.1814227,8800568.91434606,7664031.39222696,6223189.75384991,4112111.48896333,2804716.01168291,4054975.03846471,3666800.31205165,3617699.52367184,6475681.89920696,3938739.72235545,5755332.51515909,4844609.99747718,2274550.2722546,5709109.04027818,8249697.14827164,2203896.50050051,4934316.91046832,5537685.52372785,3474394.04064354,5383488.91438052,5521469.80174029,4892666.01104964,2658635.55252223,6312921.74352535,4042680.19852923,6016019.92761058,2662646.31322006,TRUE,TRUE,TRUE
1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine,C8-Pos-000364,NA,303366.03935647,1861168.86891236,914072.182031544,865461.91539885,1059679.80184996,1419836.78862357,329312.68140158,199999.311377607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
"1-(2-Hydroxyethyl)-2,2,6,6-tetramethyl-4-piperidinol",Amide-Pos-000135,Amide-Pos-000232,16469293.9302954,18413124.6373926,21625762.0353841,20373905.1604677,10667118.4164699,20549690.5616564,18777560.4672462,16367296.7119487,9440410.96200801,8104753.57545474,9339867.27166551,3264068.38607234,4321507.99448925,4265570.02010172,7618486.9400214,7451375.21289012,3140902.85285606,3684899.56541793,7494488.7901487,4546629.1757113,3695058.14070741,7017125.24798264,NA,2648652.71059805,2506674.54797033,2187483.48626797,5024266.39241006,1741874.45381384,1896874.12475598,NA,1661286.9356541,2269886.87099874,TRUE,TRUE,TRUE
"1-(3-ethyl-2,4-dihydroxy-6-methoxyphenyl)butan-1-one",C18-Pos-000442,NA,866873.090126996,698090.518620822,1125782.77389871,1159549.1542875,1030934.77730345,821954.5735201,719533.735217995,614173.111767833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
"1-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-sn-glycero-3-phosphocholine",C8-Pos-000183,C18-Pos-000265,2483280.46068538,5270568.79769492,4079215.89689399,5623797.46300409,9227369.3730952,10746793.1147052,5947413.35897791,2519056.71445483,234264.985967055,367156.15169575,293992.43314105,479201.382109672,294065.411157997,122600.338150218,264690.948684925,187953.294356824,902126.854814923,233706.56045122,446389.900549931,142777.806032786,366298.345821458,175291.949379842,272359.361483892,278366.066723222,374875.11816676,312345.683934802,620788.750621653,380385.982312995,281694.909581233,267544.929796446,435861.242546367,280106.627910935,TRUE,TRUE,TRUE
"1-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine",C8-Neg-000042,NA,4881873.81446655,9541658.17989315,6235406.82734957,8170459.91285669,7985649.30519569,14555673.9598566,4661010.0262003,2764742.1834852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-(9Z-Octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine,C8-Pos-000003,NA,2097141897.29014,3781054620.38198,3451927728.2648,3130688312.11054,3452622748.5027,3893902752.93993,2445248294.4476,2391244858.03424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine,C18-Pos-000517,NA,256726.696987643,402185.683568307,394321.888357858,270083.453218681,522907.696741294,426807.848065255,427345.400572522,234328.201439413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-.beta.-D-Arabinofuranosyluracil 5'-monophosphate,C18-Neg-000039,NA,1932342.37339698,8674931.77226665,2371250.39401358,NA,7063478.82792378,1705650.4901724,987158.719222159,813235.636989544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-AMINOCYCLOPROPANECARBOXYLATE,Amide-Pos-000401,Amide-Pos-000132,297573.346992925,779583.365735367,319648.593730771,589548.190109714,1022025.80654929,1518499.16395811,680638.474799751,873826.183236323,17180825.6559717,20808083.5326451,14822619.2082787,22120845.9412468,14198546.0591861,16896008.0607605,17482424.1051883,23755346.0909961,22803514.9259239,21486010.324277,21542601.2986081,19155228.8942074,15930256.694552,22285348.4194641,21042821.3332728,17606790.6609283,17803392.6246591,22633150.7557341,29782242.0435237,25712220.8231281,23525408.6568041,15796228.1115991,24053409.2485028,23764990.1251324,TRUE,TRUE,TRUE
1-Acetamidocyclopentane-1-carboxylic acid,Amide-Pos-000382,NA,2051958.35198865,412411.766506781,1782853.48888428,1632972.52121988,1131728.25160797,736106.620474358,1107494.09602434,490165.024566113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-Aminocyclohexanecarboxylic acid,Amide-Pos-000386,Amide-Pos-000461,1444146.56733294,1393539.11602195,817590.430287365,1130911.10610198,1978689.42158823,1566630.69719202,894263.714613915,NA,282611.950140047,640007.183675789,436194.506292482,901807.874546836,176675.174895493,968252.268202684,438061.672679653,1377170.77171696,371539.424998146,231605.677370699,1239008.95684403,299381.487601408,123037.562192348,858614.384135622,1032003.80047869,220899.102222864,928211.847797669,435077.217116382,468338.934814135,732246.047643738,NA,325317.716039554,594775.662103039,466002.440315508,TRUE,TRUE,TRUE
1-Dodecyl-2-pyrrolidinone,C18-Pos-000649,NA,116717.163192987,96261.6487712947,117306.603046462,108576.433016271,107359.902567449,109680.339359362,114685.803446355,87614.6519956569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
"1-Heptadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine",C8-Pos-000284,NA,1601630.26505531,3010046.2210057,2415789.54127684,2805774.21419943,3807111.55789901,3001405.90755878,2122331.95821044,2453021.53826038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-Hexadecanoyl-2-(14-pentadecenoyl)-sn-glycero-3-phosphocholine,C8-Pos-000092,C8-Pos-000133,18988071.5662972,41473190.9822318,38155117.6310507,41410302.4719841,44040480.9629621,45714563.3534338,25295349.6586361,23419875.883683998,20249119.2672885,18798100.4657378,17878655.206469,18972880.2507679,18229954.2689396,18528099.0887889,21105878.9261952,18439914.233318,18144014.9851873,18201653.9752199,20449222.4801994,4307562.63158857,16121166.3579693,17098987.3855041,21072169.0340734,18000043.5588558,18245845.2542128,17028051.5145585,633250.992162954,17330817.4883251,17772464.421376,18726050.1344952,20821110.823325,19723777.1402358,TRUE,TRUE,TRUE
"1-Hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)",C8-Neg-000134,NA,489564.406822968,1149287.31308176,804317.09917608,542450.547269208,438361.191542205,1562139.5158710901,369467.267321413,256758.396066858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
"1-Hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine",Amide-Pos-000400,C8-Pos-000012,NA,1219498.8448434,1459497.27800721,326972.532101221,1262826.15177453,1558286.0354582,322644.774109086,735724.279611569,512510925.262685,549153974.655246,616477829.199948,496728131.220492,565854389.814176,518132246.222384,581437398.224535,109049304.565685,532609969.55007,505698923.477497,483830290.222548,464552410.380239,519323190.91151,475929697.703076,479883108.91529,512236233.311729,447536838.839686,495780288.908886,625984236.467597,498790111.513044,494379530.197187,503241273.092358,536566497.855906,489886837.934589,TRUE,TRUE,TRUE
"1-Hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoserine",C8-Neg-000129,NA,883214.416870358,1490224.15479154,779389.833339606,1242169.03287661,637110.59454614,1695461.19914943,541659.111736439,337892.042068841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-myo-inositol),C8-Neg-000061,NA,1441750.27073624,8721124.67309082,4698279.28734101,3153348.47050545,3342561.10159807,3862394.65144194,1103568.93706276,1396824.91387902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoserine,C8-Neg-000050,NA,4510727.08768206,9512739.83574411,7180721.20088025,11984665.7899842,3063309.51643009,9496009.25378857,3086831.21421999,2220694.13894663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-Hexadecanoyl-sn-glycero-3-phosphoethanolamine,C8-Pos-000156,NA,3164544.0753594,10363564.9765578,6793567.97795316,7899401.41714034,10576774.7520822,15766793.482213,6662367.53261795,2562170.54940025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,C8-Pos-000037,C8-Pos-000053,116930625.617376,203259956.770305,129804364.388193,169730677.905965,174478213.971457,208957473.82234,116128608.187524,116569102.903993,28576928.151311502,34445826.7460413,41008535.6188108,26982924.6531986,33682133.8093598,57071945.500891,37539531.2560867,41775608.0973872,36106787.958201,34832643.1411965,60544035.2886586,97079311.0490136,32202381.8853613,43238761.972909,40697948.0522133,32112430.909403,47830010.1769121,56509093.4437197,61565725.5478126,56257820.4834781,63704545.621015,46986304.5092994,67748129.0475489,45026098.7454909,TRUE,TRUE,TRUE
1-Hexadecyl-sn-glycero-3-phosphocholine,C8-Pos-000375,C8-Pos-000467,174981.919881124,1002088.00567539,376033.904809662,921004.07663073,650167.940217716,1756240.55920438,392325.160374243,182504.494209825,909917.046865153,1230733.00487449,1202216.83435255,863813.711763151,618100.750078397,552875.733548408,624761.751802283,467457.558236103,1356287.63787181,475067.854616214,469662.183056959,648123.667807971,555057.861096514,299811.390655709,878806.093703249,553720.560627327,522599.89326957,661155.718304031,1169740.92510195,575705.106000595,507947.280042704,380783.491299491,623650.08113772,828015.876324539,TRUE,TRUE,TRUE
1-Linoleoyl glycerol,C18-Pos-000491,C8-Pos-000160,NA,643835.052355089,723934.711247591,539575.293961255,647417.664283976,492464.393500465,721382.655991163,385100.081227292,12037046.8146874,12929066.4726508,13784325.6242548,13307952.5630057,12047733.5645817,12901623.0532536,12736135.2420471,12361998.22591,14831573.8954198,12098139.065242,11120221.0005236,12205846.7678449,11786920.0313514,12140290.737339,13395871.6625536,11485331.1693474,12351702.4317609,11275015.6848633,8971889.69539386,13658739.2903349,11986336.5698827,11170083.6002329,12483344.8246067,11777270.1533135,TRUE,TRUE,TRUE
1-Linoleoyl-sn-glycero-3-phosphorylcholine,C8-Pos-000386,C8-Pos-000263,392033.273651772,984215.795902327,681946.371569587,1337251.25968907,1505077.50821347,1516403.27945523,1321106.4596838001,NA,4928823.36820598,4415590.4198547,4352690.02527426,3808771.801258,3732224.11457425,2816535.33429668,3698904.88165694,2301652.36063163,5982980.51135275,2740016.39782427,2907060.18058392,3977718.1999433,1896676.72613991,1638110.17751291,5773177.82995277,2842538.84675367,2879277.82244431,2972957.8796112,1762112.99238456,2625731.85531033,3569215.50067007,2290657.88676788,1944894.83269828,4479679.29561155,TRUE,TRUE,TRUE
1-Methylhistidine,Amide-Pos-000294,NA,2741717.05040328,4036752.25273843,2568278.26315844,NA,1759431.60533639,2027872.66609152,895324.280881364,1039006.27952533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-Monolinolenin,C8-Pos-000317,NA,612071.778395679,1482873.55681995,1549557.34565058,2359178.36807642,1834551.93794933,2807123.96873441,1441316.32551437,1274618.66780231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-Monolinoleoyl-rac-glycerol,C8-Pos-000133,NA,9880761.36738803,14725560.1396852,11406598.9927661,18222884.8803276,15425320.1579317,22246221.0147976,12845245.2175692,9328017.58577062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-Myristoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,C18-Pos-000686,C8-Pos-000577,NA,7961.88621183054,14730.8754967497,12519.3185134664,25730.0370943672,NA,31923.447579841,18294.5141928822,415698.641815789,631914.900252618,446937.774592388,648948.131391029,549980.269318074,266162.539135033,360132.306220288,290925.685374384,618809.79819348606,375381.081130663,495942.101041194,261486.608279419,323802.587157097,236659.387472018,413321.369968164,376264.590315057,450345.745395829,325262.14625761,259885.130168206,371460.704173678,NA,319343.976331071,363198.85375441,418239.738131399,TRUE,TRUE,TRUE
1-Myristoyl-sn-glycero-3-phosphocholine,C8-Pos-000198,C18-Pos-000213,2723653.36226728,4105677.91318681,3692467.77680969,4237972.87136008,4118056.73929432,8889369.76850081,4234032.51732737,2757650.47734995,1088211.34431966,1067108.05124611,1085882.7467829,2375076.29389047,1250030.85882032,363471.742330072,1123383.76870254,375576.302718271,2582278.36071424,1321256.00390628,1458432.90460177,921160.721984368,1219161.6871191,479484.707163891,750333.703060964,1188967.32812359,1562279.13881267,1143513.50872892,2068480.54610212,1361661.20450421,907191.914697531,1112442.97966427,1118124.027712,1546571.45607525,TRUE,TRUE,TRUE
1-O-Hexadecyl-2-O-(2E-butenoyl)-sn-glyceryl-3-phosphocholine,C8-Pos-000323,NA,649825.872748732,1158397.02327812,1003241.85908079,1467182.45395928,1803045.14991514,2675598.69521247,1314282.64120722,460076.01722618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-O-Octadecyl-sn-glyceryl-3-phosphorylcholine,C8-Pos-000458,C8-Pos-000614,NA,422332.008231224,148572.845953765,420108.280957167,348130.248654754,770302.090026537,141044.527435002,61833.0520518675,259524.0849752,483765.364352625,332770.010910724,320347.883069466,211805.255784592,195706.159736079,199084.763705211,188371.021292836,396562.075428991,154994.111173696,239496.40171597,443793.914134589,182721.100316442,122640.886433913,249150.913755543,190934.878641752,182729.697931945,244205.441992585,434663.017307894,253164.448350734,219986.506993439,191069.178258314,258501.270009663,265475.513772212,TRUE,TRUE,TRUE
"1-Octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphate",C8-Neg-000105,NA,571610.315355633,2361520.53980502,2914600.60192601,1673691.06396612,585964.898993917,2674207.83848229,591644.855277643,1406265.00268619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
"1-Octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phospho-(1'-myo-inositol)",C8-Neg-000001,NA,122350836.771196,388092953.271512,203277321.297038,288723610.7107,214075177.309124,420930002.871511,85675075.6883793,51021472.4814555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine,C8-Pos-000191,C8-Pos-000022,1680429.64016405,1950879.55144093,960442.072295721,2766053.64556738,4835943.12779123,9799345.07305065,858452.658171937,439163.347111134,210415611.614097,234648277.820952,182340326.428683,183636648.112066,203299207.076546,263125503.960443,221831669.298727,221385383.728031,221929690.187353,221623544.145482,306004995.379566,284149032.8488,208719567.471705,246958393.291048,218442743.602293,196562321.155145,246414209.292981,278677442.499419,299256751.622026,217580179.532705,308168564.315044,227777328.291776,312360774.753725,226054023.087432,TRUE,TRUE,TRUE
1-Oleoyl-2-myristoyl-sn-glycero-3-phosphocholine,Amide-Pos-000223,NA,1274161.2749458,7346167.64938874,5532898.31407252,2087445.7983337,7461966.17331403,6853802.16681191,2183089.64088875,5582296.65890281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-Oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine,Amide-Pos-000176,NA,2576418.88378544,12768759.9972958,8175250.10761233,4598371.88198326,8901157.98932286,6454703.27098822,4028689.92743058,7081483.93839339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-Oleoyl-sn-glycero-3-phosphocholine,C8-Pos-000075,C8-Pos-000038,12245597.5872338,27012162.4704714,20455787.9503036,28876430.100875,29321705.3397212,67383745.4867402,22378340.9997137,11541932.1157112,95480454.2252484,123970730.625682,119376732.220103,138575271.1519,135068810.063059,53666384.0438756,86048186.3772563,57345631.6107023,141394118.787718,85744564.3530398,81918950.0003672,75632310.8216843,80581177.6079795,48686500.6635934,83920285.0221452,79802947.6454027,90300337.58864,81949458.216172,88635279.779031,73285150.1045241,72455944.1529122,77764738.9489767,80754762.6195415,113849515.684935,TRUE,TRUE,TRUE
1-Oleoyl-sn-glycero-3-phosphoethanolamine,C8-Pos-000186,C8-Pos-000109,2846278.76026338,5450202.50617377,4098574.55510594,7406138.16606565,10433940.1041095,10616689.3699769,5560528.2728487505,1810148.75910086,16787809.1552022,26516834.4148697,19498951.6859344,25740780.4184716,22250446.4218949,11897405.5333727,16506480.9123486,13159657.3416327,25499173.7781416,16037277.0774899,18798859.2172818,14161837.5349361,16425993.3866368,10116741.5750334,18520928.1367663,15606998.8658529,18010715.0187272,14096361.2473413,11870247.2427349,14924665.3727858,15147536.3932369,14214114.2425393,14933744.3187477,19219045.8475651,TRUE,TRUE,TRUE
1-Palmitoyl-2-arachidonoyl-sn-glycero-3-phosphoserine,C8-Pos-000219,C8-Neg-000162,3101680.92718631,5664300.0724703,4168280.95233697,6940389.37884104,4042893.4776172,6387227.57846852,3302997.9052441,2675148.82754833,163477.194894442,188709.482514657,168774.431184766,141328.407588903,NA,68866.0900094052,157965.75564096,362830.871347007,401999.854925589,428777.004487851,795721.646288731,848000.796172742,131968.833577133,443544.967320449,341168.12294646,331775.954413089,379079.852848646,176774.909336062,725417.322902965,1123084.64685073,385251.715680518,67103.0257123165,363813.683601567,163175.258712608,TRUE,TRUE,TRUE
1-Palmitoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine,C8-Pos-000031,C8-Pos-000029,129587376.999045,266570271.765269,165840104.524153,151173580.574935,184371229.747265,202347726.798924,140494454.798893,146401892.499439,173207805.74575,159745935.573298,171265038.028402,158070587.941101,183884318.569142,169594426.733715,154045937.407173,173696685.226039,201752674.291082,130621613.875468,156684041.174897,188146798.066166,189550142.355549,159408983.788996,180842794.824428,166157264.307813,96364345.7745233,167660025.995547,184846821.177105,166394221.223782,169821153.768981,193198183.484937,173566025.431506,150601530.487451,TRUE,TRUE,TRUE
1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,C8-Neg-000102,C8-Pos-000127,853701.441877002,2538691.73334148,1113174.27209732,1267619.88237656,1449421.27822012,3102536.32420411,1040198.50494662,418015.538740312,14076513.9135863,22182586.02096,16900206.2471354,20346403.9212668,20280096.7690329,11055367.1606735,16297640.4924207,11420287.3562952,22453535.5702891,13185074.6757655,19466614.6109107,12031893.7230369,14299015.220408,9398805.0567569,14458818.9128092,15286980.1847243,15470074.5257377,12925124.9566357,15710057.41213,15108799.6295921,14987123.159382,12249655.3727761,13308075.2927419,15740102.7461658,TRUE,TRUE,TRUE
1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine,C8-Pos-000013,C8-Pos-000011,600443201.614658,743803389.416229,731541621.504501,727158013.166997,853111819.261395,866796546.161979,655508452.201687,622711851.273187,597859391.455784,13049026.2218764,535592687.238121,638431545.124611,551617182.160541,611132738.241105,610970133.896752,626199060.815785,570585519.665461,376979806.212489,626849688.785992,652062191.606753,557772777.750164,581168835.537913,427394846.104285,529737544.723713,601589606.901748,323537626.717587,486094422.662967,540342915.817602,572271859.462739,344125294.485291,377810840.715349,354473173.939278,TRUE,TRUE,TRUE
1-Palmitoyl-2-oleoyl-phosphatidylglycerol,C8-Neg-000029,C8-Pos-000161,10265894.4985337,23419566.6060126,13957537.2015797,14884806.6844113,13868348.5580241,33208428.6810648,7552787.68324262,4361924.91920628,5325935.54896163,5681541.37669869,6404137.41094598,5147872.69549702,NA,5943095.76467982,8087411.18676801,10681726.7485405,6879585.72883677,11274072.5825232,11876617.4289565,13502303.8965558,8463001.51230133,12761919.4433822,6315935.47170006,7281035.37242316,7687368.23466901,8238380.110006,6633104.82252855,14814742.8576103,7335932.87730271,8275735.41461539,8694322.46037781,7853778.10121354,TRUE,TRUE,TRUE
1-Palmitoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,C8-Pos-000044,NA,124894993.002498,124614737.786098,105065293.031344,151397046.720952,139654538.667186,148365956.674747,138028952.021994,116750325.450323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-Palmitoyl-2-oleoyl-sn-glycerol,C8-Pos-000087,NA,22793497.4415421,31426675.0385976,23365789.4685486,28357156.328699,47827789.3126272,31370701.1478397,24315054.8601041,23064097.785307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
1-Palmitoyl-3-oleoyl-sn-glycero-2-phosphoethanolamine,C8-Neg-000011,C8-Pos-000169,71545114.6679294,131431029.739148,85430382.4211737,117887159.396219,93518270.3234485,166890443.817241,65222325.1048792,41477492.9904182,7753666.31151846,7120495.35377104,10747214.1024042,5904403.87941764,7364692.52761731,9041103.70632425,6654153.06508536,6679481.23196798,5027391.27978045,5763599.8512997,9753071.77287932,8720377.64819467,6590159.64777325,8244258.54872934,8293172.49810076,7091262.31305589,8906861.88094719,11211749.754368,9080513.49026527,7489647.68558748,13549682.6891759,8219009.37925043,11769868.3661436,10458409.5505527,TRUE,TRUE,TRUE
1-Palmitoyl-sn-glycero-3-phosphocholine,C8-Pos-000020,C8-Pos-000009,48359525.7353946,182520278.337149,97604128.8298605,176728044.358913,123695273.338563,530037289.714512,89737862.1984977,43608374.0845266,398850418.107604,439336916.517802,432453736.187327,538056971.250058,451090826.590383,162989377.734284,337173269.217265,178560824.492523,537099506.045907,343652032.718604,290801245.437402,285402535.331704,331183756.424669,207205286.066447,246428978.398395,352871549.335333,350407640.711708,377891853.545137,661728779.876259,311620698.088355,286698110.157758,345163809.986422,375368445.953928,468544728.912836,TRUE,TRUE,TRUE
1-Palmitoylglycerol,C8-Pos-000001,C8-Pos-000001,1696094386.13144,5335695727.44964,4573461304.06377,6242175894.06709,5113146923.61795,7199509948.29266,3573130796.73084,2450904876.89578,1960251070.5833,2008289717.30891,2106086657.55902,1894587659.54455,1963065042.23873,2030060582.44582,2105336271.45634,1976910591.48418,2044990746.83656,2055479885.90085,1777314935.43717,1877144725.98425,1960574586.8346,1874002523.54208,2081604182.19068,1992604333.61884,2041873563.23938,2050086834.01825,1696465514.12322,2122925899.49586,2063881419.02375,2016944695.91887,2080840832.8662,2127392312.7551,TRUE,TRUE,TRUE
