"Name","n_occurrences","compound_ids","is_duplicate"
"Acetohydroxamic Acid",2,"Amide-Neg-000145; Amide-Neg-000283",TRUE
"Acetyl-Β-Methylcholine",2,"Amide-Pos-000161; Amide-Pos-000263",TRUE
"Acrylic Acid",2,"Amide-Neg-000081; Amide-Neg-000212",TRUE
"Arachidic Acid",2,"C8-Neg-000094; C8-Neg-000148",TRUE
"Arachidonoyl-Carnitine; Lc-Tdda; Ce10",2,"Amide-Pos-000453; C18-Pos-000513",TRUE
"Asp-Ile",2,"C18-Pos-000515; C18-Pos-000548",TRUE
"Asp-Val",2,"Amide-Pos-000494; C18-Pos-000368",TRUE
"Benzenesulfonic Acid, Dodecyl(Sulfophenoxy)-",2,"Amide-Neg-000055; Amide-Neg-000319",TRUE
"Benzoquinone",2,"Amide-Pos-000519; C18-Pos-000638",TRUE
"Benzoylecgonine",2,"Amide-Pos-000115; C18-Pos-000380",TRUE
"Betaine",2,"C18-Pos-000009; C18-Pos-000022",TRUE
"Biliverdin; Lc-Tdda; Ce10",2,"C18-Pos-000608; C18-Pos-000687",TRUE
"Bis(2,2,6,6-Tetramethyl-4-Piperidyl)Sebacate",2,"C18-Pos-000448; C8-Pos-000443",TRUE
"Bis(2-Ethylhexyl)Adipate",2,"C18-Pos-000472; C8-Pos-000069",TRUE
"Bis(4-Ethylbenzylidene)Sorbitol",2,"C18-Pos-000630; C8-Pos-000095",TRUE
"Butan-2-Yl(Ethyl)Amine",2,"C18-Pos-000240; C18-Pos-000255",TRUE
"C14-Sas (Tentative)",2,"Amide-Neg-000041; C8-Neg-000107",TRUE
"Carnosine",2,"Amide-Neg-000446; Amide-Pos-000393",TRUE
"Cetrimonium",2,"Amide-Pos-000480; C18-Pos-000430",TRUE
"Chalcone",2,"C8-Pos-000239; C8-Pos-000393",TRUE
"Cholest-4-En-3-One",2,"C8-Pos-000182; C8-Pos-000260",TRUE
"Cholesta-4,6-Dien-3-One",2,"C8-Pos-000155; C8-Pos-000172",TRUE
"Cholestan-3-One, (5.Alpha.)-",2,"C8-Pos-000009; C8-Pos-000340",TRUE
"Cis,Cis-9,12-Octadecadien-1-Ol",2,"C8-Pos-000311; C8-Pos-000316",TRUE
"Cis-12-Octadecenoic Acid Methyl Ester",2,"C8-Pos-000302; C8-Pos-000413",TRUE
"Citraconic Acid",2,"C18-Neg-000041; C18-Neg-000044",TRUE
"Citrate",2,"C18-Neg-000028; C18-Neg-000098",TRUE
"Citric Acid",2,"Amide-Neg-000009; Amide-Neg-000035",TRUE
"Citroflex 2",2,"C18-Pos-000477; C8-Pos-000444",TRUE
"Clindamycin",2,"Amide-Pos-000331; C18-Pos-000462",TRUE
"Cocamidopropylbetaine",2,"Amide-Pos-000399; C18-Pos-000438",TRUE
"Cortisol",2,"C8-Pos-000559; C8-Pos-000580",TRUE
"Crotonic Acid",2,"Amide-Pos-000152; Amide-Pos-000175",TRUE
"Cucurbitin",2,"C18-Pos-000266; C18-Pos-000303",TRUE
"Cyanuric Acid",2,"Amide-Neg-000166; C18-Neg-000046",TRUE
"Cyclohexylamine",2,"Amide-Pos-000184; Amide-Pos-000383",TRUE
"Cysteinylglycine",2,"C18-Pos-000191; C18-Pos-000196",TRUE
"Cytidine 5'-Diphosphate Ethanolamine",2,"Amide-Neg-000366; Amide-Pos-000308",TRUE
"D-(+)-Glucose",2,"Amide-Neg-000028; Amide-Neg-000069",TRUE
"D-(+)-Tryptophan",2,"Amide-Neg-000302; C18-Pos-000119",TRUE
"D-(+)-Xylose",2,"Amide-Neg-000268; Amide-Neg-000430",TRUE
"D-(-)-Erythrose",2,"Amide-Neg-000205; Amide-Neg-000404",TRUE
"D-Alanine Methyl Ester",2,"Amide-Pos-000067; Amide-Pos-000174",TRUE
"D-Arabinonic Acid",2,"Amide-Neg-000170; Amide-Neg-000394",TRUE
"D-Myo-Inositol-1,2-Diphosphate",2,"Amide-Pos-000477; Amide-Pos-000496",TRUE
"D-Ribulose 5-Phosphate",2,"Amide-Neg-000421; Amide-Neg-000439",TRUE
"D-Serine",2,"Amide-Pos-000070; Amide-Pos-000189",TRUE
"Dehydroascorbic Acid",2,"Amide-Neg-000017; Amide-Neg-000213",TRUE
"Diacetyl",2,"Amide-Neg-000176; Amide-Neg-000301",TRUE
"Dibenzoylmethane",2,"C8-Pos-000357; C8-Pos-000564",TRUE
"Dicyclohexylamine",2,"Amide-Pos-000157; Amide-Pos-000395",TRUE
"Didodecyl 3,3'-Thiodipropionate Oxide",2,"C18-Pos-000243; C8-Pos-000050",TRUE
"Diethyl Phosphate",2,"C18-Pos-000437; C18-Pos-000531",TRUE
"Diethyleneglycol Dibenzoate",2,"C18-Pos-000561; C8-Pos-000543",TRUE
"Diisodecyl Phthalate",2,"C8-Pos-000264; C8-Pos-000371",TRUE
"Dioctyl Sulfosuccinate",2,"Amide-Neg-000350; C8-Neg-000099",TRUE
"Dipropyleneglycol Dibenzoate",2,"C18-Pos-000583; C18-Pos-000593",TRUE
"Dl-Lysine",2,"Amide-Pos-000109; Amide-Pos-000398",TRUE
"Dl-Malic Acid",2,"Amide-Neg-000018; Amide-Neg-000172",TRUE
"Dl-Β-Leucine",2,"Amide-Neg-000043; Amide-Neg-000058",TRUE
"Ethyl N-(1,4-Thiazinan-4-Ylcarbothioyl)Carbamate",2,"C8-Neg-000106; C8-Neg-000127",TRUE
"Ethyl Oleate",2,"C8-Pos-000341; C8-Pos-000352",TRUE
"Ethyl Palmitoleate",2,"C8-Pos-000149; C8-Pos-000167",TRUE
"Gln-Ile-Lys",2,"Amide-Pos-000128; Amide-Pos-000172",TRUE
"Gluconic Acid",2,"Amide-Neg-000198; Amide-Neg-000323",TRUE
"Gly-Asp",2,"Amide-Neg-000469; Amide-Pos-000523",TRUE
"Glycerophosphocholine",2,"C18-Pos-000048; C18-Pos-000082",TRUE
"Glycine Anhydride",2,"Amide-Neg-000379; Amide-Pos-000532",TRUE
"Glycolic Acid",2,"Amide-Neg-000078; Amide-Neg-000390",TRUE
"Heptadecanoate",2,"C8-Neg-000080; C8-Neg-000101",TRUE
"Hippuric Acid",2,"Amide-Neg-000375; C18-Pos-000681",TRUE
"Indole",2,"C18-Pos-000367; C18-Pos-000661",TRUE
"Isoamylamine",2,"Amide-Pos-000215; Amide-Pos-000237",TRUE
"Isophthalic Acid",2,"Amide-Neg-000068; Amide-Neg-000248",TRUE
"Itaconic Acid",2,"Amide-Neg-000070; Amide-Neg-000199",TRUE
"L(-)-Carnitine",2,"Amide-Pos-000092; Amide-Pos-000131",TRUE
"L-(+)-Citrulline",2,"Amide-Pos-000282; C18-Pos-000365",TRUE
"L-(+)-Lactic Acid",2,"Amide-Neg-000001; Amide-Neg-000015",TRUE
"L-(+)-Tartaric Acid",2,"Amide-Neg-000243; Amide-Neg-000465",TRUE
"L-(-)-Methionine",2,"C18-Pos-000150; C18-Pos-000163",TRUE
"L-Cysteinesulfinic Acid",2,"Amide-Neg-000214; Amide-Neg-000464",TRUE
"L-Glutathione Oxidized",2,"Amide-Neg-000309; Amide-Pos-000231",TRUE
"L-Kynurenine",2,"C18-Pos-000319; C18-Pos-000338",TRUE
"L-Phenylalanine",2,"Amide-Neg-000089; C18-Pos-000034",TRUE
"L-Saccharopine",2,"Amide-Pos-000511; C18-Pos-000669",TRUE
"L-Serine",2,"Amide-Neg-000071; Amide-Neg-000180",TRUE
"Lauryldiethanolamine",2,"C18-Pos-000053; C8-Pos-000055",TRUE
"Lichesterylic Acid",2,"C8-Neg-000152; C8-Neg-000156",TRUE
"Lupeol",2,"C8-Pos-000265; C8-Pos-000422",TRUE
"Maleamic Acid",2,"C18-Neg-000003; C18-Neg-000015",TRUE
"Malonic Acid",2,"Amide-Neg-000067; Amide-Neg-000211",TRUE
"Methandienone",2,"C8-Pos-000203; C8-Pos-000268",TRUE
"Methyl 2-[(2-Methoxy-2-Oxoethyl)Amino]Acetate",2,"C18-Pos-000311; C18-Pos-000358",TRUE
"Methyl Acetoacetate",2,"Amide-Neg-000237; Amide-Neg-000374",TRUE
"Methyl Deoxycholate",2,"C8-Pos-000258; C8-Pos-000286",TRUE
"Methylsuccinic Acid",2,"Amide-Neg-000158; Amide-Neg-000346",TRUE
"Mls001049111-01!Ethyl 9h-Carbazole-3-Carboxylate",2,"Amide-Pos-000296; C18-Pos-000393",TRUE
"Mono(2-Ethylhexyl) Phthalate (Mehp)",2,"C8-Pos-000076; C8-Pos-000098",TRUE
"Monopalmitolein (9c)",2,"C8-Pos-000169; C8-Pos-000405",TRUE
"Muscone",2,"C18-Pos-000536; C8-Pos-000036",TRUE
"Myristamine Oxide",2,"C18-Pos-000547; C8-Pos-000197",TRUE
"Myristyl Sulfate",2,"Amide-Neg-000325; Amide-Neg-000348",TRUE
"N,N-Diethylethanolamine",2,"Amide-Pos-000030; Amide-Pos-000040",TRUE
"N,N-Diisopropylamine",2,"C18-Pos-000195; C18-Pos-000204",TRUE
"N,N-Dimethyldecylamine N-Oxide",2,"C18-Pos-000468; C8-Pos-000360",TRUE
"N,N-Dimethyldodecylamine N-Oxide",2,"C8-Pos-000120; C8-Pos-000346",TRUE
"N,N-Dimethylformamide",2,"Amide-Pos-000141; Amide-Pos-000204",TRUE
"N,N-Dimethylguanosine",2,"Amide-Pos-000437; C18-Pos-000461",TRUE
"N-(3-(Aminomethyl)Benzyl)Acetamidine",2,"Amide-Pos-000214; C18-Pos-000301",TRUE
"N-(3-Chlorobenzoyl)Glycine",2,"Amide-Neg-000281; C18-Neg-000125",TRUE
"N-Acetyl-Dl-Glutamic Acid",2,"C18-Neg-000051; C18-Neg-000053",TRUE
"N-Acetyl-Dl-Norvaline",2,"Amide-Neg-000396; C18-Neg-000128",TRUE
"N-Acetyl-Dl-Serine",2,"Amide-Neg-000066; Amide-Neg-000111",TRUE
"N-Acetyl-L-Alanine",2,"C18-Neg-000122; C18-Neg-000131",TRUE
"N-Acetylaspartate",2,"C18-Pos-000057; C18-Pos-000410",TRUE
"N-Acetyldihydrosphingosine",2,"C8-Pos-000498; C8-Pos-000510",TRUE
"N-Ethyl-4-Piperidinecarboxamide",2,"C18-Pos-000144; C18-Pos-000189",TRUE
"N-Ethyl-N-Methylcathinone",2,"C18-Pos-000294; C18-Pos-000443",TRUE
"N-Methyl-D-Glucamine",2,"Amide-Pos-000137; Amide-Pos-000242",TRUE
"N-Methyl-L-Threonine",2,"Amide-Pos-000533; C18-Pos-000299",TRUE
"N-Oleoyl-4-Sphingenine",2,"Amide-Pos-000380; C8-Pos-000112",TRUE
"N-Oleoyl-D-Erythro-Sphingosylphosphorylcholine",2,"C8-Pos-000090; C8-Pos-000297",TRUE
"N-Palmitoyl-D-Sphingosine",2,"C18-Pos-000651; C8-Pos-000184",TRUE
"N-Stearoylsphinganine",2,"C8-Pos-000326; C8-Pos-000396",TRUE
"N3,N4-Dimethyl-L-Arginine",2,"Amide-Pos-000110; Amide-Pos-000317",TRUE
"N6,N6,N6-Trimethyl-L-Lysine",2,"Amide-Pos-000112; C18-Pos-000426",TRUE
"Nervonic Acid",2,"C8-Neg-000162; C8-Pos-000478",TRUE
"Nervonic Ceramide",2,"C8-Pos-000060; C8-Pos-000188",TRUE
"Nitrilotriacetic Acid",2,"Amide-Neg-000051; Amide-Neg-000063",TRUE
"Nootkatone",2,"C8-Pos-000367; C8-Pos-000465",TRUE
"Normorphine",2,"C8-Pos-000401; C8-Pos-000561",TRUE
"Nudifloramide",2,"C18-Pos-000324; C18-Pos-000535",TRUE
"Octinoxate",2,"C18-Pos-000499; C8-Pos-000275",TRUE
"Oleoyl Ethanolamide",2,"C8-Pos-000266; C8-Pos-000281",TRUE
"Ondansetron",2,"Amide-Pos-000410; C8-Pos-000332",TRUE
"Ornithine",2,"Amide-Neg-000368; Amide-Neg-000420",TRUE
"Oxidized Glutathione",2,"C18-Pos-000038; C18-Pos-000039",TRUE
"Palmitoleic Acid",2,"C8-Pos-000305; C8-Pos-000318",TRUE
"Palmitoyl Sphingomyelin",2,"Amide-Pos-000455; C8-Pos-000041",TRUE
"Pc(16:1_18:2)",2,"C8-Pos-000062; C8-Pos-000166",TRUE
"Pc(17:0_18:1)",2,"C8-Pos-000109; C8-Pos-000142",TRUE
"Pc-O(18:1_20:4)",2,"C8-Pos-000163; C8-Pos-000295",TRUE
"Pe 40:5",2,"C8-Neg-000033; C8-Neg-000053",TRUE
"Pe(18:1_20:4)",2,"C8-Pos-000043; C8-Pos-000048",TRUE
"Pe(18:1_22:3)",2,"Amide-Pos-000443; C8-Pos-000030",TRUE
"Pe(P-18:0_20:4)",2,"C8-Pos-000049; C8-Pos-000429",TRUE
"Peg N8",2,"Amide-Pos-000127; C18-Pos-000242",TRUE
"Pentanoic Acid",2,"C18-Pos-000521; C18-Pos-000650",TRUE
"Pg 42:9",2,"C8-Neg-000095; C8-Neg-000139",TRUE
"Phe",2,"Amide-Pos-000091; Amide-Pos-000503",TRUE
"Phosphatidylethanolamine 16:0-20:3",2,"C8-Neg-000010; C8-Neg-000070",TRUE
"Phosphatidylethanolamine Alkenyl 16:0-20:3",2,"C8-Neg-000055; C8-Neg-000123",TRUE
"Phosphatidylethanolamine Alkenyl 18:0-20:3",2,"C8-Neg-000088; C8-Neg-000089",TRUE
"Phosphatidylethanolamine Lyso 22:4",2,"C8-Neg-000052; C8-Neg-000155",TRUE
"Phosphatidylethanolamine Lyso 22:6",2,"C8-Neg-000048; C8-Neg-000142",TRUE
"Phosphatidylglyceride 18:1-22:6",2,"C8-Neg-000065; C8-Neg-000126",TRUE
"Phosphocholine",2,"Amide-Pos-000068; Amide-Pos-000250",TRUE
"Pi 38:6",2,"C8-Neg-000067; C8-Neg-000131",TRUE
"Pipecolic Acid",2,"Amide-Neg-000461; Amide-Pos-000415",TRUE
"Primobolan",2,"C8-Pos-000398; C8-Pos-000440",TRUE
"Pro-Asp",2,"Amide-Neg-000470; Amide-Pos-000306",TRUE
"Progesterone",2,"C8-Pos-000196; C8-Pos-000298",TRUE
"Ps 40:4",2,"C8-Neg-000002; C8-Neg-000090",TRUE
"Ps(16:1_18:1)",2,"C8-Neg-000116; C8-Pos-000193",TRUE
"Pseudouridine",2,"Amide-Neg-000023; Amide-Neg-000293",TRUE
"Pyridoxine",2,"C18-Pos-000480; C18-Pos-000482",TRUE
"Pyrogallol",2,"Amide-Neg-000296; Amide-Pos-000515",TRUE
"Pyruvic Acid",2,"Amide-Neg-000003; Amide-Neg-000010",TRUE
"S-Adenosylhomocysteine",2,"Amide-Pos-000470; C18-Pos-000325",TRUE
"S-Adenosylmethionine",2,"Amide-Pos-000181; C18-Pos-000316",TRUE
"Sn-Glycero-3-Phosphocholine",2,"Amide-Pos-000045; Amide-Pos-000433",TRUE
"Stearic Acid",2,"C8-Pos-000091; C8-Pos-000449",TRUE
"Stearoyl Ethanolamide",2,"C18-Pos-000595; C18-Pos-000674",TRUE
"Stearoyl-L-Carnitine",2,"C18-Pos-000594; C8-Pos-000147",TRUE
"Succinic Semialdehyde",2,"Amide-Neg-000219; Amide-Neg-000236",TRUE
"Tetradecanoyl-L-Carnitine",2,"Amide-Pos-000373; C18-Pos-000434",TRUE
"Tetraethylene Glycol",2,"Amide-Pos-000105; C18-Pos-000183",TRUE
"Tetraglyme",2,"Amide-Pos-000211; C18-Pos-000387",TRUE
"Tri(Propylene Glycol) Methyl Ether",2,"C18-Pos-000510; C18-Pos-000610",TRUE
"Triethyl Phosphate",2,"Amide-Pos-000372; C18-Pos-000302",TRUE
"Triethylene Glycol Monobutyl Ether",2,"C18-Pos-000400; C8-Pos-000408",TRUE
"Triisopropanolamine",2,"Amide-Pos-000374; Amide-Pos-000454",TRUE
"Tripropylene Glycol",2,"C18-Pos-000525; C18-Pos-000556",TRUE
"Tris(Hydroxymethyl)Aminomethane",2,"Amide-Pos-000074; Amide-Pos-000173",TRUE
"Tropine",2,"Amide-Pos-000404; C18-Pos-000597",TRUE
"Udp-N-Acetylglucosamine",2,"Amide-Neg-000255; Amide-Pos-000316",TRUE
"Uridine",2,"C18-Neg-000090; C8-Neg-000145",TRUE
"Uridine 5'-Diphosphoglucose",2,"Amide-Pos-000497; Amide-Pos-000499",TRUE
"Uridine 5'-Diphosphoglucuronic Acid",2,"Amide-Neg-000474; Amide-Pos-000482",TRUE
"Uridine Monophosphate (Ump)",2,"C18-Neg-000062; C18-Neg-000119",TRUE
"Valeramide",2,"Amide-Pos-000222; C18-Pos-000445",TRUE
"Valine",2,"Amide-Pos-000084; Amide-Pos-000089",TRUE
"[6]-Gingerol",2,"C18-Neg-000129; C8-Pos-000259",TRUE
"[M-Ch3]- Pc(O-16:0_20:3)",2,"C8-Pos-000190; C8-Pos-000424",TRUE
"Α,Α-Trehalose",2,"Amide-Neg-000155; Amide-Neg-000308",TRUE
"Α-D-Glucose-1,6-Bisphosphate",2,"Amide-Neg-000242; Amide-Neg-000435",TRUE
"Γ-Linolenic Acid Ethyl Ester",2,"C8-Pos-000337; C8-Pos-000494",TRUE
"Δ-Ribono-1,4-Lactone",2,"Amide-Neg-000265; Amide-Neg-000320",TRUE
"Υ-Aminobutyric Acid (Gaba)",2,"Amide-Neg-000179; Amide-Neg-000186",TRUE
