"Compound.ID","Name","Formula.x","Molecular.Weight.x","Best.Match.x","Library.Name.x","Library.ID.x","Annot.DeltaMass[ppm].x","m/z.x","RT[min].x","Background.x","Reference.Ion.x","Smiles.x","InChiKey","Super.Class.x","Class.x","Sub.Class.x","Pathways.x","CID.x","CHEBI.x","HMDB.x","KEGG.x","CAS.x","mean_value.x","std_dev.x","percent_RSD.x","highest_intensity.x","median_intensity.x","LC_column.x","ionization.x","same_column.x","Formula.y","Molecular.Weight.y","Best.Match.y","Library.Name.y","Library.ID.y","Annot.DeltaMass[ppm].y","m/z.y","RT[min].y","Background.y","Reference.Ion.y","Smiles.y","Super.Class.y","Class.y","Sub.Class.y","Pathways.y","CID.y","CHEBI.y","HMDB.y","KEGG.y","CAS.y","mean_value.y","std_dev.y","percent_RSD.y","highest_intensity.y","median_intensity.y","LC_column.y","ionization.y","same_column.y"
"C8-Pos-000046","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine","C48 H84 N O8 P",833.59345,91.8,"NIST23",4545,-0.79,834.60007,8.686,FALSE,"[M+H]+1","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","FAUYAENFVCNTAL-PFFNLMTBSA-N","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines",NA,24778876,"CHEBI:84829","HMDB0008057",NA,NA,103032188.594585,13618327.9766528,13.2175470233275,131929544.891278,99439284.7190038,"C8","Pos",0,"C48 H84 N O8 P",833.59345,91.8,"NIST23",4545,-0.79,834.60007,8.686,FALSE,"[M+H]+1","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines",NA,24778876,"CHEBI:84829","HMDB0008057",NA,NA,103032188.594585,13618327.9766528,13.2175470233275,131929544.891278,99439284.7190038,"C8","Pos",0
"C8-Neg-000040","Phosphatidylethanolamine lyso 18:1","C23 H46 N O7 P",479.30119,90.4,"MoNA",3059,-0.68,478.29359,5.125,FALSE,"[M-H]-1","CCCCCCCCCCCCC/C=C\CCC(=O)OC(CO)COP(=O)(O)OCCN","FEVAUEZKXSRQPS-PFONDFGASA-N","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines",NA,134729210,NA,NA,NA,NA,4763648.29457199,1354034.00174945,28.4243067082078,8637381.75876035,4577434.57942539,"C8","Neg",0,"C23 H46 N O7 P",479.30119,90.4,"MoNA",3059,-0.68,478.29359,5.125,FALSE,"[M-H]-1","CCCCCCCCCCCCC/C=C\CCC(=O)OC(CO)COP(=O)(O)OCCN","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines",NA,134729210,NA,NA,NA,NA,4763648.29457199,1354034.00174945,28.4243067082078,8637381.75876035,4577434.57942539,"C8","Neg",0
"C8-Neg-000099","5-[(1S,2R,4aR)-5-(Hydroxymethyl)-1,2,4a-trimethyl-1,2,3,4,4a,7,8,8a-octahydro-1-naphthalenyl]-3-methylpentanoic acid","C20 H34 O3",322.25079,65.3,"mzCloud",7885,-1.24,303.23255,4.753,FALSE,"[M-H-H2O]-1","CC1CCC2(C(C1(C)CCC(C)CC(=O)O)CCC=C2CO)C","FVXAJZRADGVLQM-FVUCEDHYSA-N","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids",NA,23757200,NA,NA,NA,NA,813533.601510539,669912.287388764,82.3459886776521,2892867.50380044,633090.681984495,"C8","Neg",0,"C20 H34 O3",322.25079,65.3,"mzCloud",7885,-1.24,303.23255,4.753,FALSE,"[M-H-H2O]-1","CC1CCC2(C(C1(C)CCC(C)CC(=O)O)CCC=C2CO)C","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids",NA,23757200,NA,NA,NA,NA,813533.601510539,669912.287388764,82.3459886776521,2892867.50380044,633090.681984495,"C8","Neg",0
"C8-Pos-000128","LPC 20:4-SN2","C28 H50 N O7 P",543.33249,95.8,"LipidBlast",222827,-0.03,544.33975,4.841,FALSE,"[M+H]+1","CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCC(=O)OCC(O)COP([O-])(=O)OCC[N+](C)(C)C","GOMVPVRDBLLHQC-DOFZRALJNA-N","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines",NA,NA,NA,NA,NA,NA,13128995.6923795,3825043.55542016,29.1343195248387,22431274.8277247,12500505.807067,"C8","Pos",0,"C28 H50 N O7 P",543.33249,95.8,"LipidBlast",222827,-0.03,544.33975,4.841,FALSE,"[M+H]+1","CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCC(=O)OCC(O)COP([O-])(=O)OCC[N+](C)(C)C","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines",NA,NA,NA,NA,NA,NA,13128995.6923795,3825043.55542016,29.1343195248387,22431274.8277247,12500505.807067,"C8","Pos",0
"Amide-Pos-000112","(αS,1S,2R)-α-Amino-2-carboxycyclopropaneacetic acid","C6 H9 N O4",159.05316,70,"NIST23",20526,-0.82,160.0603,5.295,FALSE,"[M+H]+1","N[C@H](C(=O)O)[C@H]1C[C@H]1C(=O)O","GZOVEPYOCJWRFC-NUNKFHFFSA-N","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,5310957,NA,NA,NA,NA,29704512.8752183,5171230.61486215,17.4089056318994,36737400.4210205,31125228.4265727,"Amide","Pos",0,"C6 H9 N O4",159.05316,70,"NIST23",20526,-0.82,160.0603,5.295,FALSE,"[M+H]+1","N[C@H](C(=O)O)[C@H]1C[C@H]1C(=O)O","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,5310957,NA,NA,NA,NA,29704512.8752183,5171230.61486215,17.4089056318994,36737400.4210205,31125228.4265727,"Amide","Pos",0
"C8-Pos-000219","Spectral Match to 2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine from NIST14","C39 H74 N O8 P",715.5152,87.8,"GNPS",27352,-0.73,716.52196,8.354,FALSE,"[M+H]+1","CCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C/C/C=C/CCCCC","HBZNVZIRJWODIB-KPMVPPRFSA-N","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines",NA,71311714,"CHEBI:183874",NA,NA,"13206-00-3",4756655.67125084,1795744.38833037,37.7522467977622,7780575.35483223,5002777.6805969,"C8","Pos",0,"C39 H74 N O8 P",715.5152,87.8,"GNPS",27352,-0.73,716.52196,8.354,FALSE,"[M+H]+1","CCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C/C/C=C/CCCCC","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines",NA,71311714,"CHEBI:183874",NA,NA,"13206-00-3",4756655.67125084,1795744.38833037,37.7522467977622,7780575.35483223,5002777.6805969,"C8","Pos",0
"Amide-Neg-000260","Xylitol","C5 H12 O5",152.06847,89.4,"mzCloud",3192,-0.23,151.06115,5.685,FALSE,"[M-H]-1","C(C(C(C(CO)O)O)O)O","HEBKCHPVOIAQTA-SCDXWVJYSA-N","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA,NA,NA,NA,NA,NA,2758841.1323243,931500.312563058,33.7641882183436,5056567.54022013,2587729.31221591,"Amide","Neg",0,"C5 H12 O5",152.06847,89.4,"mzCloud",3192,-0.23,151.06115,5.685,FALSE,"[M-H]-1","C(C(C(C(CO)O)O)O)O","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA,NA,NA,NA,NA,NA,2758841.1323243,931500.312563058,33.7641882183436,5056567.54022013,2587729.31221591,"Amide","Neg",0
"Amide-Pos-000192","N3,N4-Dimethyl-L-arginine","C8 H18 N4 O2",202.14298,93.2,"mzCloud",835,-1.05,203.15004,14.541,FALSE,"[M+H]+1","C/N=C(\NC)NCCC[C@H](N)C(=O)O","HVPFXCBJHIIJGS-LURJTMIESA-N","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","wiki:WP1850;wiki:WP1919;wiki:WP4947;wiki:WP4977",169148,"CHEBI:25682","HMDB0003334",NA,"30344-00-4",8335168.53097193,2319738.85918459,27.8307373218054,12330080.904789,8151321.39790501,"Amide","Pos",0,"C8 H18 N4 O2",202.14298,93.2,"mzCloud",835,-1.05,203.15004,14.541,FALSE,"[M+H]+1","C/N=C(\NC)NCCC[C@H](N)C(=O)O","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","wiki:WP1850;wiki:WP1919;wiki:WP4947;wiki:WP4977",169148,"CHEBI:25682","HMDB0003334",NA,"30344-00-4",8335168.53097193,2319738.85918459,27.8307373218054,12330080.904789,8151321.39790501,"Amide","Pos",0
"C8-Pos-000029","1-Palmitoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine","C46 H80 N O8 P",805.56215,93.4,"NIST23",4544,-0.9,806.5687,8.246,FALSE,"[M+H]+1","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","IESVDEZGAHUQJU-ZLBXKVHBSA-N","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines",NA,6441886,"CHEBI:74963","HMDB0007991",NA,"59403-54-2",167463639.802202,21716182.4035635,12.967699991003,201752674.291082,169707790.251348,"C8","Pos",0,"C46 H80 N O8 P",805.56215,93.4,"NIST23",4544,-0.9,806.5687,8.246,FALSE,"[M+H]+1","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines",NA,6441886,"CHEBI:74963","HMDB0007991",NA,"59403-54-2",167463639.802202,21716182.4035635,12.967699991003,201752674.291082,169707790.251348,"C8","Pos",0
"C18-Pos-000228","Triethylene glycol monomethyl ether","C7 H16 O4",164.10486,77.5,"NIST23",596,-0.78,165.11205,5.99,FALSE,"[M+H]+1","COCCOCCOCCO","JLGLQAWTXXGVEM-UHFFFAOYSA-N","Organic oxygen compounds","Organooxygen compounds","Ethers",NA,8178,"CHEBI:84233","HMDB0062666",NA,"112-35-6",888215.361825591,522236.238503961,58.7961277128313,1993826.11192871,799022.555819601,"C18","Pos",0,"C7 H16 O4",164.10486,77.5,"NIST23",596,-0.78,165.11205,5.99,FALSE,"[M+H]+1","COCCOCCOCCO","Organic oxygen compounds","Organooxygen compounds","Ethers",NA,8178,"CHEBI:84233","HMDB0062666",NA,"112-35-6",888215.361825591,522236.238503961,58.7961277128313,1993826.11192871,799022.555819601,"C18","Pos",0
"C8-Pos-000011","1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine","C42 H80 N O8 P",757.56215,98.9,"NIST23",3231,-0.93,758.56872,8.347,FALSE,"[M+H]+1","CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","JLPULHDHAOZNQI-ZTIMHPMXSA-N","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","wiki:WP1780;wiki:WP1978;wiki:WP2525;wiki:WP2650;wiki:WP2747;wiki:WP3579;wiki:WP4129;wiki:WP4288;wiki:WP4304;wiki:WP5121;wiki:WP5176;wiki:WP5221",5287971,"CHEBI:73002","HMDB0007973",NA,"8002-43-5",504485363.176829,146587421.606201,29.0568235088358,652062191.606753,554694979.955353,"C8","Pos",0,"C42 H80 N O8 P",757.56215,98.9,"NIST23",3231,-0.93,758.56872,8.347,FALSE,"[M+H]+1","CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","wiki:WP1780;wiki:WP1978;wiki:WP2525;wiki:WP2650;wiki:WP2747;wiki:WP3579;wiki:WP4129;wiki:WP4288;wiki:WP4304;wiki:WP5121;wiki:WP5176;wiki:WP5221",5287971,"CHEBI:73002","HMDB0007973",NA,"8002-43-5",504485363.176829,146587421.606201,29.0568235088358,652062191.606753,554694979.955353,"C8","Pos",0
"C18-Pos-000117","N-[(3S)-2,5-Dioxooxolan-3-yl]acetamide","C6 H7 N O4",157.03751,85.2,"NIST23",11381,-0.71,158.04467,3.822,FALSE,"[M+H]+1","CC(=O)N[C@H]1CC(=O)OC1=O","JMQITILRHSGUCB-BYPYZUCNSA-N","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,11829698,NA,NA,NA,"41148-79-2",10331829.8322717,4575148.04711589,44.2820693080458,19029830.9836478,10208001.2103284,"C18","Pos",0,"C6 H7 N O4",157.03751,85.2,"NIST23",11381,-0.71,158.04467,3.822,FALSE,"[M+H]+1","CC(=O)N[C@H]1CC(=O)OC1=O","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,11829698,NA,NA,NA,"41148-79-2",10331829.8322717,4575148.04711589,44.2820693080458,19029830.9836478,10208001.2103284,"C18","Pos",0
"C8-Pos-000081","LPE 20:4","C25 H44 N O7 P",501.28554,78.8,"LipidBlast",223161,-0.01,502.2928,4.859,FALSE,"[M+H]+1","CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCC(=O)OCC(O)COP(O)(=O)OCCN","JPNPIRVRGLGTRE-LTKCOYKYNA-N","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines",NA,NA,NA,NA,NA,NA,30461478.320987,5603085.84622688,18.3940050025955,41135557.0760901,30478703.2898313,"C8","Pos",0,"C25 H44 N O7 P",501.28554,78.8,"LipidBlast",223161,-0.01,502.2928,4.859,FALSE,"[M+H]+1","CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCC(=O)OCC(O)COP(O)(=O)OCCN","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines",NA,NA,NA,NA,NA,NA,30461478.320987,5603085.84622688,18.3940050025955,41135557.0760901,30478703.2898313,"C8","Pos",0
"Amide-Pos-000157","Imidazolelactic acid","C6 H8 N2 O3",156.05349,86.8,"mzCloud",443,-1.09,157.0606,5.188,FALSE,"[M+H]+1","C1=CN(C=N1)CC(C(=O)O)O","JTYMXXCJQKGGFG-UHFFFAOYSA-N","Organoheterocyclic compounds","Azoles","Imidazoles",NA,459122,"CHEBI:70808","HMDB0002320",NA,"876-19-7",6995046.24960344,6207883.99131385,88.7468612758034,19848627.6980409,5445865.37341535,"Amide","Pos",0,"C6 H8 N2 O3",156.05349,86.8,"mzCloud",443,-1.09,157.0606,5.188,FALSE,"[M+H]+1","C1=CN(C=N1)CC(C(=O)O)O","Organoheterocyclic compounds","Azoles","Imidazoles",NA,459122,"CHEBI:70808","HMDB0002320",NA,"876-19-7",6995046.24960344,6207883.99131385,88.7468612758034,19848627.6980409,5445865.37341535,"Amide","Pos",0
"Amide-Neg-000001","L-(+)-Lactic acid","C3 H6 O3",90.03169,100,"mzCloud",2582,-0.93,89.02433,5.936,FALSE,"[M-H]-1","CC(C(=O)O)O","JVTAAEKCZFNVCJ-REOHCLBHSA-N","Organic acids and derivatives","Hydroxy acids and derivatives","Alpha hydroxy acids and derivatives","kegg:map00620;reactome:R-HSA-196807;reactome:R-HSA-197264;reactome:R-HSA-3296197;reactome:R-HSA-427601;reactome:R-HSA-428643;reactome:R-HSA-433692;reactome:R-HSA-549132;reactome:R-HSA-561048;reactome:R-HSA-5619070;reactome:R-HSA-70268;reactome:R-HSA-71406;reactome:R-HSA-9749641;wiki:WP2456;wiki:WP2766;wiki:WP2868;wiki:WP3644;wiki:WP4097;wiki:WP4290;wiki:WP4595;wiki:WP4629;wiki:WP5211;wiki:WP5239;wiki:WP5312;wiki:WP534;wiki:WP661",107689,"CHEBI:422","HMDB0000190","C00186","79-33-4",247989230.319694,98150082.1598219,39.5783647674104,444230309.012259,248861129.12859,"Amide","Neg",0,"C3 H6 O3",90.03169,100,"mzCloud",2582,-0.93,89.02433,5.936,FALSE,"[M-H]-1","CC(C(=O)O)O","Organic acids and derivatives","Hydroxy acids and derivatives","Alpha hydroxy acids and derivatives","kegg:map00620;reactome:R-HSA-196807;reactome:R-HSA-197264;reactome:R-HSA-3296197;reactome:R-HSA-427601;reactome:R-HSA-428643;reactome:R-HSA-433692;reactome:R-HSA-549132;reactome:R-HSA-561048;reactome:R-HSA-5619070;reactome:R-HSA-70268;reactome:R-HSA-71406;reactome:R-HSA-9749641;wiki:WP2456;wiki:WP2766;wiki:WP2868;wiki:WP3644;wiki:WP4097;wiki:WP4290;wiki:WP4595;wiki:WP4629;wiki:WP5211;wiki:WP5239;wiki:WP5312;wiki:WP534;wiki:WP661",107689,"CHEBI:422","HMDB0000190","C00186","79-33-4",247989230.319694,98150082.1598219,39.5783647674104,444230309.012259,248861129.12859,"Amide","Neg",0
"C8-Pos-000579","N-Ethylheptedrone","C15 H23 N O",233.17796,54.7,"NIST23",19182,1.33,217.15901,4.233,FALSE,"[M+H-NH3]+1","CCCCCC(C(=O)C1=CC=CC=C1)NCC","KCDBNUUMBCYCQC-UHFFFAOYSA-N","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,163195977,NA,NA,NA,"2514784-72-4",399442.18658889,196471.799174197,49.1865420755889,538368.728096886,399442.18658889,"C8","Pos",0,"C15 H23 N O",233.17796,54.7,"NIST23",19182,1.33,217.15901,4.233,FALSE,"[M+H-NH3]+1","CCCCCC(C(=O)C1=CC=CC=C1)NCC","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,163195977,NA,NA,NA,"2514784-72-4",399442.18658889,196471.799174197,49.1865420755889,538368.728096886,399442.18658889,"C8","Pos",0
"Amide-Pos-000103","DL-Lysine","C6 H14 N2 O2",146.10553,99.6,"mzCloud",482,-0.89,147.11266,15.31,FALSE,"[M+H]+1","C(CCN)CC(C(=O)O)N","KDXKERNSBIXSRK-UHFFFAOYSA-N","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","wiki:WP4519;wiki:WP5029;wiki:WP5031",866,"CHEBI:25094",NA,"C16440","70-54-2",32532586.6478002,6580484.42855196,20.2273631045471,41509346.2706143,34270685.0719836,"Amide","Pos",0,"C6 H14 N2 O2",146.10553,99.6,"mzCloud",482,-0.89,147.11266,15.31,FALSE,"[M+H]+1","C(CCN)CC(C(=O)O)N","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","wiki:WP4519;wiki:WP5029;wiki:WP5031",866,"CHEBI:25094",NA,"C16440","70-54-2",32532586.6478002,6580484.42855196,20.2273631045471,41509346.2706143,34270685.0719836,"Amide","Pos",0
"C18-Pos-000112","L-Lysine","C6 H14 N2 O2",146.10553,95.4,"mzCloud",3399,-1.22,147.11262,0.89,FALSE,"[M+H]+1","C(CCN)CC(C(=O)O)N","KDXKERNSBIXSRK-YFKPBYRVSA-N","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","kegg:map00310;kegg:map00780;reactome:R-HSA-196780;reactome:R-HSA-264876;reactome:R-HSA-2980736;reactome:R-HSA-352230;reactome:R-HSA-379716;reactome:R-HSA-379724;reactome:R-HSA-379726;reactome:R-HSA-420499;reactome:R-HSA-442660;reactome:R-HSA-5223345;reactome:R-HSA-5619094;reactome:R-HSA-5619113;reactome:R-HSA-5660883;reactome:R-HSA-5689603;reactome:R-HSA-71064;wiki:WP1938;wiki:WP3320;wiki:WP4228;wiki:WP5004;wiki:WP661",5962,"CHEBI:18019","HMDB0000182","C00047","56-87-1",15295617.1172319,2992275.76742054,19.562962020339,19928641.9158646,14749178.1895461,"C18","Pos",0,"C6 H14 N2 O2",146.10553,95.4,"mzCloud",3399,-1.22,147.11262,0.89,FALSE,"[M+H]+1","C(CCN)CC(C(=O)O)N","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","kegg:map00310;kegg:map00780;reactome:R-HSA-196780;reactome:R-HSA-264876;reactome:R-HSA-2980736;reactome:R-HSA-352230;reactome:R-HSA-379716;reactome:R-HSA-379724;reactome:R-HSA-379726;reactome:R-HSA-420499;reactome:R-HSA-442660;reactome:R-HSA-5223345;reactome:R-HSA-5619094;reactome:R-HSA-5619113;reactome:R-HSA-5660883;reactome:R-HSA-5689603;reactome:R-HSA-71064;wiki:WP1938;wiki:WP3320;wiki:WP4228;wiki:WP5004;wiki:WP661",5962,"CHEBI:18019","HMDB0000182","C00047","56-87-1",15295617.1172319,2992275.76742054,19.562962020339,19928641.9158646,14749178.1895461,"C18","Pos",0
"C8-Neg-000070","HEPTADECANOATE","C17 H34 O2",270.25588,65.5,"MoNA",29566,-1.06,269.24832,5.884,FALSE,"[M-H]-1","CCCCCCCCCCCCCCCCC(=O)O","KEMQGTRYUADPNZ-UHFFFAOYSA-N","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,10465,"CHEBI:32365","HMDB0002259",NA,"506-12-7",971337.988690657,754263.152317644,77.6519770769364,4487368.08762515,837854.239356067,"C8","Neg",0,"C17 H34 O2",270.25588,65.5,"MoNA",29566,-1.06,269.24832,5.884,FALSE,"[M-H]-1","CCCCCCCCCCCCCCCCC(=O)O","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,10465,"CHEBI:32365","HMDB0002259",NA,"506-12-7",971337.988690657,754263.152317644,77.6519770769364,4487368.08762515,837854.239356067,"C8","Neg",0
"Amide-Pos-000253","Hymexazol","C4 H5 N O2",99.03203,86.2,"mzCloud",1633,-1.29,100.03918,6.567,FALSE,"[M+H]+1","CC1=CC(=O)NO1","KGVPNLBXJKTABS-UHFFFAOYSA-N","Organoheterocyclic compounds","Azoles","Isoxazoles",NA,24781,"CHEBI:5827",NA,"C11103","10004-44-1",6005305.23166601,940534.601748396,15.6617285127982,8027018.78017075,5861520.08344546,"Amide","Pos",0,"C4 H5 N O2",99.03203,86.2,"mzCloud",1633,-1.29,100.03918,6.567,FALSE,"[M+H]+1","CC1=CC(=O)NO1","Organoheterocyclic compounds","Azoles","Isoxazoles",NA,24781,"CHEBI:5827",NA,"C11103","10004-44-1",6005305.23166601,940534.601748396,15.6617285127982,8027018.78017075,5861520.08344546,"Amide","Pos",0
"C8-Pos-000002","Spectral Match to 1-(9Z-Octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine from NIST14","C40 H78 N O8 P",731.5465,96.7,"GNPS",27532,-1.12,732.55296,8.153,FALSE,"[M+H]+1","CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","KIVAJCJTVPWSRJ-OQHNRNOKSA-N","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines",NA,24778931,"CHEBI:86092","HMDB0008097",NA,"95896-56-3",1783660376.24882,108649646.304015,6.09138644053494,2046202462.88727,1796394404.35511,"C8","Pos",0,"C40 H78 N O8 P",731.5465,96.7,"GNPS",27532,-1.12,732.55296,8.153,FALSE,"[M+H]+1","CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines",NA,24778931,"CHEBI:86092","HMDB0008097",NA,"95896-56-3",1783660376.24882,108649646.304015,6.09138644053494,2046202462.88727,1796394404.35511,"C8","Pos",0
"Amide-Neg-000003","2-Deoxyribose 5-phosphate","C5 H11 O7 P",214.02424,89.3,"mzCloud",1511,0.96,213.01717,4.586,FALSE,"[M-H]-1","C1C(C(OC1O)COP(=O)(O)O)O","KKZFLSZAWCYPOC-VPENINKCSA-N","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","reactome:R-HSA-71336;wiki:WP4050",45934311,"CHEBI:190741","HMDB0001031",NA,"102916-66-5",122378582.975379,27178099.4235059,22.2082154922269,167606654.287299,115493299.242155,"Amide","Neg",0,"C5 H11 O7 P",214.02424,89.3,"mzCloud",1511,0.96,213.01717,4.586,FALSE,"[M-H]-1","C1C(C(OC1O)COP(=O)(O)O)O","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","reactome:R-HSA-71336;wiki:WP4050",45934311,"CHEBI:190741","HMDB0001031",NA,"102916-66-5",122378582.975379,27178099.4235059,22.2082154922269,167606654.287299,115493299.242155,"Amide","Neg",0
