"Compound.ID","Name","Formula","Sex","mean_intensity","display_name"
"C8-Pos-000059","1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine","C44 H76 N O8 P","F",46760479.2295281,"1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine"
"C8-Pos-000058","1-Palmitoyl-sn-glycero-3-phosphocholine","C24 H50 N O7 P","F",46670021.8712155,"1-Palmitoyl-sn-glycero-3-phosphocholine"
"C8-Pos-000061","PC 18:0_22:5","C48 H86 N O8 P","F",46603383.00692,"PC 18:0_22:5"
"Amide-Neg-100029",NA,"C2 H3 N O3 S","F",46512925.1548907,"Amide-Neg-100029"
"Amide-Neg-100030",NA,"C2 H5 N O4 S","F",46344928.9059095,"Amide-Neg-100030"
"Amide-Neg-100062",NA,"C6 H10 Cl N O6","F",46087882.2838426,"Amide-Neg-100062"
"C18-Pos-000033","N-Acetyl-1-aspartylglutamic acid","C11 H16 N2 O8","F",45829164.6695141,"N-Acetyl-1-aspartylglutamic acid"
"Amide-Neg-100041",NA,"C6 H10 Cl N O6","F",45279927.0797459,"Amide-Neg-100041"
"C8-Pos-100046",NA,"C18 H40 N2 O6","F",45069707.3324156,"C8-Pos-100046"
"C8-Pos-000060","PE 16:0_22:5","C43 H76 N O8 P","F",44873150.4439082,"PE 16:0_22:5"
"Amide-Pos-000085","Acetyl-L-carnitine","C9 H17 N O4","F",44838724.5622284,"Acetyl-L-carnitine"
"Amide-Neg-000015","Dehydroascorbic acid","C6 H6 O6","F",44530029.2709125,"Dehydroascorbic acid"
"C18-Neg-000008","L-Glutathione (reduced)","C10 H17 N3 O6 S","F",44201264.2660329,"L-Glutathione (reduced)"
"Amide-Pos-000059","Acetylcholine","C7 H15 N O2","F",44089358.458611,"Acetylcholine"
"C18-Pos-000035","Nicotinamide","C6 H6 N2 O","F",44068790.1963414,"Nicotinamide"
"Amide-Neg-100022",NA,"C2 H4 O4 S","F",44065536.277651,"Amide-Neg-100022"
"Amide-Neg-100023",NA,"C2 H6 O5 S","F",44065536.277651,"Amide-Neg-100023"
"Amide-Pos-000094","Triethylamine","C6 H15 N","F",43822912.640386,"Triethylamine"
"Amide-Neg-100050",NA,"C4 H5 N O2","F",43705014.1391297,"Amide-Neg-100050"
"Amide-Pos-100028",NA,"C9 H14 N10 O17 P2","F",43400786.663955,"Amide-Pos-100028"
"Amide-Neg-000037","D-(+)-Mannose","C6 H12 O6","F",43238736.6976169,"D-(+)-Mannose"
"Amide-Neg-100035",NA,"C6 H6 O7","F",43110010.8841668,"Amide-Neg-100035"
"C18-Pos-000040","L-Tyrosine","C9 H11 N O3","F",42924714.3828669,"L-Tyrosine"
"C8-Neg-100013",NA,"C36 H80 N6 O8","F",42675928.6134693,"C8-Neg-100013"
"C8-Neg-000006","2,4-Bis(1,1-dimethylethyl)phenol phosphate","C28 H43 O4 P","F",42544244.2853721,"2,4-Bis(1,1-dimethylethyl)phenol phosphate"
"C18-Pos-100036",NA,"C2 H5 O6 P","F",42363302.5455026,"C18-Pos-100036"
"C8-Pos-100048",NA,"C41 H78 N8 O8","F",42171154.5589433,"C8-Pos-100048"
"C8-Pos-000036","Bis(2-ethylhexyl)adipate","C22 H42 O4","F",41984937.0952282,"Bis(2-ethylhexyl)adipate"
"C18-Pos-100037",NA,"C4 H2 N2 O7","F",41904283.1085409,"C18-Pos-100037"
"C18-Pos-100038",NA,"C4 H4 N2 O8","F",41904283.1085409,"C18-Pos-100038"
"C8-Pos-000055","3'-Adenosine monophosphate (3'-AMP)","C10 H14 N5 O7 P","F",41874973.0846203,"3'-Adenosine monophosphate (3'-AMP)"
"C8-Pos-100047",NA,"C22 H45 N O2 S","F",41653820.51563,"C8-Pos-100047"
"C8-Pos-000069","PC(18:0_20:3)","C46 H86 N O8 P","F",41295275.1255589,"PC(18:0_20:3)"
"Amide-Neg-000040","2-Deoxyribose 5-phosphate","C5 H11 O7 P","F",41139079.4411413,"2-Deoxyribose 5-phosphate"
"C18-Pos-100039",NA,"C H3 N O4 S","F",40705543.0512205,"C18-Pos-100039"
"C18-Pos-100022",NA,"C11 H20 N2 O4 S2","F",40578191.0296284,"C18-Pos-100022"
"C8-Pos-100052",NA,"C56 H87 N O10","F",40438644.0387478,"C8-Pos-100052"
"C8-Pos-100053",NA,"C57 H80 N4 O6","F",40438644.0387478,"C8-Pos-100053"
"C18-Neg-000003","Ascorbic acid","C6 H8 O6","F",39692354.0382854,"Ascorbic acid"
"C18-Pos-000039","Creatinine","C4 H7 N3 O","F",39516563.3874912,"Creatinine"
"C18-Pos-000031","L-Glutathione (reduced)","C10 H17 N3 O6 S","F",39416602.9419242,"L-Glutathione (reduced)"
"C8-Pos-100028",NA,"C13 H33 N9 O","F",38476219.572512,"C8-Pos-100028"
"C8-Pos-100022",NA,"C7 H10 O7 P2","F",38310325.2066429,"C8-Pos-100022"
"C18-Pos-000048","L-Valine","C5 H11 N O2","F",38014210.3885348,"L-Valine"
"C8-Pos-100045",NA,"C33 H78 N10 O8 P2","F",37961573.3292817,"C8-Pos-100045"
"Amide-Pos-100023",NA,"C5 H3 N8 O P3","F",37630426.2258928,"Amide-Pos-100023"
"C18-Neg-100005",NA,"C6 H9 Cl O7","F",37402898.3806465,"C18-Neg-100005"
"C18-Neg-100006",NA,"C6 H9 Cl O7","F",37402898.3806465,"C18-Neg-100006"
"C18-Pos-100029",NA,"C4 H13 N P2 S","F",37382592.6750369,"C18-Pos-100029"
"C8-Pos-100050",NA,"C21 H41 N O S","F",37322197.713237,"C8-Pos-100050"
"Amide-Neg-100037",NA,"C7 H12 N2 O2 P2","F",37267019.8575117,"Amide-Neg-100037"
"Amide-Neg-100036",NA,"C2 H3 N O3 S","F",37025659.6691883,"Amide-Neg-100036"
"Amide-Neg-000036","L-Glutamic acid","C5 H9 N O4","F",36854361.5307596,"L-Glutamic acid"
"Amide-Neg-100058",NA,"C4 H5 N O2","F",36630641.4978324,"Amide-Neg-100058"
"Amide-Neg-100054",NA,"C6 H10 Cl N O6","F",35774153.1511119,"Amide-Neg-100054"
"Amide-Pos-100034",NA,"C4 H7 N2 O5 P S","F",35773741.6607093,"Amide-Pos-100034"
"C8-Pos-100038",NA,"C13 H5 N4 O5 P","F",35679961.1616613,"C8-Pos-100038"
"Amide-Pos-100024",NA,"C10 H23 N O2 P2 S","F",35674503.7031667,"Amide-Pos-100024"
"C8-Pos-100051",NA,"C40 H87 N7 O2 P2","F",35585675.3913353,"C8-Pos-100051"
"Amide-Pos-000103","DL-Lysine","C6 H14 N2 O2","F",35293747.2074744,"DL-Lysine"
"Amide-Neg-000057","2-Oxoglutaric acid","C5 H6 O5","F",35023709.6398259,"2-Oxoglutaric acid"
"C18-Pos-000053","Spectral Match to .beta.-Nicotinamide adenine dinucleotide from NIST14","C21 H27 N7 O14 P2","F",34964284.1390581,"Spectral Match to .beta.-Nicotinamide adenine dinucleotide from NIST14"
"C8-Pos-000064","Monoolein","C21 H40 O4","F",34759035.066269,"Monoolein"
"C18-Neg-000009","L-Glutathione (reduced)","C10 H17 N3 O6 S","F",34694960.1420888,"L-Glutathione (reduced)"
"C8-Neg-100016",NA,"C9 H21 N4 O12 P3","F",34501119.4441245,"C8-Neg-100016"
"C18-Pos-000068","L-Aspartic acid","C4 H7 N O4","F",34333727.8040674,"L-Aspartic acid"
"Amide-Neg-100057",NA,"C11 H15 N O10","F",34253791.8552683,"Amide-Neg-100057"
"C8-Pos-100070",NA,"C30 H47 O3 P","F",34174841.1882315,"C8-Pos-100070"
"C18-Pos-000067","Spermine","C10 H26 N4","F",34169883.6977038,"Spermine"
"C8-Pos-100049",NA,"C25 H44 N5 O3 P","F",34079502.4986209,"C8-Pos-100049"
"C18-Pos-100040",NA,"C7 H14 O2 P2 S","F",33702320.6607668,"C18-Pos-100040"
"C8-Pos-100062",NA,"C23 H44 O2 S","F",33500143.3593013,"C8-Pos-100062"
"C18-Pos-100030",NA,"C3 H2 N O6 P S","F",33308893.38283,"C18-Pos-100030"
"C8-Pos-100060",NA,"C27 H45 N O2","F",33306225.4211716,"C8-Pos-100060"
"C8-Pos-100061",NA,"C23 H45 N O S","F",33306225.4211716,"C8-Pos-100061"
"C8-Pos-000073","PC 20:2_20:2","C48 H88 N O8 P","F",33096894.048296,"PC 20:2_20:2"
"C8-Pos-000071","PS 22:5_22:5","C50 H78 N O10 P","F",33013487.7904907,"PS 22:5_22:5"
"C18-Pos-000057","LINOLEATE","C18 H32 O2","F",32602658.5235192,"LINOLEATE"
"C18-Neg-100008",NA,"C6 H13 Cl O6","F",32100021.9332781,"C18-Neg-100008"
"C8-Pos-000076","PE O-18:1_22:6","C45 H78 N O7 P","F",32060175.2250456,"PE O-18:1_22:6"
"Amide-Pos-100025",NA,"C12 H18 N6","F",31964194.9803176,"Amide-Pos-100025"
"C8-Neg-000004","Docosapentaenoic acid","C22 H34 O2","F",31957396.145999,"Docosapentaenoic acid"
"Amide-Pos-000092","DL-Arginine","C6 H14 N4 O2","F",31833902.5464179,"DL-Arginine"
"C8-Neg-000003","2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoserine","C46 H78 N O10 P","F",31781193.4051289,"2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoserine"
"C18-Pos-100041",NA,"C5 H Cl N2 O S","F",31717758.4009824,"C18-Pos-100041"
"C8-Neg-100025",NA,"C7 H11 N6 O4 P S","F",31701790.2413271,"C8-Neg-100025"
"C8-Pos-100067",NA,"C18 H43 N7 O S","F",31616010.522089,"C8-Pos-100067"
"C8-Pos-000082","PE O-16:1_22:6","C43 H74 N O7 P","F",31509910.7845624,"PE O-16:1_22:6"
"Amide-Pos-100037",NA,"C4 H7 N5 O4 S","F",31482713.1409301,"Amide-Pos-100037"
"Amide-Neg-000053","Glycolic acid","C2 H4 O3","F",31471065.6969196,"Glycolic acid"
"C8-Pos-100029",NA,"C33 H78 N10 O10 P2","F",31343096.3066283,"C8-Pos-100029"
"C18-Pos-000049","Vitamin C","C6 H8 O6","F",31225024.317148,"Vitamin C"
"C18-Pos-000058","L-Glutamic acid","C5 H9 N O4","F",30991423.7713293,"L-Glutamic acid"
"Amide-Neg-100047",NA,"C5 H6 O6","F",30837903.2545505,"Amide-Neg-100047"
"Amide-Pos-100032",NA,"C6 H11 N3 O2","F",30788664.1894967,"Amide-Pos-100032"
"C8-Pos-000079","PE O-16:1_20:4","C41 H74 N O7 P","F",30621770.8166207,"PE O-16:1_20:4"
"C8-Pos-100075",NA,"C36 H60 N O3 P","F",30547655.3399001,"C8-Pos-100075"
"C18-Neg-100015",NA,"C11 H13 N O9","F",30368124.6583976,"C18-Neg-100015"
"C18-Pos-000061","Inosine","C10 H12 N4 O5","F",30292277.8391633,"Inosine"
"C18-Pos-100033",NA,"C3 H2 N3 P","F",30170933.3030935,"C18-Pos-100033"
"Amide-Neg-000026","Pyruvic acid","C3 H4 O3","F",30106969.8565754,"Pyruvic acid"
"Amide-Pos-100030",NA,"C6 H8 O7 P2","F",30085498.2955514,"Amide-Pos-100030"
"C8-Neg-000007","Phosphatidylinositol 18:1-20:4","C47 H81 O13 P","F",29994618.2010763,"Phosphatidylinositol 18:1-20:4"
"Amide-Pos-100044",NA,"C9 H N O4","F",29714663.5331701,"Amide-Pos-100044"
"Amide-Neg-100073",NA,"C6 H8 Cl N O6","F",29679826.1262806,"Amide-Neg-100073"
"C18-Pos-000085","2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)","C9 H19 N O","F",29661594.6135976,"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)"
"Amide-Neg-100061",NA,"C2 H3 N O3 S","F",29605164.3936816,"Amide-Neg-100061"
"C8-Pos-000081","LPE 20:4","C25 H44 N O7 P","F",29571325.1656111,"LPE 20:4"
"C18-Neg-100004",NA,"C3 H7 N2 P3 S","F",29376298.3719897,"C18-Neg-100004"
"C8-Pos-100081",NA,"C22 H35 N O2","F",29337192.6524543,"C8-Pos-100081"
"Amide-Pos-000112","(αS,1S,2R)-α-Amino-2-carboxycyclopropaneacetic acid","C6 H9 N O4","F",29215188.3084143,"(αS,1S,2R)-α-Amino-2-carboxycyclopropaneacetic acid"
"C8-Neg-000005","Adrenic acid","C22 H36 O2","F",29208117.3910985,"Adrenic acid"
"Amide-Neg-100051",NA,"C5 H8 N2 O8","F",29183334.3169866,"Amide-Neg-100051"
"C8-Pos-100090",NA,"C18 H38 N6 S","F",29084560.1592686,"C8-Pos-100090"
"Amide-Neg-000048","D-(-)-Glutamine","C5 H10 N2 O3","F",28793749.890557,"D-(-)-Glutamine"
"Amide-Pos-100041",NA,"C7 H18 Cl3 N7 S","F",28493086.5463055,"Amide-Pos-100041"
"C8-Pos-100089",NA,"C20 H41 N2 P","F",28452306.0431296,"C8-Pos-100089"
"Amide-Neg-100059",NA,"C6 H10 Cl N O6","F",28425518.2351444,"Amide-Neg-100059"
"C18-Pos-000056","N-Acetylaspartate","C6 H9 N O5","F",28324176.4875243,"N-Acetylaspartate"
"C8-Pos-100026",NA,"C22 H41 N O","F",28144468.8859745,"C8-Pos-100026"
"C8-Pos-100027",NA,"C22 H38 O","F",28144468.8859745,"C8-Pos-100027"
"C18-Pos-100042",NA,"C11 H15 N O10","F",27879880.6431499,"C18-Pos-100042"
"C8-Pos-100069",NA,"C17 H41 N4 O3 P","F",27839925.0114052,"C8-Pos-100069"
"C18-Neg-100011",NA,"C11 H13 N O9","F",27517580.1907198,"C18-Neg-100011"
"C8-Pos-000092","2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoethanolamine","C45 H78 N O8 P","F",27377789.1885113,"2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoethanolamine"
"C8-Pos-000085","2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine","C42 H82 N O8 P","F",27227046.0291684,"2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine"
"C8-Neg-000010","8Z,11Z,14Z-Eicosatrienoic acid","C20 H34 O2","F",27217502.7682407,"8Z,11Z,14Z-Eicosatrienoic acid"
"Amide-Neg-000043","Nitrilotriacetic acid","C6 H9 N O6","F",27181363.8925061,"Nitrilotriacetic acid"
"C8-Pos-000089","PE 16:1_22:5","C43 H74 N O8 P","F",27122314.1058717,"PE 16:1_22:5"
"Amide-Neg-000022","DL-Malic acid","C4 H6 O5","F",27101777.1208003,"DL-Malic acid"
"C8-Pos-100079",NA,"C19 H41 N7 S","F",27027198.1019122,"C8-Pos-100079"
"C18-Pos-000077","Nicotinamide","C6 H6 N2 O","F",26901897.3384256,"Nicotinamide"
"Amide-Pos-100045",NA,"C21 H36 N4 O3","F",26849783.4567605,"Amide-Pos-100045"
"C8-Pos-100043",NA,"C30 H72 N8 O6 P2","F",26836296.9013106,"C8-Pos-100043"
"C18-Pos-000071","Guanosine","C10 H13 N5 O5","F",26711732.6978405,"Guanosine"
"Amide-Neg-100045",NA,"C2 H6 O5 S","F",26703655.1641417,"Amide-Neg-100045"
"Amide-Neg-100077",NA,"C4 H3 N O4","F",26559482.4322398,"Amide-Neg-100077"
"Amide-Neg-000046","Citric acid","C6 H8 O7","F",26554160.179773,"Citric acid"
"Amide-Pos-000107","D-Carnitine","C7 H15 N O3","F",26299350.9690373,"D-Carnitine"
"Amide-Pos-100058",NA,"C6 H12 N2 O10 P2 S","F",26111571.8258425,"Amide-Pos-100058"
"Amide-Pos-000104","Leucine","C6 H13 N O2","F",26088840.6990935,"Leucine"
"C8-Pos-000078","Octinoxate","C18 H26 O3","F",25942737.3420199,"Octinoxate"
"Amide-Pos-000084","N,N-Diethylethanolamine","C6 H15 N O","F",25864882.7717605,"N,N-Diethylethanolamine"
"Amide-Pos-000082","3-(Ethenyloxy)propan-1-amine","C5 H11 N O","F",25745629.4619934,"3-(Ethenyloxy)propan-1-amine"
"Amide-Neg-100043",NA,"C7 H9 N3 O2 P2","F",25665602.0070042,"Amide-Neg-100043"
"Amide-Pos-000114","L-N-Acetylhistidine","C8 H11 N3 O3","F",25622103.6311139,"L-N-Acetylhistidine"
"Amide-Pos-000089","2-Methoxypyrazine","C5 H6 N2 O","F",25602374.4315409,"2-Methoxypyrazine"
"Amide-Pos-000111","Adenosine diphosphate (ADP)","C10 H15 N5 O10 P2","F",25551219.473307,"Adenosine diphosphate (ADP)"
"Amide-Neg-100052",NA,"C5 H8 Cl N O4","F",25536442.5637804,"Amide-Neg-100052"
"Amide-Neg-100069",NA,"C6 H7 Cl O6","F",25280593.4438808,"Amide-Neg-100069"
"C8-Pos-100096",NA,"C26 H48 N3 P","F",25248435.6866184,"C8-Pos-100096"
"C8-Pos-000030","Bis(2-ethylhexyl) sebacate","C26 H50 O4","F",25182123.2821919,"Bis(2-ethylhexyl) sebacate"
"C18-Pos-000051","L-Pyroglutamic acid","C5 H7 N O3","F",25061448.291354,"L-Pyroglutamic acid"
"C18-Neg-100014",NA,"C7 H8 N2 O3 P2","F",24973868.1158171,"C18-Neg-100014"
"C8-Pos-000090","PE 16:1_24:6","C45 H76 N O8 P","F",24935712.8270449,"PE 16:1_24:6"
"C18-Pos-100046",NA,"C11 H15 N O10","F",24893041.0031775,"C18-Pos-100046"
"Amide-Pos-000117","DL-Threonine methyl ester","C5 H11 N O3","F",24859347.4041193,"DL-Threonine methyl ester"
"C18-Neg-000024","L-Aspartic acid","C4 H7 N O4","F",24789773.4114388,"L-Aspartic acid"
"C18-Neg-000017","D-(-)-Glutamine","C5 H10 N2 O3","F",24727233.3302147,"D-(-)-Glutamine"
"Amide-Pos-100027",NA,"C10 H11 N5 O3","F",24618074.3087668,"Amide-Pos-100027"
"C18-Neg-100012",NA,"C10 H3 O6 P","F",24399318.4591951,"C18-Neg-100012"
"Amide-Neg-100049",NA,"C9 H16 O6 P2","F",24382340.7816861,"Amide-Neg-100049"
"C8-Pos-000094","PC 20:4_22:6","C50 H80 N O8 P","F",24369404.777668,"PC 20:4_22:6"
"C8-Pos-100057",NA,"C6 H5 N5 O8 P2","F",24331232.7640372,"C8-Pos-100057"
"Amide-Pos-000087","Adenine","C5 H5 N5","F",24297924.3279766,"Adenine"
"Amide-Neg-100048",NA,"C12 H12 N4 O9 S","F",24281257.2710189,"Amide-Neg-100048"
"C8-Pos-000091","LPE 22:6","C27 H44 N O7 P","F",24267757.2973419,"LPE 22:6"
"C18-Pos-100061",NA,"C3 H N4 O2 P","F",24210634.1769646,"C18-Pos-100061"
"C8-Pos-000086","1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine","C44 H76 N O8 P","F",24109582.7271284,"1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine"
"Amide-Pos-100039",NA,"C6 H5 Br N P S","F",23877985.3493781,"Amide-Pos-100039"
"C8-Neg-100024",NA,"C13 H21 N4 O7 P3 S","F",23737568.4331954,"C8-Neg-100024"
"C18-Neg-000027","3-Hydroxy-3-methylglutaric acid","C6 H10 O5","F",23736636.5896303,"3-Hydroxy-3-methylglutaric acid"
"Amide-Neg-100046",NA,"C2 H4 O4 S","F",23700234.4527843,"Amide-Neg-100046"
"C8-Pos-000097","1,2-Diarachidonoyl-sn-glycero-3-phosphocholine","C48 H80 N O8 P","F",23694613.9563605,"1,2-Diarachidonoyl-sn-glycero-3-phosphocholine"
"Amide-Neg-100068",NA,"C6 H8 Cl N O6","F",23601699.4954439,"Amide-Neg-100068"
"Amide-Pos-100050",NA,"C8 H Cl N2 O13 P2","F",23566965.1105925,"Amide-Pos-100050"
"C18-Neg-100013",NA,"C7 H10 N2 O4 P2","F",23562835.4007757,"C18-Neg-100013"
"Amide-Pos-000097","3-[(2-Hydroxyethyl)amino]-1-propanol","C5 H13 N O2","F",23393671.1717316,"3-[(2-Hydroxyethyl)amino]-1-propanol"
"C18-Neg-100017",NA,"C6 H13 Cl O6","F",23319963.5718253,"C18-Neg-100017"
"C18-Pos-100060",NA,"C4 H2 O10 P2 S","F",23280555.3683014,"C18-Pos-100060"
"Amide-Pos-100031",NA,"C10 H24 N2 O3","F",23248240.9077148,"Amide-Pos-100031"
"C8-Neg-100033",NA,"C2 H Cl3 N O P S","F",23156180.4040222,"C8-Neg-100033"
"C8-Pos-100092",NA,"C20 H3 O3 P","F",23075987.8642861,"C8-Pos-100092"
"Amide-Neg-100044",NA,"C2 H4 O4 S","F",22998812.9300016,"Amide-Neg-100044"
"C18-Neg-100016",NA,"C4 H5 Cl N P3 S","F",22797443.5927427,"C18-Neg-100016"
"Amide-Pos-100071",NA,"C4 H6 N2","F",22793157.468518,"Amide-Pos-100071"
"Amide-Pos-100052",NA,"C8 H12 N5 O7 P","F",22787732.0605857,"Amide-Pos-100052"
"C8-Pos-000066","1-Stearoyl-2-arachidonoyl-sn-glycero-3-phosphoserine","C44 H78 N O10 P","F",22769111.1253977,"1-Stearoyl-2-arachidonoyl-sn-glycero-3-phosphoserine"
"Amide-Pos-100036",NA,"C4 H7 N3 O","F",22735700.8806836,"Amide-Pos-100036"
"Amide-Pos-000098","Nicotinamide","C6 H6 N2 O","F",22369131.8487025,"Nicotinamide"
"C18-Pos-000079","Triethylamine","C6 H15 N","F",22236146.9037859,"Triethylamine"
"C8-Pos-100103",NA,"C21 H43 N O2 S","F",22131858.0922152,"C8-Pos-100103"
"Amide-Neg-000044","Nitrilotriacetic acid","C6 H9 N O6","F",22092458.6757444,"Nitrilotriacetic acid"
"C8-Neg-000009","1-Stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1'-myo-inositol)","C47 H83 O13 P","F",22040720.9886358,"1-Stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1'-myo-inositol)"
"C8-Pos-100087",NA,"C21 H43 N O2 S","F",22038905.2970636,"C8-Pos-100087"
"Amide-Pos-100035",NA,"C4 H11 N O","F",22003459.2884228,"Amide-Pos-100035"
"Amide-Pos-100046",NA,"C7 H17 N O2","F",21893654.7150014,"Amide-Pos-100046"
"C18-Pos-100065",NA,"C6 H N P2","F",21818462.4965186,"C18-Pos-100065"
"C8-Neg-100034",NA,"C2 H Cl3 N O P S","F",21741229.9453027,"C8-Neg-100034"
"C18-Pos-000090","trans-3-Indoleacrylic acid","C11 H9 N O2","F",21728055.5053156,"trans-3-Indoleacrylic acid"
"Amide-Neg-000049","Pantothenic acid","C9 H17 N O5","F",21704675.1342166,"Pantothenic acid"
"C18-Pos-100051",NA,"C2 H2 N4 O2 P2","F",21645525.0066215,"C18-Pos-100051"
"C8-Pos-100109",NA,"C33 H70 N5 O5 P","F",21595390.4782167,"C8-Pos-100109"
"Amide-Pos-100061",NA,"C3 H5 N2 P3 S","F",21552328.6280116,"Amide-Pos-100061"
"C18-Pos-000054","Phloroglucinol","C6 H6 O3","F",21490173.3734689,"Phloroglucinol"
"C8-Pos-000101","1,3,5-Tris(3,5-di-tert-butyl-4-hydroxybenzyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione","C48 H69 N3 O6","F",21435127.8303953,"1,3,5-Tris(3,5-di-tert-butyl-4-hydroxybenzyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione"
"C18-Pos-100047",NA,"C5 H14 N O P3","F",21431473.3155046,"C18-Pos-100047"
"Amide-Pos-000132","1-AMINOCYCLOPROPANECARBOXYLATE","C4 H7 N O2","F",21423045.2149233,"1-AMINOCYCLOPROPANECARBOXYLATE"
"Amide-Pos-000086","2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine","C42 H82 N O8 P","F",21417049.3132403,"2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine"
"C8-Neg-100027",NA,"C9 H21 N O5","F",21407440.697055,"C8-Neg-100027"
"C8-Pos-000084","Heptaethylene glycol p-tert-octylphenyl ether","C28 H50 O8","F",21375648.4964435,"Heptaethylene glycol p-tert-octylphenyl ether"
"C8-Neg-100036",NA,"C19 H39 Cl O4","F",21368208.4473378,"C8-Neg-100036"
"Amide-Pos-000133","DL-Alanine","C3 H7 N O2","F",21222445.5696173,"DL-Alanine"
"Amide-Neg-000061","δ-Ribono-1,4-lactone","C5 H8 O5","F",21210583.0541042,"δ-Ribono-1,4-lactone"
"C8-Pos-100063",NA,"C7 H8 N6 O7 P2","F",21166873.1787731,"C8-Pos-100063"
"C8-Neg-100020",NA,"C16 H27 O13 P3 S","F",21129356.4617176,"C8-Neg-100020"
"C18-Pos-100062",NA,"C H3 N O4 S","F",21040098.9683175,"C18-Pos-100062"
"C18-Neg-100023",NA,"C2 H2 Cl N3 S3","F",20893046.5450573,"C18-Neg-100023"
"Amide-Pos-000101","N-Methyl-L-serine","C4 H9 N O3","F",20879597.3532184,"N-Methyl-L-serine"
"C8-Pos-100112",NA,"C30 H36 N2 O2","F",20865852.592322,"C8-Pos-100112"
"C18-Pos-100057",NA,"C8 H12 O3 P2","F",20807569.9546985,"C18-Pos-100057"
"C18-Pos-100079",NA,"C2 H3 N O9","F",20762067.4072571,"C18-Pos-100079"
"Amide-Neg-100072",NA,"C4 H6 N2 O P2","F",20745751.7023095,"Amide-Neg-100072"
"C8-Pos-000068","Glycerophosphocholine","C8 H20 N O6 P","F",20743604.3870053,"Glycerophosphocholine"
"C18-Pos-100025",NA,"C8 H15 N6 O3 P S3","F",20695888.6786952,"C18-Pos-100025"
"Amide-Pos-000062","4-Morpholinopropanesulfonic acid","C7 H15 N O4 S","F",20634504.6388589,"4-Morpholinopropanesulfonic acid"
"C18-Pos-000052","Inosine","C10 H12 N4 O5","F",20629225.5738965,"Inosine"
"C8-Pos-100054",NA,"C13 H25 N O2","F",20607694.9296685,"C8-Pos-100054"
"C8-Pos-100055",NA,"C13 H22 O2","F",20607694.9296685,"C8-Pos-100055"
"C18-Pos-100044",NA,"C7 H17 N O2","F",20591469.1297017,"C18-Pos-100044"
"Amide-Pos-100053",NA,"C5 H2 N4 O","F",20545104.7083852,"Amide-Pos-100053"
"C18-Neg-000025","trans-Aconitic acid","C6 H6 O6","F",20537485.2923804,"trans-Aconitic acid"
"Amide-Neg-000059","2-Oxobutyric acid","C4 H6 O3","F",20510416.6806478,"2-Oxobutyric acid"
"Amide-Pos-000102","Guanosine","C10 H13 N5 O5","F",20398171.2197679,"Guanosine"
"Amide-Neg-000077","2,4(3H,5H)-Furandione","C4 H4 O3","F",20356781.7307752,"2,4(3H,5H)-Furandione"
"C18-Pos-100077",NA,"C6 H17 N O6 P2","F",20292394.2800247,"C18-Pos-100077"
"C8-Pos-000088","Palmitoylcarnitine","C23 H45 N O4","F",20205244.7961204,"Palmitoylcarnitine"
"C18-Pos-000095","Uracil","C4 H4 N2 O2","F",20156605.8284116,"Uracil"
"Amide-Neg-000025","D-(+)-Mannose","C6 H12 O6","F",20111531.2672755,"D-(+)-Mannose"
"C8-Pos-000075","1-Oleoyl-sn-glycero-3-phosphocholine","C26 H52 N O7 P","F",20107182.5502173,"1-Oleoyl-sn-glycero-3-phosphocholine"
"C8-Pos-100115",NA,"C22 H36 N4 O","F",20098553.4620591,"C8-Pos-100115"
"Amide-Pos-100055",NA,"C22 H21 N2 O17 P3","F",20081140.3937722,"Amide-Pos-100055"
"C18-Pos-000070","DL-Homoserine","C4 H9 N O3","F",20057581.024582,"DL-Homoserine"
"Amide-Pos-000099","2-Aminoisobutyric acid","C4 H9 N O2","F",20020454.7865344,"2-Aminoisobutyric acid"
"C8-Pos-000096","1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine","C23 H48 N O7 P","F",20003733.2926476,"1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"C18-Pos-100068",NA,"C7 H9 P S5","F",19994626.1945311,"C18-Pos-100068"
