"Compound.ID","Name","Formula","mean_intensity","display_name"
"C18-Pos-100549",NA,"C3 H4 N5 O6 P S",810217.909828212,"C18-Pos-100549"
"C8-Pos-101070",NA,"C18 H37 N4 O3 P",809682.394423679,"C8-Pos-101070"
"C8-Pos-000473","LPC 32:5-SN1","C40 H72 N O7 P",808975.873041685,"LPC 32:5-SN1"
"C8-Neg-100846",NA,"C5 H Br N O3 P S",808822.887405401,"C8-Neg-100846"
"Amide-Neg-000411","Methyl acetoacetate","C5 H8 O3",808821.374560329,"Methyl acetoacetate"
"C18-Neg-100255",NA,"C8 H N2 O4 P3",808727.975193869,"C18-Neg-100255"
"Amide-Pos-100352",NA,"C6 H10 N O9 P",808630.457020668,"Amide-Pos-100352"
"C8-Neg-100636",NA,"C5 H14 N10 O7 P2",808421.258217556,"C8-Neg-100636"
"C8-Pos-100487",NA,"C27 H45 N O S",808131.677738401,"C8-Pos-100487"
"C8-Neg-100607",NA,"C5 H10 N4 O8 P2",808088.78161938,"C8-Neg-100607"
"C8-Pos-100357",NA,"C69 H135 N4 O17 P3 S",807253.883176761,"C8-Pos-100357"
"C18-Pos-000207","Xanthine","C5 H4 N4 O2",807162.608049751,"Xanthine"
"C8-Pos-000470","PC 15:0_22:2","C45 H86 N O8 P",807071.667511107,"PC 15:0_22:2"
"C8-Pos-100833",NA,"C14 H37 N8 O4 P",806989.27050121,"C8-Pos-100833"
"C8-Pos-100826",NA,"C32 H53 N2 O3 P",806920.880277997,"C8-Pos-100826"
"C8-Pos-000399","Spectral Match to 1-Hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoserine from NIST14","C42 H74 N O10 P",806345.836692798,"Spectral Match to 1-Hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoserine from NIST14"
"Amide-Pos-100417",NA,"C4 H8 N6 P2",805910.784688635,"Amide-Pos-100417"
"Amide-Neg-100465",NA,"C8 H5 N3 O5",805349.531176341,"Amide-Neg-100465"
"C8-Neg-100393",NA,"C42 H79 N5 O9 P2",803885.650923056,"C8-Neg-100393"
"C8-Neg-100290",NA,"C25 H42 O6",802965.485463246,"C8-Neg-100290"
"C8-Pos-100725",NA,"C17 H29 N O2",802387.137774879,"C8-Pos-100725"
"C8-Pos-100727",NA,"C18 H35 N O4",802387.137774879,"C8-Pos-100727"
"C18-Neg-000142","D-α-Hydroxyglutaric acid","C5 H8 O5",802201.984236871,"D-α-Hydroxyglutaric acid"
"C8-Pos-100821",NA,"C19 H30 N4 O2 S",801214.915299321,"C8-Pos-100821"
"C8-Neg-100454",NA,"C8 H26 Br Cl N10 P2 S",800158.278865029,"C8-Neg-100454"
"C8-Neg-100773",NA,"C25 H25 N2 O4 P3 S2",799416.976074323,"C8-Neg-100773"
"C8-Pos-100648",NA,"C9 H20 N3 O10 P",798592.735033926,"C8-Pos-100648"
"C18-Neg-100081",NA,"C6 H13 Cl O6",798207.738557095,"C18-Neg-100081"
"C8-Pos-000404","Cer 18:1;2O/18:0","C36 H71 N O3",797873.599088124,"Cer 18:1;2O/18:0"
"C8-Pos-100576",NA,"C36 H84 N8 O6 P2",797815.678466762,"C8-Pos-100576"
"Amide-Neg-100422",NA,"C3 H4 O5",797757.129646179,"Amide-Neg-100422"
"C8-Neg-100498",NA,"C7 H15 Cl3 N2 O S",797481.514176958,"C8-Neg-100498"
"C8-Neg-100813",NA,"C40 H88 N3 O7 P3 S",795713.827753781,"C8-Neg-100813"
"C8-Neg-100713",NA,"C37 H80 N8 O6 P2",795450.648976385,"C8-Neg-100713"
"C8-Pos-100764",NA,"C50 H72 N5 O4 P",795252.888557153,"C8-Pos-100764"
"Amide-Pos-100427",NA,"C6 H10 N2 O",794850.51260487,"Amide-Pos-100427"
"C8-Pos-100588",NA,"C23 H43 N O2",794452.320390402,"C8-Pos-100588"
"C8-Neg-100529",NA,"C15 H26 N2 O6 P2 S4",794116.178807566,"C8-Neg-100529"
"C8-Pos-100676",NA,"C6 H6 Cl N5 O2 P2 S",793689.154427621,"C8-Pos-100676"
"C18-Pos-100630",NA,"C14 H41 N10 O3 P",792550.491233698,"C18-Pos-100630"
"C18-Neg-100251",NA,"C4 H13 N6 P S3",791776.135333114,"C18-Neg-100251"
"C8-Neg-100513",NA,"C4 H Cl N10",791691.253318571,"C8-Neg-100513"
"C8-Pos-101054",NA,"C53 H102 N O8 P3 S",791181.980369277,"C8-Pos-101054"
"C18-Pos-100571",NA,"C17 H39 N8 O2 P",791039.380605245,"C18-Pos-100571"
"C8-Neg-100830",NA,"C42 H88 N3 O7 P3 S",790512.968964324,"C8-Neg-100830"
"C8-Neg-100831",NA,"C39 H81 N5 O9 P2",790512.968964324,"C8-Neg-100831"
"C8-Neg-000101","LPE 22:5","C27 H46 N O7 P",789718.564008981,"LPE 22:5"
"C8-Pos-100441",NA,"C35 H75 N9 O3 P2",789645.433673942,"C8-Pos-100441"
"C18-Neg-100241",NA,"C H2 Cl O P S3",789525.454047963,"C18-Neg-100241"
"C8-Neg-000145","Phosphatidylglyceride 20:4-22:6","C48 H75 O10 P",789376.034736188,"Phosphatidylglyceride 20:4-22:6"
"C8-Neg-100784",NA,"C23 H32 N4 O2",789316.195404316,"C8-Neg-100784"
"C8-Neg-100785",NA,"C21 H28 N4",789316.195404316,"C8-Neg-100785"
"C8-Pos-000458","Docosapentaenoic acid methyl ester","C23 H36 O2",788145.320310861,"Docosapentaenoic acid methyl ester"
"C8-Neg-100603",NA,"C26 H43 Cl O3",787601.665622382,"C8-Neg-100603"
"C18-Pos-100540",NA,"C2 H6 Cl N O2 S",786933.973320315,"C18-Pos-100540"
"C18-Pos-100430",NA,"C9 H22 N9 P",786902.792184995,"C18-Pos-100430"
"C8-Pos-100803",NA,"C20 H33 N5",786301.865772619,"C8-Pos-100803"
"C8-Pos-101075",NA,"C17 H41 N7 O S",786113.322506247,"C8-Pos-101075"
"C18-Neg-100201",NA,"C7 H6 N7 P",785516.739500987,"C18-Neg-100201"
"C8-Pos-100684",NA,"C2 H3 N5 O6 P2",784774.28813388,"C8-Pos-100684"
"C8-Pos-100685",NA,"C3 H8 N O7 P S",784774.28813388,"C8-Pos-100685"
"C18-Neg-100244",NA,"C6 H9 O10 P",784692.584745494,"C18-Neg-100244"
"C18-Pos-000254","N6-Threonylcarbamoyladenosine","C15 H20 N6 O8",783774.256000036,"N6-Threonylcarbamoyladenosine"
"C8-Neg-100520",NA,"C H Cl N6 O P2",783451.356570538,"C8-Neg-100520"
"C8-Neg-100623",NA,"C4 H14 Cl N8 O16 P",782916.457388848,"C8-Neg-100623"
"Amide-Pos-000385","L-Glutarylcarnitine","C12 H21 N O6",782876.64113423,"L-Glutarylcarnitine"
"C8-Pos-100735",NA,"C16 H31 N O2 S",782650.258225931,"C8-Pos-100735"
"C8-Pos-100569",NA,"C21 H41 N5 O8 S",782508.178691148,"C8-Pos-100569"
"C8-Neg-100442",NA,"C6 H21 N8 O9 P3",781953.412505521,"C8-Neg-100442"
"C18-Pos-000160","Hypaphorine","C14 H18 N2 O2",781809.9985274,"Hypaphorine"
"Amide-Pos-000384","Guanoxan","C10 H13 N3 O2",781792.457862812,"Guanoxan"
"C8-Neg-100835",NA,"C3 H4 Cl2 N O P3 S",781549.583090447,"C8-Neg-100835"
"C18-Neg-100264",NA,"C8 H15 N4 O12 P S",781463.261785117,"C18-Neg-100264"
"C8-Pos-100741",NA,"C17 H43 N8 O P",781438.905471285,"C8-Pos-100741"
"C18-Pos-000232","Spectral Match to Decaethylene glycol from NIST14","C20 H42 O11",781372.581920701,"Spectral Match to Decaethylene glycol from NIST14"
"Amide-Pos-000364","1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine","C44 H86 N O8 P",781269.551514762,"1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine"
"C8-Neg-100646",NA,"C5 H14 Cl4 N6 O",780940.039180723,"C8-Neg-100646"
"Amide-Neg-000246","α-D-Glucose-1,6-bisphosphate","C6 H14 O12 P2",780266.122832404,"α-D-Glucose-1,6-bisphosphate"
"C8-Pos-101007",NA,"C33 H58 N8 O7",779977.856954196,"C8-Pos-101007"
"C8-Pos-000471","Cer 18:2;2O/14:0","C32 H61 N O3",779737.200434927,"Cer 18:2;2O/14:0"
"C8-Pos-100985",NA,"C24 H50 N6 O3 P2",779658.697832534,"C8-Pos-100985"
"C8-Neg-100469",NA,"C9 H12 O9",779490.933788312,"C8-Neg-100469"
"C8-Neg-100755",NA,"C4 H N10 P",778997.467982741,"C8-Neg-100755"
"C18-Pos-100593",NA,"C15 H34 N9 P",778944.297902224,"C18-Pos-100593"
"C8-Pos-101104",NA,"C32 H70 N9 O5 P",778511.232426836,"C8-Pos-101104"
"C8-Neg-100557",NA,"C9 H21 Cl3 N4 O8 S",778428.927058123,"C8-Neg-100557"
"Amide-Pos-100547",NA,"C15 H10 N2",778339.90374749,"Amide-Pos-100547"
"C8-Pos-100707",NA,"C42 H88 N5 O7 P3",778192.842582685,"C8-Pos-100707"
"C18-Neg-100363",NA,"C5 H7 Cl3 O2 S4",778159.977521022,"C18-Neg-100363"
"C8-Pos-100899",NA,"C25 H58 N5 O2 P",778133.649207924,"C8-Pos-100899"
"C8-Pos-100900",NA,"C31 H54 O3",778133.649207924,"C8-Pos-100900"
"Amide-Neg-000398","2-Methylbenzoic acid","C8 H8 O2",777309.679433129,"2-Methylbenzoic acid"
"C18-Neg-000152","Adenine","C5 H5 N5",777161.59321325,"Adenine"
"C18-Pos-100584",NA,"C24 H48 N2 O2",776990.929543627,"C18-Pos-100584"
"C18-Neg-100307",NA,"C4 H9 N6 O5 P S4",775099.125670582,"C18-Neg-100307"
"C8-Neg-100494",NA,"C16 H30 Br Cl O2 S3",774974.768090548,"C8-Neg-100494"
"C8-Pos-100692",NA,"C27 H23 N4 O14 P3 S",774836.864339152,"C8-Pos-100692"
"C8-Pos-000503","SM 8:1;2O/24:1","C37 H73 N2 O6 P",774560.048062819,"SM 8:1;2O/24:1"
"C8-Neg-100519",NA,"C5 H14 N6 O12 P2",774366.011956016,"C8-Neg-100519"
"C8-Neg-100516",NA,"C19 H41 N4 O5 P",773684.474765331,"C8-Neg-100516"
"C8-Pos-101021",NA,"C14 H28 O5",773467.042136737,"C8-Pos-101021"
"C8-Pos-100999",NA,"C4 H7 N3 O5 P2",773446.740222682,"C8-Pos-100999"
"Amide-Neg-000433","Glyoxylic acid","C2 H2 O3",773248.204645857,"Glyoxylic acid"
"C8-Pos-100952",NA,"C11 H28 N5 O4 P",773219.289164048,"C8-Pos-100952"
"C8-Neg-000117","Phosphatidylethanolamine lyso 18:1","C23 H46 N O7 P",772965.409453984,"Phosphatidylethanolamine lyso 18:1"
"C8-Pos-100959",NA,"C4 H12 N2 O2 P2 S",771799.983860217,"C8-Pos-100959"
"C8-Pos-100960",NA,"C4 H14 N2 O3 P2 S",771799.983860217,"C8-Pos-100960"
"C18-Pos-100608",NA,"C20 H39 N O7",771570.235766937,"C18-Pos-100608"
"C8-Pos-000492","Citroflex 2","C12 H20 O7",770947.682306552,"Citroflex 2"
"C8-Pos-000504","PE 16:1_16:1","C37 H70 N O8 P",770269.758288467,"PE 16:1_16:1"
"Amide-Neg-100477",NA,"C6 H N7 O",770037.442835072,"Amide-Neg-100477"
"C8-Pos-100352",NA,"C19 H10 N5 O10 P3 S",770036.608301474,"C8-Pos-100352"
"Amide-Neg-000387","2'-Deoxyguanosine 5'-monophosphate (dGMP)","C10 H14 N5 O7 P",769482.483419436,"2'-Deoxyguanosine 5'-monophosphate (dGMP)"
"C8-Neg-100525",NA,"C11 H20 Cl3 N6 O3 P",768829.774268159,"C8-Neg-100525"
"Amide-Neg-100352",NA,"C2 H5 N O5 S",768795.933313744,"Amide-Neg-100352"
"C8-Pos-100907",NA,"C35 H67 N4 O4 P",768351.204602298,"C8-Pos-100907"
"Amide-Pos-000402","D-Panthenol","C9 H19 N O4",768166.157724755,"D-Panthenol"
"C8-Pos-100996",NA,"C13 H18 O3",767349.617111296,"C8-Pos-100996"
"C8-Pos-000422","1-Hydroxy Vitamin D2","C28 H44 O2",767001.800871047,"1-Hydroxy Vitamin D2"
"Amide-Neg-100260",NA,"C6 H13 Cl O6",766936.106297378,"Amide-Neg-100260"
"C8-Pos-000425","1,8-Diaza-2,9-diketocyclotetradecane","C12 H22 N2 O2",766827.763344464,"1,8-Diaza-2,9-diketocyclotetradecane"
"C8-Pos-101118",NA,"C25 H40 N4",766277.964527197,"C8-Pos-101118"
"C8-Pos-100562",NA,"C4 H8 N6 O5 P2 S",765606.360945891,"C8-Pos-100562"
"Amide-Neg-100373",NA,"C3 H8 O6 S",765052.320034875,"Amide-Neg-100373"
"C8-Neg-100602",NA,"C22 H30 N6 O2",763950.043042817,"C8-Neg-100602"
"C8-Neg-100697",NA,"C35 H62 O3",763903.384487005,"C8-Neg-100697"
"C8-Pos-000456","2-(Tetradecylamino)ethanol","C16 H35 N O",763687.715311044,"2-(Tetradecylamino)ethanol"
"C8-Pos-100726",NA,"C18 H33 N O3",763422.755184166,"C8-Pos-100726"
"Amide-Pos-100400",NA,"C9 H8 N2",763056.000785323,"Amide-Pos-100400"
"C8-Neg-100732",NA,"C13 H32 N9 O5 P S",762700.978775024,"C8-Neg-100732"
"C8-Pos-101028",NA,"C23 H19 N4 O14 P3 S",762118.128569567,"C8-Pos-101028"
"C18-Pos-100516",NA,"C10 H28 N9 O P",762108.913088929,"C18-Pos-100516"
"C8-Neg-100433",NA,"C5 H13 Cl2 N4 O10 P S",761679.765851259,"C8-Neg-100433"
"C18-Pos-000262","Bis(4-ethylbenzylidene)sorbitol","C24 H30 O6",761404.823080702,"Bis(4-ethylbenzylidene)sorbitol"
"Amide-Pos-100466",NA,"C18 H36 Cl N8 O3 P3 S4",761228.47041796,"Amide-Pos-100466"
"C8-Pos-000463","PC 21:2_21:2","C50 H92 N O8 P",760990.750958911,"PC 21:2_21:2"
"C18-Neg-100200",NA,"C3 H9 Cl N8 O",760482.77613274,"C18-Neg-100200"
"C8-Neg-100477",NA,"C13 H26 Cl4 N2 O4 S",760235.2571529,"C8-Neg-100477"
"C8-Neg-100400",NA,"C33 H80 N10 O10 P2",760008.849478044,"C8-Neg-100400"
"C18-Pos-100541",NA,"C22 H43 N O",759642.022991725,"C18-Pos-100541"
"C8-Pos-101153",NA,"C31 H42 N2 O3 S",759440.002765694,"C8-Pos-101153"
"C8-Pos-100984",NA,"C22 H44 O4",759216.829264267,"C8-Pos-100984"
"Amide-Neg-100568",NA,"C6 H7 Cl O6",759169.718816346,"Amide-Neg-100568"
"Amide-Neg-000381","Inosine-5'-monophosphate (IMP)","C10 H13 N4 O8 P",758173.231185558,"Inosine-5'-monophosphate (IMP)"
"C18-Pos-100626",NA,"C16 H29 N4 P",758069.587637011,"C18-Pos-100626"
"C8-Pos-101077",NA,"C22 H33 N5",757972.802565833,"C8-Pos-101077"
"C8-Neg-000153","PG 40:6","C46 H79 O10 P",757848.671147969,"PG 40:6"
"C18-Pos-100472",NA,"C19 H50 N9 P",756737.809982054,"C18-Pos-100472"
"C8-Neg-100547",NA,"C5 H15 N8 O7 P3",756646.132306856,"C8-Neg-100547"
"C8-Pos-100733",NA,"C21 H18 N10 O16 P2 S",756469.037175662,"C8-Pos-100733"
"C8-Neg-000152","PE O-16:0_22:4","C43 H80 N O7 P",755833.920087868,"PE O-16:0_22:4"
"Amide-Neg-000395","Guanine","C5 H5 N5 O",755690.216976216,"Guanine"
"C8-Neg-100794",NA,"C41 H89 N6 O11 P",755201.429348139,"C8-Neg-100794"
"Amide-Pos-100336",NA,"C7 H15 Cl O3 S3",755095.005958731,"Amide-Pos-100336"
"C8-Neg-100408",NA,"C40 H82 N2 O10 P2",755083.885376804,"C8-Neg-100408"
"C8-Pos-100578",NA,"C30 H58 N3 O7 P",754923.966130766,"C8-Pos-100578"
"C18-Neg-100343",NA,"C16 H4 N2 O9 S2",754641.862746,"C18-Neg-100343"
"C8-Pos-100600",NA,"C3 H7 Cl2 N O4 P2 S",754539.933268382,"C8-Pos-100600"
"C8-Neg-100796",NA,"C45 H86 N3 O14 P",754216.020769709,"C8-Neg-100796"
"C18-Neg-100242",NA,"C14 H30 N3 O15 P3",753917.833366931,"C18-Neg-100242"
"C8-Neg-100725",NA,"C5 H Cl3 O5 S3",752954.463275716,"C8-Neg-100725"
"C18-Pos-000218","N1,N1,N4,N4-Tetramethylsuccinamide","C8 H16 N2 O2",752711.938028926,"N1,N1,N4,N4-Tetramethylsuccinamide"
"C18-Pos-100382",NA,"C20 H35 Cl N3 O10 P3 S3",752155.464505571,"C18-Pos-100382"
"C8-Neg-100675",NA,"C3 H4 Cl2 N3 O6 P3 S5",752123.503626016,"C8-Neg-100675"
"C18-Neg-000150","Hexadecanedioic acid","C16 H30 O4",752004.918270395,"Hexadecanedioic acid"
"Amide-Pos-000400","3-Amino-2,2-dimethylpropionic acid ethyl ester","C7 H15 N O2",751622.239851789,"3-Amino-2,2-dimethylpropionic acid ethyl ester"
"C18-Neg-100286",NA,"C H Cl N3 P S3",751319.090523819,"C18-Neg-100286"
"C8-Pos-100812",NA,"C7 H10 Cl N4 P3 S2",751124.524124181,"C8-Pos-100812"
"Amide-Pos-100411",NA,"C26 H48 N9 O9 P S",750376.403278194,"Amide-Pos-100411"
"C18-Neg-100124",NA,"C6 H13 Cl O6",750310.537423452,"C18-Neg-100124"
"C18-Neg-100303",NA,"C8 H17 N7 O P2 S",749807.482091719,"C18-Neg-100303"
"C8-Neg-100533",NA,"C8 H10 Cl N2 O6 P3 S",749295.709199556,"C8-Neg-100533"
"C18-Neg-100360",NA,"C5 H4 Cl N2 O P S5",748877.32687527,"C18-Neg-100360"
"C8-Neg-100568",NA,"C7 H16 Br N4 O5 P",748154.995387773,"C8-Neg-100568"
"C8-Pos-101046",NA,"C25 H64 N10 O7 P2",747753.515899537,"C8-Pos-101046"
"C8-Neg-100818",NA,"C8 H18 Br Cl N4 O3 S",746913.528774593,"C8-Neg-100818"
"C8-Pos-100953",NA,"C17 H24 O5",746714.817455139,"C8-Pos-100953"
"C8-Neg-000163","Phosphatidylethanolamine 16:1-20:4","C41 H72 N O8 P",746604.339522974,"Phosphatidylethanolamine 16:1-20:4"
"C8-Neg-100641",NA,"C24 H36 O2",746338.046081017,"C8-Neg-100641"
"C8-Neg-000151","2,6-Di-tert-butyl-4-nitrophenol","C14 H21 N O3",746080.182728669,"2,6-Di-tert-butyl-4-nitrophenol"
"Amide-Neg-100462",NA,"C9 H19 N4 O13 P S2",745693.876154261,"Amide-Neg-100462"
"Amide-Neg-100500",NA,"C5 H7 N O5",744876.878382589,"Amide-Neg-100500"
"Amide-Neg-100503",NA,"C3 H6 O2",744769.338754936,"Amide-Neg-100503"
"Amide-Neg-100577",NA,"C6 H13 Cl O6",744467.344203561,"Amide-Neg-100577"
"C18-Pos-100527",NA,"C18 H35 N P2",744277.650119181,"C18-Pos-100527"
"C8-Pos-100809",NA,"C16 H40 N6 O6",743983.608162972,"C8-Pos-100809"
"C8-Pos-100977",NA,"C38 H87 N7 O7 P2",743406.768383488,"C8-Pos-100977"
"C8-Neg-100501",NA,"C21 H34",743146.00433968,"C8-Neg-100501"
"Amide-Neg-100458",NA,"C6 H11 N O9",742890.408239322,"Amide-Neg-100458"
"C8-Pos-000543","Palmitic acid","C16 H32 O2",742883.172514707,"Palmitic acid"
"C8-Neg-100853",NA,"C32 H42 N4",742298.928282818,"C8-Neg-100853"
"Amide-Pos-000436","(2R)-3-Hydroxyisovaleroylcarnitine","C12 H23 N O5",742144.304688071,"(2R)-3-Hydroxyisovaleroylcarnitine"
"C18-Neg-100324",NA,"C6 H15 Cl2 N8 O2 P S2",741922.515058241,"C18-Neg-100324"
"C18-Pos-100500",NA,"C6 H4 Cl N4 O5 P3",741025.474511615,"C18-Pos-100500"
"C8-Neg-100676",NA,"C3 H4 Cl2 N3 O6 P3 S5",740990.23798046,"C8-Neg-100676"
"C18-Neg-100279",NA,"C5 H11 N3 O10 P2 S",740185.018817562,"C18-Neg-100279"
"C8-Neg-100797",NA,"C38 H83 N8 O8 P3",739362.18895504,"C8-Neg-100797"
"Amide-Pos-100470",NA,"C7 H17 N",738811.019932942,"Amide-Pos-100470"
"C18-Pos-100542",NA,"C18 H37 N2 O3 P3 S2",738669.290080323,"C18-Pos-100542"
"C8-Neg-100669",NA,"C34 H69 N3 O5",738037.031112086,"C8-Neg-100669"
"Amide-Neg-000447","Cytarabine","C9 H13 N3 O5",737905.729202996,"Cytarabine"
"C8-Neg-100740",NA,"C44 H92 N3 O7 P3 S",737827.812948496,"C8-Neg-100740"
"C8-Pos-100885",NA,"C37 H68 N6 O3",737675.739042994,"C8-Pos-100885"
"C8-Pos-100552",NA,"C56 H71 N O",737480.509984288,"C8-Pos-100552"
"C8-Neg-100611",NA,"C50 H85 N2 O10 P3",736397.634169482,"C8-Neg-100611"
"C8-Pos-100883",NA,"C33 H72 N3 O10 P",736205.009286292,"C8-Pos-100883"
"Amide-Neg-100519",NA,"C6 H10 O8",736176.461345527,"Amide-Neg-100519"
"C18-Pos-100485",NA,"C48 H88 N5 O16 P3",735921.691736998,"C18-Pos-100485"
"C8-Neg-100687",NA,"C3 H9 N7 O P2",735862.8618499,"C8-Neg-100687"
"C18-Pos-100509",NA,"C16 H2 N3 O7 P3 S2",735704.395043244,"C18-Pos-100509"
"C18-Pos-100489",NA,"C6 H13 N4 O10 P",735336.020643344,"C18-Pos-100489"
"C18-Neg-100209",NA,"C10 H11 N O S",734964.367966971,"C18-Neg-100209"
"C18-Neg-100263",NA,"C11 H25 N O3 P2 S",734705.193528141,"C18-Neg-100263"
"Amide-Pos-100472",NA,"C13 H23 N5 O3",734605.532922343,"Amide-Pos-100472"
"Amide-Pos-100478",NA,"C5 H9 N3 O",733503.306306727,"Amide-Pos-100478"
"Amide-Pos-000457","Propionylcarnitine","C10 H19 N O4",733116.113517888,"Propionylcarnitine"
"C18-Neg-000155","Xanthine","C5 H4 N4 O2",732847.095984081,"Xanthine"
"C8-Pos-100773",NA,"C16 H38 Cl N8 O P",732566.612649914,"C8-Pos-100773"
"C8-Neg-100670",NA,"C7 H7 Cl4 N O2 P2 S5",732238.863166816,"C8-Neg-100670"
"C8-Pos-101024",NA,"C38 H83 N4 O15 P3",731451.700105195,"C8-Pos-101024"
"Amide-Pos-100410",NA,"C4 H2 Cl O7 P S3",731308.068836865,"Amide-Pos-100410"
"C8-Neg-100418",NA,"C8 H22 Br N4 O P3",730672.349988183,"C8-Neg-100418"
"C8-Pos-000478","3-[1-Decenyl]dihydro-2,5-furandione","C14 H22 O3",730425.75951017,"3-[1-Decenyl]dihydro-2,5-furandione"
"C8-Pos-000447","1-Heptadecanoyl-sn-glycero-3-phosphocholine","C25 H52 N O7 P",730337.53420378,"1-Heptadecanoyl-sn-glycero-3-phosphocholine"
"Amide-Pos-000323","Inosine","C10 H12 N4 O5",729212.922643079,"Inosine"
"C8-Pos-100419",NA,"C43 H77 N5 O10",729162.895427077,"C8-Pos-100419"
"C18-Pos-100588",NA,"C6 H4 Br P3",728868.810680476,"C18-Pos-100588"
"C8-Neg-100598",NA,"C6 H13 Cl N6 O5 S",728758.894484368,"C8-Neg-100598"
"C8-Pos-101102",NA,"C27 H36 N8 O5",728687.631323142,"C8-Pos-101102"
"C8-Pos-100346",NA,"C65 H117 N8 O18 P",727029.438362366,"C8-Pos-100346"
"C18-Neg-100154",NA,"C10 H11 N O6",726814.658157292,"C18-Neg-100154"
"C8-Neg-100743",NA,"C3 H6 N3 O4 P3",726811.702001899,"C8-Neg-100743"
"C8-Pos-101223",NA,"C26 H49 N O S2",725784.955007636,"C8-Pos-101223"
"C8-Neg-000107","Phosphatidylethanolamine alkenyl 18:0-22:4","C45 H82 N O7 P",725701.246457867,"Phosphatidylethanolamine alkenyl 18:0-22:4"
"C8-Pos-101127",NA,"C19 H39 N O5",725261.943841052,"C8-Pos-101127"
"C8-Pos-101128",NA,"C19 H41 N O6",725261.943841052,"C8-Pos-101128"
"C8-Pos-000394","PI 40:6","C49 H83 O13 P",724022.732233352,"PI 40:6"
"C8-Pos-100420",NA,"C25 H59 N7 O6",723716.087106076,"C8-Pos-100420"
"C8-Pos-101001",NA,"C42 H64 N8 O3 P2",723587.90700439,"C8-Pos-101001"
"C8-Pos-100976",NA,"C5 H10 Cl2 N4 O12 P2 S",723092.471459272,"C8-Pos-100976"
"C18-Pos-100405",NA,"C62 H102 N7 O17 P3",722866.119713775,"C18-Pos-100405"
"C8-Neg-100672",NA,"C8 H23 Cl3 N10 O7 P2",722446.365031096,"C8-Neg-100672"
"C8-Neg-100506",NA,"C18 H35 N4 O3 P S",722275.026657967,"C8-Neg-100506"
"Amide-Neg-000347","α-D-Glucose-1,6-bisphosphate","C6 H14 O12 P2",722164.401876698,"α-D-Glucose-1,6-bisphosphate"
"C8-Pos-101060",NA,"C22 H43 N4 P S",721732.368107347,"C8-Pos-101060"
"Amide-Pos-100497",NA,"C H N5 O4 S",721273.395125602,"Amide-Pos-100497"
"C8-Neg-100751",NA,"C18 H25 N3 O4",720981.027751266,"C8-Neg-100751"
"C8-Pos-100659",NA,"C19 H28 O",720781.971217375,"C8-Pos-100659"
"C18-Neg-100258",NA,"C7 H14 O8",720744.486209948,"C18-Neg-100258"
"C8-Neg-100449",NA,"C8 H18 Cl3 N6 O2 P",720510.857615598,"C8-Neg-100449"
"C8-Pos-101229",NA,"C13 H22 N2 O5 P2 S",719730.365184691,"C8-Pos-101229"
"C8-Neg-100476",NA,"C6 H21 Cl3 N10 O3 P2",718522.223597753,"C8-Neg-100476"
"Amide-Neg-000459","UDP-N-acetylglucosamine","C17 H27 N3 O17 P2",718273.037052884,"UDP-N-acetylglucosamine"
"C8-Neg-100761",NA,"C8 H7 N4 O2 P",718187.257798514,"C8-Neg-100761"
"Amide-Neg-000392","Adenosine","C10 H13 N5 O4",718158.284966589,"Adenosine"
"C8-Pos-000389","17(S)-HETE","C20 H32 O3",718067.369719473,"17(S)-HETE"
"C8-Pos-100991",NA,"C18 H37 N O2",718012.657578037,"C8-Pos-100991"
"C8-Pos-000423","LPC O-18:1","C26 H54 N O6 P",717926.438265212,"LPC O-18:1"
"C8-Pos-100667",NA,"C27 H42 O",717497.552538216,"C8-Pos-100667"
"C8-Pos-101031",NA,"C22 H49 N7 O P2",717383.836379001,"C8-Pos-101031"
"C8-Neg-000157","Phosphatidylethanolamine lyso 18:0","C23 H48 N O7 P",717261.255200204,"Phosphatidylethanolamine lyso 18:0"
"C8-Neg-100746",NA,"C21 H44 N6 O S",717049.742219197,"C8-Neg-100746"
"C8-Pos-100458",NA,"C36 H79 N5 O8 P2",716840.397075689,"C8-Pos-100458"
"C8-Pos-100989",NA,"C27 H25 N9 O17 P2",716837.272866026,"C8-Pos-100989"
"C8-Pos-101074",NA,"C43 H76 N6 O6",716746.011471379,"C8-Pos-101074"
"C18-Neg-000170","Adenine","C5 H5 N5",716235.218355981,"Adenine"
"C8-Pos-100382",NA,"C63 H113 N8 O17 P",716165.377094536,"C8-Pos-100382"
"Amide-Pos-100378",NA,"C5 H15 Cl N3 O P S",716121.941983452,"Amide-Pos-100378"
"C8-Pos-000341","Octyl α-ketoglutarate","C13 H22 O5",716031.222734943,"Octyl α-ketoglutarate"
"C8-Pos-101090",NA,"C44 H72 N6 O2 S",715025.660456619,"C8-Pos-101090"
"C18-Neg-100281",NA,"C3 H9 Cl N10 O6 P2 S",714828.108425826,"C18-Neg-100281"
"C18-Pos-100568",NA,"C6 H10 Cl N4 O9 P S5",714723.534587816,"C18-Pos-100568"
