"Compound.ID","Name","Formula","mean_intensity","display_name"
"C8-Neg-101386",NA,"C26 H50 O4",106989.614979805,"C8-Neg-101386"
"Amide-Neg-000559","D-(+)-Xylose","C5 H10 O5",106892.87999671,"D-(+)-Xylose"
"C8-Neg-101285",NA,"C28 H38 N4 O2",106822.777472888,"C8-Neg-101285"
"C8-Pos-000694","PC 14:1_15:1","C37 H70 N O8 P",106795.472733814,"PC 14:1_15:1"
"C8-Pos-102059",NA,"C9 H21 N9 O",106732.314820005,"C8-Pos-102059"
"C8-Neg-100810",NA,"C18 H28 O2",106709.055439105,"C8-Neg-100810"
"C8-Pos-101983",NA,"C24 H27 N O",106682.506787531,"C8-Pos-101983"
"C18-Pos-101090",NA,"C19 H36 N4 O4 S2",106605.209317355,"C18-Pos-101090"
"Amide-Neg-000605","N-Acetyl-L-glutamine","C7 H12 N2 O4",106593.4488566,"N-Acetyl-L-glutamine"
"Amide-Pos-100699",NA,"C13 H18 N5 O18 P3",106592.158015175,"Amide-Pos-100699"
"C8-Pos-101928",NA,"C20 H50 N8 P2",106428.961234698,"C8-Pos-101928"
"C8-Pos-102081",NA,"C23 H30 N2 O4 S",106337.515263597,"C8-Pos-102081"
"C18-Pos-100854",NA,"C81 H109 N9 O15 P2 S2",106283.387396426,"C18-Pos-100854"
"C8-Neg-101481",NA,"C18 H36 O3",106057.161917856,"C8-Neg-101481"
"C8-Neg-101037",NA,"C7 H7 N4 O3 P",105984.433316354,"C8-Neg-101037"
"C8-Pos-000697","Stigmastadienone","C29 H46 O",105982.536742226,"Stigmastadienone"
"C18-Pos-100952",NA,"C75 H88 N3 O10 P S",105740.877781389,"C18-Pos-100952"
"Amide-Neg-000439","N-Palmitoyltaurine","C18 H37 N O4 S",105717.037600999,"N-Palmitoyltaurine"
"C8-Neg-101073",NA,"C5 H16 N2 O17 P2",105710.637182077,"C8-Neg-101073"
"C8-Pos-101804",NA,"C17 H40 N5 P",105703.360393543,"C8-Pos-101804"
"C18-Neg-100558",NA,"C4 H9 N7 O6 P2 S",105696.476590042,"C18-Neg-100558"
"C18-Pos-101021",NA,"C83 H141 N6 O18 P3",105595.151701782,"C18-Pos-101021"
"C8-Pos-102112",NA,"C15 H35 N3 O4 P2 S2",105517.431860146,"C8-Pos-102112"
"Amide-Neg-100819",NA,"C4 H6 N4 O3",105489.255553034,"Amide-Neg-100819"
"C8-Neg-101533",NA,"C38 H80 N4 O11 P2",105422.356452765,"C8-Neg-101533"
"C8-Pos-102033",NA,"C42 H76 N4 O8 P2",105393.01975634,"C8-Pos-102033"
"C8-Pos-000662","D-α-Tocopherol","C29 H50 O2",105292.09123102,"D-α-Tocopherol"
"Amide-Neg-000585","Pentadecyl sulfate","C15 H32 O4 S",105181.069894311,"Pentadecyl sulfate"
"C18-Neg-100598",NA,"C2 H2 O8 P2 S",105180.36124378,"C18-Neg-100598"
"C18-Pos-000311","O-PHOSPHOSERINE","C3 H8 N O6 P",105145.851912143,"O-PHOSPHOSERINE"
"Amide-Neg-100832",NA,"C6 H8 O3",105094.197801917,"Amide-Neg-100832"
"Amide-Pos-100792",NA,"C6 H4 N5 O7 P",105007.002566626,"Amide-Pos-100792"
"C8-Pos-102007",NA,"C23 H55 N7 O4 P2 S",105005.739893769,"C8-Pos-102007"
"C8-Neg-101615",NA,"C39 H79 N5 O8 P2",104995.23788292,"C8-Neg-101615"
"C8-Neg-101366",NA,"C5 H17 Br N8 O6 P2",104968.546533236,"C8-Neg-101366"
"C18-Neg-100553",NA,"C6 H5 Cl N2 O2 S4",104941.820808914,"C18-Neg-100553"
"C8-Pos-101818",NA,"C29 H46 O2",104923.374811116,"C8-Pos-101818"
"Amide-Neg-100867",NA,"C5 H5 Br N8 O13 P2",104911.740769401,"Amide-Neg-100867"
"Amide-Neg-100821",NA,"C36 H31 N2 O P S2",104836.217734854,"Amide-Neg-100821"
"C8-Neg-000205","LPG 18:1","C24 H47 O9 P",104817.121575571,"LPG 18:1"
"C18-Pos-101149",NA,"C71 H97 N6 O18 P3 S",104803.047789202,"C18-Pos-101149"
"C18-Pos-101152",NA,"C21 H46 N9 O P",104754.560018578,"C18-Pos-101152"
"C8-Pos-101803",NA,"C20 H42 N6 O2 S",104708.755268442,"C8-Pos-101803"
"C8-Pos-101552",NA,"C25 H48 O3",104701.928377777,"C8-Pos-101552"
"C8-Pos-000636","Ethylmorphine","C19 H23 N O3",104608.015496061,"Ethylmorphine"
"C8-Neg-101733",NA,"C18 H36 O3",104365.546959154,"C8-Neg-101733"
"C8-Neg-101351",NA,"C12 H11 N O S",104335.30099393,"C8-Neg-101351"
"C8-Neg-101741",NA,"C7 H11 Cl O6",104278.48073763,"C8-Neg-101741"
"Amide-Neg-100921",NA,"C6 H8 Br N O6",104211.371626311,"Amide-Neg-100921"
"C18-Pos-101068",NA,"C89 H119 N10 O16 P",104171.071181132,"C18-Pos-101068"
"C8-Pos-101877",NA,"C41 H70 N8 O4 P2",104125.26108954,"C8-Pos-101877"
"C18-Neg-100576",NA,"C6 H8 Cl4 O4 S2",104060.978006311,"C18-Neg-100576"
"C8-Neg-101287",NA,"C7 H16 N O7 P",103992.964189755,"C8-Neg-101287"
"C8-Pos-102103",NA,"C32 H63 O4 P3",103958.84624156,"C8-Pos-102103"
"C8-Pos-000708","3-(5,6-Dihydroxyheptyl)-4-methyl-2H-furan-5-one","C12 H20 O4",103947.164221658,"3-(5,6-Dihydroxyheptyl)-4-methyl-2H-furan-5-one"
"C8-Pos-101956",NA,"C16 H27 Cl N7 O P",103848.475935545,"C8-Pos-101956"
"C18-Pos-100742",NA,"C H3 O13 P3 S",103804.428061282,"C18-Pos-100742"
"Amide-Pos-100746",NA,"C9 H19 N3 O17 S",103804.186036689,"Amide-Pos-100746"
"C8-Pos-101737",NA,"C17 H37 N7 O S",103774.627761663,"C8-Pos-101737"
"Amide-Pos-100787",NA,"C9 H12 N3 O3 P3",103750.468817021,"Amide-Pos-100787"
"C8-Pos-000675","2-Oleoyl-1-stearoyl-sn-glycero-3-phosphoserine","C42 H80 N O10 P",103748.099687394,"2-Oleoyl-1-stearoyl-sn-glycero-3-phosphoserine"
"C8-Neg-101571",NA,"C14 H35 N9 O4 S",103714.810871052,"C8-Neg-101571"
"Amide-Pos-100795",NA,"C7 H7 Cl N O16 P S",103666.763485007,"Amide-Pos-100795"
"C8-Pos-101608",NA,"C14 H27 N O3",103583.934295654,"C8-Pos-101608"
"C8-Neg-101542",NA,"C5 H14 Cl N5 O8",103544.296535597,"C8-Neg-101542"
"C8-Pos-101907",NA,"C19 H39 N O3",103512.647463249,"C8-Pos-101907"
"C18-Pos-101075",NA,"C81 H112 N10 O15 P2",103140.728386645,"C18-Pos-101075"
"C8-Pos-102094",NA,"C19 H39 N7 O S2",103104.297394152,"C8-Pos-102094"
"C8-Pos-102192",NA,"C37 H79 N6 O4 P",103063.256659727,"C8-Pos-102192"
"C18-Pos-101064",NA,"C23 H37 N5 O4",102933.45514455,"C18-Pos-101064"
"C8-Pos-101951",NA,"C23 H45 N5",102910.398362543,"C8-Pos-101951"
"C8-Neg-101501",NA,"C7 H22 Br N7 O5",102889.626861974,"C8-Neg-101501"
"C18-Pos-100829",NA,"C45 H93 N4 O8 P S",102839.766064749,"C18-Pos-100829"
"Amide-Pos-100713",NA,"C3 H4 Cl N2 O2 P S2",102767.968303356,"Amide-Pos-100713"
"C18-Pos-101162",NA,"C H N6 O8 P3 S",102692.972882584,"C18-Pos-101162"
"C8-Pos-102022",NA,"C19 H30",102667.461120322,"C8-Pos-102022"
"C8-Neg-101714",NA,"C26 H42 O S2",102610.692330242,"C8-Neg-101714"
"C8-Neg-101666",NA,"C33 H68 N6 O4",102504.033282893,"C8-Neg-101666"
"C8-Pos-101904",NA,"C55 H101 N O6 P2",102421.623959562,"C8-Pos-101904"
"C8-Pos-101335",NA,"C18 H38 O3",102376.494676167,"C8-Pos-101335"
"Amide-Neg-100878",NA,"C11 H20 N4 O10 P2",102264.817775364,"Amide-Neg-100878"
"Amide-Neg-100851",NA,"C13 H18 N5 O5 P S2",102170.851399942,"Amide-Neg-100851"
"C8-Pos-101938",NA,"C17 H43 N7 O5 S2",102167.797176814,"C8-Pos-101938"
"C8-Pos-101573",NA,"C24 H43 N5",102050.44135111,"C8-Pos-101573"
"C8-Neg-101227",NA,"C29 H42 N4",101968.326407683,"C8-Neg-101227"
"C8-Pos-101924",NA,"C34 H67 N2 O7 P S",101967.636826202,"C8-Pos-101924"
"C8-Neg-101612",NA,"C41 H84 N3 O9 P3",101952.399041773,"C8-Neg-101612"
"Amide-Neg-100751",NA,"C14 H36 N10 O2 P2",101880.823478706,"Amide-Neg-100751"
"C8-Pos-101698",NA,"C6 H13 Cl3 O12 P2 S",101863.461766023,"C8-Pos-101698"
"C8-Neg-101264",NA,"C5 H11 N10 O9 P3",101677.292657864,"C8-Neg-101264"
"C8-Pos-000586","Cannabidiolic acid","C22 H30 O4",101513.40833638,"Cannabidiolic acid"
"Amide-Pos-100653",NA,"C9 H16 P2",101480.556376608,"Amide-Pos-100653"
"C8-Neg-101326",NA,"C16 H37 N8 O P",101422.581448187,"C8-Neg-101326"
"C8-Pos-101687",NA,"C15 H33 N7 O S2",101384.601133433,"C8-Pos-101687"
"C8-Pos-102011",NA,"C21 H45 N6 O7 P S",101355.743073666,"C8-Pos-102011"
"C8-Pos-102089",NA,"C18 H32 N2 O2 P2",101290.631243729,"C8-Pos-102089"
"C8-Pos-102090",NA,"C23 H24 N2 O3 S",101290.631243729,"C8-Pos-102090"
"C8-Neg-101524",NA,"C5 H13 Cl N8 O8 S2",101228.137757113,"C8-Neg-101524"
"C18-Neg-100445",NA,"C12 H13 N3 O9 S2",101132.4639051,"C18-Neg-100445"
"Amide-Neg-100945",NA,"C3 H4 N8 O",101113.262359474,"Amide-Neg-100945"
"C8-Neg-101605",NA,"C6 H19 Cl N8 O3 P2 S",101105.114960079,"C8-Neg-101605"
"C8-Pos-102079",NA,"C21 H47 N4 O P S",101086.548106127,"C8-Pos-102079"
"Amide-Neg-100889",NA,"C8 H22 N2 O3 P2 S",100987.550637672,"Amide-Neg-100889"
"C8-Neg-101568",NA,"C37 H82 N3 O2 P3 S",100970.355725191,"C8-Neg-101568"
"C8-Neg-101402",NA,"C5 H4 Cl N4 O4 P3 S2",100923.137169855,"C8-Neg-101402"
"Amide-Pos-100670",NA,"C19 H34 Cl N2 O6 P3",100887.192787357,"Amide-Pos-100670"
"C8-Pos-101875",NA,"C29 H55 N5 O4",100834.364808727,"C8-Pos-101875"
"C8-Neg-101036",NA,"C7 H5 N4 O2 P",100758.026032444,"C8-Neg-101036"
"C18-Neg-100560",NA,"C18 H10 Cl N2 O3 P3 S2",100700.688289798,"C18-Neg-100560"
"C8-Pos-102071",NA,"C26 H31 N P2",100695.462595067,"C8-Pos-102071"
"C8-Pos-101815",NA,"C14 H26 O4",100650.885800321,"C8-Pos-101815"
"C8-Pos-101729",NA,"C24 H47 N5 O8",100434.11519177,"C8-Pos-101729"
"C18-Pos-100548",NA,"C12 H22 N2 O2",100333.071177326,"C18-Pos-100548"
"C18-Pos-101138",NA,"C24 H44 N O4 P",100320.348783797,"C18-Pos-101138"
"C18-Pos-101154",NA,"C25 H40 Cl N3 O2 S2",100294.810669278,"C18-Pos-101154"
"C8-Pos-101949",NA,"C9 H22 N9 O P",100273.553290456,"C8-Pos-101949"
"C18-Pos-101018",NA,"C3 H3 N2 O P3",100270.983840753,"C18-Pos-101018"
"Amide-Neg-100917",NA,"C9 H17 N3 O8 P2 S2",100207.615711797,"Amide-Neg-100917"
"C8-Neg-101621",NA,"C32 H51 N10 O2 P3 S",100191.572925404,"C8-Neg-101621"
"C8-Neg-101591",NA,"C7 H19 Cl N2 O P2 S2",100149.155798145,"C8-Neg-101591"
"C8-Pos-101948",NA,"C19 H46 N5 O2 P S",100103.714978458,"C8-Pos-101948"
"C18-Neg-100538",NA,"C7 H8 N3 O13 P3 S",100082.138077322,"C18-Neg-100538"
"C18-Neg-100597",NA,"C20 H11 N4 O3 P S5",100048.403194155,"C18-Neg-100597"
"C8-Neg-101470",NA,"C6 H19 Cl N5 O15 P",100036.027777347,"C8-Neg-101470"
"Amide-Pos-100773",NA,"C17 H28 N O6 P S",99883.4320870505,"Amide-Pos-100773"
"Amide-Neg-100936",NA,"C7 H12 Cl N O S2",99880.9842237075,"Amide-Neg-100936"
"C8-Neg-101327",NA,"C47 H85 N2 O8 P3 S",99875.1334656257,"C8-Neg-101327"
"Amide-Neg-000560","1-Dodecanesulfonic acid","C12 H26 O3 S",99789.9316213412,"1-Dodecanesulfonic acid"
"C18-Pos-101083",NA,"C29 H46 N5 O18 P3 S",99783.9735804839,"C18-Pos-101083"
"C8-Pos-101138",NA,"C15 H30 N2 O3",99757.0621980727,"C8-Pos-101138"
"C8-Neg-101520",NA,"C41 H81 N5 O8 P2",99668.4249547312,"C8-Neg-101520"
"C8-Neg-101521",NA,"C41 H83 N5 O9 P2",99668.4249547312,"C8-Neg-101521"
"C18-Neg-100526",NA,"C4 H13 Cl4 N7 O3",99505.6671230504,"C18-Neg-100526"
"C8-Neg-101665",NA,"C4 H8 Cl N6 P3",99498.3629739716,"C8-Neg-101665"
"C8-Pos-101963",NA,"C39 H83 N3 O5 P2",99450.4298578164,"C8-Pos-101963"
"C8-Pos-101986",NA,"C40 H79 N O12 P2",99433.2571889609,"C8-Pos-101986"
"C8-Pos-101816",NA,"C8 H7 N3 O5 P2",99371.9184941577,"C8-Pos-101816"
"C18-Pos-101029",NA,"C79 H125 N6 O17 P3 S",99349.6127077958,"C18-Pos-101029"
"C8-Neg-101528",NA,"C44 H81 N4 O3 P",99264.4724597534,"C8-Neg-101528"
"C8-Pos-102064",NA,"C36 H63 N9 O3",99191.5823448409,"C8-Pos-102064"
"C18-Pos-000312","Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","C30 H58 O5 S",99156.7702741506,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14"
"C18-Pos-101044",NA,"C69 H129 N2 O17 P3 S",98965.1836974586,"C18-Pos-101044"
"C8-Pos-101817",NA,"C23 H45 N4 P",98948.6553296173,"C8-Pos-101817"
"C8-Pos-102141",NA,"C44 H67 N5 O",98933.6298168687,"C8-Pos-102141"
"C18-Pos-101150",NA,"C26 H52 N2 O5",98912.6414067763,"C18-Pos-101150"
"C8-Neg-101446",NA,"C5 H17 Br Cl2 N8 O3",98834.3541443354,"C8-Neg-101446"
"C8-Pos-101693",NA,"C29 H31 N4 O5 P3",98768.8005644835,"C8-Pos-101693"
"C8-Pos-101694",NA,"C26 H38 N5 O5 P3 S",98768.8005644835,"C8-Pos-101694"
"C8-Neg-101517",NA,"C43 H78 N4 O15 P2 S",98449.2485770416,"C8-Neg-101517"
"C8-Neg-101704",NA,"C41 H66 N2 O6",98417.4460100566,"C8-Neg-101704"
"C8-Neg-101751",NA,"C25 H50 Cl N5 O4 S2",98373.4935233682,"C8-Neg-101751"
"Amide-Pos-100605",NA,"C3 H9 N3 O18",98364.0389717667,"Amide-Pos-100605"
"C18-Pos-100864",NA,"C27 H28 N O13 P3 S",98308.0849761029,"C18-Pos-100864"
"C18-Neg-100547",NA,"C6 H10 Cl2 N P3 S",98162.6805439962,"C18-Neg-100547"
"C18-Pos-101126",NA,"C2 H4 N4 O3 P2 S",97981.6941824029,"C18-Pos-101126"
"C8-Pos-000668","Heptanoylcarnitine","C14 H27 N O4",97906.9020329708,"Heptanoylcarnitine"
"Amide-Pos-100763",NA,"C3 H9 N10 O8 P S",97889.418685227,"Amide-Pos-100763"
"Amide-Pos-100757",NA,"C26 H24 N O9 P3",97805.3193046145,"Amide-Pos-100757"
"C8-Neg-101047",NA,"C13 H26 Cl N10 O12 P3 S2",97797.1931309997,"C8-Neg-101047"
"C18-Pos-000315","N-Palmitoylglutamic acid","C21 H39 N O5",97478.880494837,"N-Palmitoylglutamic acid"
"C18-Pos-100932",NA,"C64 H107 N4 O16 P3 S",97375.3240280078,"C18-Pos-100932"
"C8-Neg-101635",NA,"C7 H11 Br N3 P",97345.9034317956,"C8-Neg-101635"
"C8-Neg-101689",NA,"C17 H34 O6",97286.655908822,"C8-Neg-101689"
"C18-Neg-100507",NA,"C6 H15 N2 O6 P",97179.1619302428,"C18-Neg-100507"
"Amide-Neg-100776",NA,"C9 H18 N4 P2 S",97165.0332859889,"Amide-Neg-100776"
"C8-Neg-101582",NA,"C7 H17 Cl N2 O5 P2 S",97159.3693962531,"C8-Neg-101582"
"Amide-Neg-100935",NA,"C6 H7 N O6",97098.301117304,"Amide-Neg-100935"
"C8-Neg-101553",NA,"C18 H35 N O2 S",97076.8889271573,"C8-Neg-101553"
"Amide-Neg-100950",NA,"C7 H10 N4 P2",96989.3527895984,"Amide-Neg-100950"
"Amide-Neg-100853",NA,"C6 H13 N5 O2 P2 S",96938.9513582485,"Amide-Neg-100853"
"C8-Pos-102155",NA,"C31 H71 N7 O3 P2",96917.0156399121,"C8-Pos-102155"
"C8-Pos-101988",NA,"C12 H2 Cl N10 O P3 S2",96857.6687674396,"C8-Pos-101988"
"Amide-Neg-100811",NA,"C6 H18 N6 O4 P2 S",96828.6749167501,"Amide-Neg-100811"
"Amide-Neg-100842",NA,"C9 H17 N O4",96753.7876743499,"Amide-Neg-100842"
"C18-Neg-100548",NA,"C9 H17 Cl N5 O2 P",96739.2590951503,"C18-Neg-100548"
"C8-Neg-101648",NA,"C5 H13 N6 O2 P3",96677.3317737202,"C8-Neg-101648"
"C8-Pos-101911",NA,"C35 H80 N7 O11 P",96542.314448326,"C8-Pos-101911"
"C18-Neg-100532",NA,"C10 H2 Cl O3 P3",96473.3240951951,"C18-Neg-100532"
"C8-Pos-101758",NA,"C20 H41 N O5",96471.2991797463,"C8-Pos-101758"
"Amide-Pos-100782",NA,"C12 H25 P S",96461.7708334889,"Amide-Pos-100782"
"Amide-Neg-100852",NA,"C6 H18 N9 O2 P",96431.1178517641,"Amide-Neg-100852"
"C8-Pos-101974",NA,"C15 H21 Br2 Cl N4 O6 P2 S",96416.4590178384,"C8-Pos-101974"
"C18-Pos-100920",NA,"C33 H79 N10 O15 P3",96380.1284094243,"C18-Pos-100920"
"C18-Neg-100533",NA,"C5 H15 Cl N2 O7 P2",96196.4134441232,"C18-Neg-100533"
"C8-Pos-102019",NA,"C16 H42 N9 O2 P",96070.7017157766,"C8-Pos-102019"
"C18-Pos-101054",NA,"C7 H10 O2 S",96023.2794714702,"C18-Pos-101054"
"C8-Neg-101573",NA,"C47 H82 N O7 P",96019.5621572045,"C8-Neg-101573"
"C8-Neg-101557",NA,"C6 H12 Cl N2 O7 P S2",95935.8893163661,"C8-Neg-101557"
"C18-Neg-100604",NA,"C2 H2 Cl N6 O2 P S",95911.7223024775,"C18-Neg-100604"
"C8-Pos-101525",NA,"C36 H69 N2 P",95896.9627106388,"C8-Pos-101525"
"C18-Pos-101132",NA,"C5 H4 N6",95874.0678334784,"C18-Pos-101132"
"Amide-Neg-000579","8Z,11Z,14Z-Eicosatrienoic acid","C20 H34 O2",95847.9543827892,"8Z,11Z,14Z-Eicosatrienoic acid"
"Amide-Pos-000547","Benzoic acid","C7 H6 O2",95764.0216584257,"Benzoic acid"
"C8-Pos-102127",NA,"C19 H45 N8 O2 P",95710.1797134387,"C8-Pos-102127"
"C8-Neg-101706",NA,"C26 H46 N2 O3 P2 S",95524.2682653703,"C8-Neg-101706"
"C18-Pos-100939",NA,"C5 H4 N6",95475.8913579583,"C18-Pos-100939"
"C8-Pos-102091",NA,"C18 H28 N2",95406.797308671,"C8-Pos-102091"
"C8-Pos-102065",NA,"C40 H77 N O8",95390.7744182523,"C8-Pos-102065"
"C18-Pos-100830",NA,"C53 H91 N2 O7 P3 S2",95350.7871175908,"C18-Pos-100830"
"C8-Neg-101669",NA,"C5 H17 Cl N10 O14 S",95279.6412697201,"C8-Neg-101669"
"C8-Pos-102078",NA,"C17 H16 N4 O4",95265.4847145333,"C8-Pos-102078"
"C8-Neg-101841",NA,"C18 H41 N4 O4 P S",95250.0886320269,"C8-Neg-101841"
"C18-Pos-101012",NA,"C32 H71 N9 O7 P2 S",95216.5052246765,"C18-Pos-101012"
"Amide-Pos-100731",NA,"C5 H11 N3 O",95141.7402695825,"Amide-Pos-100731"
"C8-Neg-101744",NA,"C23 H40 N O5 P S2",95123.5510439437,"C8-Neg-101744"
"C8-Pos-102049",NA,"C36 H75 N3 O8",95081.9464803026,"C8-Pos-102049"
"Amide-Neg-100850",NA,"C8 H15 N6 P3",94972.9483070345,"Amide-Neg-100850"
"C8-Neg-101624",NA,"C6 H7 N10 O P",94869.4947186493,"C8-Neg-101624"
"C8-Neg-101589",NA,"C21 H48 Br Cl N7 O P",94819.5063430436,"C8-Neg-101589"
"C8-Neg-101157",NA,"C7 H6 N2 O6",94807.3811437168,"C8-Neg-101157"
"Amide-Pos-100803",NA,"C2 H2 Cl N6 O3 P3 S2",94777.2162936375,"Amide-Pos-100803"
"C18-Pos-101033",NA,"C48 H99 O11 P3 S",94710.6181028554,"C18-Pos-101033"
"Amide-Pos-100770",NA,"C7 H16 N O8 P",94569.7275198294,"Amide-Pos-100770"
"C8-Neg-101679",NA,"C6 H6 N3 P3",94568.4119082536,"C8-Neg-101679"
"C18-Pos-101009",NA,"C85 H160 N9 O18 P3 S2",94564.4618638637,"C18-Pos-101009"
"C8-Neg-101661",NA,"C2 H Cl N2 O4 P2 S3",94534.7928842998,"C8-Neg-101661"
"C8-Neg-000211","UDP-N-acetylglucosamine","C17 H27 N3 O17 P2",94475.6287389711,"UDP-N-acetylglucosamine"
"C18-Pos-101115",NA,"C7 H20 N9 P",94474.919607629,"C18-Pos-101115"
"C18-Pos-101159",NA,"C6 H10 O4 P2",94470.6928839421,"C18-Pos-101159"
"C18-Neg-000215","3'-CMP","C9 H14 N3 O8 P",94415.6388510295,"3'-CMP"
"C8-Neg-101540",NA,"C4 H14 N4 O7 P2",94264.6306166374,"C8-Neg-101540"
"C18-Pos-101102",NA,"C23 H43 N O4",94170.9894247816,"C18-Pos-101102"
"C8-Neg-101412",NA,"C37 H82 N9 O7 P3",94146.8638870492,"C8-Neg-101412"
"C8-Neg-101705",NA,"C37 H81 N7 O15 P2",94144.1120311805,"C8-Neg-101705"
"C18-Pos-100879",NA,"C40 H81 N8 O14 P3",94141.665492996,"C18-Pos-100879"
"Amide-Neg-100927",NA,"C16 H39 N7 P2",93919.7947408817,"Amide-Neg-100927"
"C8-Neg-101652",NA,"C23 H50 Cl N9 O4 P2",93768.9777133885,"C8-Neg-101652"
"C8-Pos-101783",NA,"C12 H28 N9 O3 P",93675.1165779917,"C8-Pos-101783"
"C8-Pos-102045",NA,"C36 H66 N6 O P2 S",93606.9150718386,"C8-Pos-102045"
"C18-Pos-101128",NA,"C6 H20 Br N5 P2 S",93587.670414228,"C18-Pos-101128"
"C8-Neg-101627",NA,"C5 H4 Cl3 N3 O5 P2",93584.4228329443,"C8-Neg-101627"
"C8-Pos-000677","Trenbolone","C18 H22 O2",93583.9509620002,"Trenbolone"
"C18-Pos-101182",NA,"C7 H12 N O5 P",93490.4394937805,"C18-Pos-101182"
"Amide-Neg-100882",NA,"C13 H20 O3",93484.3426677172,"Amide-Neg-100882"
"Amide-Neg-000586","all-cis-4,7,10,13,16-Docosapentaenoic acid","C22 H34 O2",93483.6456167265,"all-cis-4,7,10,13,16-Docosapentaenoic acid"
"C18-Pos-100946",NA,"C7 H24 N9 O P",93391.8238913013,"C18-Pos-100946"
"C18-Pos-101169",NA,"C25 H26 Cl N3 O S2",93383.8660637416,"C18-Pos-101169"
"C18-Pos-101035",NA,"C46 H85 N4 O13 P",93318.8982533249,"C18-Pos-101035"
"C8-Pos-101182",NA,"C42 H80 N7 O6 P",93272.9304896135,"C8-Pos-101182"
"C18-Pos-100972",NA,"C9 H28 N9 O3 P",93214.2637754265,"C18-Pos-100972"
"C8-Neg-101611",NA,"C20 H49 N7 O3 P2 S",93184.4202815927,"C8-Neg-101611"
"C8-Pos-101654",NA,"C10 H21 N4 P",93161.2443134205,"C8-Pos-101654"
"Amide-Neg-100883",NA,"C15 H18 N4 O",93144.7894439329,"Amide-Neg-100883"
"C18-Neg-100540",NA,"C6 H9 N O10",93019.7652475421,"C18-Neg-100540"
"C8-Neg-101660",NA,"C H2 Cl N5 O4 S",92996.091098943,"C8-Neg-101660"
"C18-Pos-101099",NA,"C14 H26 N4 O5",92956.3874230577,"C18-Pos-101099"
"C8-Pos-101864",NA,"C51 H92 N2 O16 S",92941.4581876675,"C8-Pos-101864"
"C8-Pos-101950",NA,"C14 H21 N4 O2 P",92924.5270445282,"C8-Pos-101950"
"C8-Neg-101742",NA,"C30 H67 N6 O2 P3 S",92882.0906111396,"C8-Neg-101742"
"C8-Neg-101760",NA,"C36 H78 N3 O12 P3",92863.5388571283,"C8-Neg-101760"
"C8-Pos-101673",NA,"C25 H44 O4",92857.3861559752,"C8-Pos-101673"
"C18-Neg-100599",NA,"C5 H8 Cl N3 O4 S3",92843.5052141789,"C18-Neg-100599"
"C18-Pos-100991",NA,"C51 H99 N4 O8 P3 S",92819.3602796091,"C18-Pos-100991"
"C8-Neg-101657",NA,"C7 H8 Cl N O4 P2 S2",92782.5608199095,"C8-Neg-101657"
"C18-Pos-101111",NA,"C15 H25 N O",92693.3293428743,"C18-Pos-101111"
"Amide-Neg-100671",NA,"C9 H22 Cl N6 P",92689.3336725805,"Amide-Neg-100671"
"C8-Pos-100818",NA,"C24 H38 N4",92666.2436389429,"C8-Pos-100818"
"C18-Pos-101003",NA,"C57 H113 N10 O14 P3",92574.934067447,"C18-Pos-101003"
"C8-Pos-101915",NA,"C20 H43 O8 P",92553.9816168931,"C8-Pos-101915"
"C18-Pos-100961",NA,"C26 H61 N9 O6 P2 S",92543.7941081625,"C18-Pos-100961"
"C8-Neg-101639",NA,"C4 H12 Cl N5 O4 P2",92526.1969907931,"C8-Neg-101639"
"Amide-Pos-000557","N2,N2-Dimethyl-2,5-pyridinediamine","C7 H11 N3",92524.903065731,"N2,N2-Dimethyl-2,5-pyridinediamine"
"C18-Pos-000325","Coniine","C8 H17 N",92523.7131474105,"Coniine"
"C8-Neg-101697",NA,"C39 H89 N7 O2 P2 S3",92508.8445563025,"C8-Neg-101697"
"Amide-Pos-100777",NA,"C13 H20 N4 O3 S2",92507.6202948508,"Amide-Pos-100777"
"C8-Neg-101548",NA,"C17 H23 O5 P3 S2",92496.3616412506,"C8-Neg-101548"
"C8-Pos-102025",NA,"C22 H50 N5 O4 P3 S",92428.6135556909,"C8-Pos-102025"
"C8-Neg-101772",NA,"C40 H73 N5 O11 P2",92414.2654061717,"C8-Neg-101772"
"C18-Pos-101006",NA,"C25 H50 N6 O6",92229.0648341284,"C18-Pos-101006"
"Amide-Neg-000569","2-Oleoyl-1-stearoyl-sn-glycero-3-phosphoserine","C42 H80 N O10 P",92212.1378767028,"2-Oleoyl-1-stearoyl-sn-glycero-3-phosphoserine"
"C8-Pos-101534",NA,"C14 H19 N5",92075.624696318,"C8-Pos-101534"
"C8-Neg-101182",NA,"C19 H37 N O4",91965.9212899082,"C8-Neg-101182"
"C8-Pos-101992",NA,"C7 H24 N9 O2 P",91961.8778766955,"C8-Pos-101992"
"C8-Pos-101834",NA,"C4 H8 Br N O4 P2 S2",91939.7535471795,"C8-Pos-101834"
"C18-Pos-100851",NA,"C86 H118 N10 O16 P2 S3",91858.2897592654,"C18-Pos-100851"
"Amide-Pos-100629",NA,"C6 H20 N9 O4 P",91764.5302722518,"Amide-Pos-100629"
"C8-Pos-101824",NA,"C20 H37 N5 O2 S",91747.7141777447,"C8-Pos-101824"
