"Compound.ID","Name","Formula","GW_bucket","mean_intensity","display_name"
"C18-Pos-100589",NA,"C4 H12 N2 O P2 S","19-21",632110.350629371,"C18-Pos-100589"
"C8-Pos-100744",NA,"C6 H9 N O12 P2","19-21",631742.777215369,"C8-Pos-100744"
"C8-Neg-100611",NA,"C50 H85 N2 O10 P3","19-21",631181.848193545,"C8-Neg-100611"
"C8-Pos-100463",NA,"C23 H39 N5","19-21",630822.278144511,"C8-Pos-100463"
"C8-Pos-100464",NA,"C45 H82 N6 O4","19-21",630822.278144511,"C8-Pos-100464"
"C18-Pos-100633",NA,"C15 H31 Cl2 N5 O5","19-21",630659.178493609,"C18-Pos-100633"
"C18-Pos-100634",NA,"C17 H38 Cl N6 O P S2","19-21",630659.178493609,"C18-Pos-100634"
"C8-Neg-100746",NA,"C21 H44 N6 O S","19-21",630646.834514748,"C8-Neg-100746"
"C18-Pos-100620",NA,"C5 H17 N6 O12 P","19-21",630427.578075035,"C18-Pos-100620"
"C8-Pos-100122",NA,"C29 H49 N5 O3","19-21",630378.802730947,"C8-Pos-100122"
"C8-Pos-100973",NA,"C3 H10 N9 O3 P3","19-21",630225.393949988,"C8-Pos-100973"
"C18-Pos-100598",NA,"C20 H43 N O2","19-21",630220.318598181,"C18-Pos-100598"
"C8-Pos-100891",NA,"C30 H43 N3 O3 S","19-21",629980.546467388,"C8-Pos-100891"
"C8-Pos-100956",NA,"C20 H45 N5 O3 P2 S","19-21",629912.313578098,"C8-Pos-100956"
"Amide-Neg-000445","D-Glucose 6-phosphate","C6 H13 O9 P","19-21",629582.910332694,"D-Glucose 6-phosphate"
"Amide-Neg-100392",NA,"C6 H10 Cl N O5","19-21",628817.075331602,"Amide-Neg-100392"
"C8-Neg-000166","PE 14:0_22:6","C41 H70 N O8 P","19-21",628773.402436516,"PE 14:0_22:6"
"C8-Pos-100921",NA,"C29 H50 N5 O5 P","19-21",628727.257981935,"C8-Pos-100921"
"C8-Neg-000112","PI 16:1_18:1","C43 H79 O13 P","19-21",628407.145618637,"PI 16:1_18:1"
"C8-Pos-101185",NA,"C22 H42 O3","19-21",627614.32521456,"C8-Pos-101185"
"C8-Neg-100270",NA,"C20 H32 O2","19-21",627599.637390403,"C8-Neg-100270"
"Amide-Neg-000398","2-Methylbenzoic acid","C8 H8 O2","19-21",626897.935865077,"2-Methylbenzoic acid"
"C8-Pos-100441",NA,"C35 H75 N9 O3 P2","19-21",626780.046345057,"C8-Pos-100441"
"C8-Pos-100877",NA,"C15 H38 N5 O3 P","19-21",626776.49864156,"C8-Pos-100877"
"C8-Pos-100940",NA,"C37 H81 N9 O4 P2","19-21",626558.316343729,"C8-Pos-100940"
"Amide-Neg-000430","Guanosine","C10 H13 N5 O5","19-21",626492.806555024,"Guanosine"
"Amide-Pos-100555",NA,"C3 H6 N2 O8 S","19-21",626075.075774395,"Amide-Pos-100555"
"C8-Neg-100877",NA,"C19 H42 N4 O3 P2 S","19-21",625487.173523146,"C8-Neg-100877"
"C18-Pos-000263","Spectral Match to L-Methionine, N-acetyl- from NIST14","C7 H13 N O3 S","19-21",625236.323275596,"Spectral Match to L-Methionine, N-acetyl- from NIST14"
"Amide-Pos-100433",NA,"C4 H4 N7 P S","19-21",624899.894146256,"Amide-Pos-100433"
"C18-Pos-100637",NA,"C22 H41 N O2","19-21",624081.362850129,"C18-Pos-100637"
"C8-Pos-100989",NA,"C27 H25 N9 O17 P2","19-21",624080.124839636,"C8-Pos-100989"
"C18-Pos-100664",NA,"C22 H45 N O3","19-21",623827.585516219,"C18-Pos-100664"
"C8-Pos-101175",NA,"C25 H46 O4","19-21",623671.154175565,"C8-Pos-101175"
"C8-Neg-100884",NA,"C11 H20 N3 O P S2","19-21",623158.444278556,"C8-Neg-100884"
"C8-Pos-101316",NA,"C20 H43 N O","19-21",622948.148342412,"C8-Pos-101316"
"C8-Pos-000465","L-Glutathione oxidized","C20 H32 N6 O12 S2","19-21",622625.519913853,"L-Glutathione oxidized"
"C8-Neg-100682",NA,"C26 H21 N4 O8 P3 S","19-21",622519.044061863,"C8-Neg-100682"
"C8-Neg-100534",NA,"C10 H16 N6 O4 S2","19-21",621819.959403555,"C8-Neg-100534"
"C8-Pos-100914",NA,"C31 H68 N3 O5 P","19-21",621714.412256555,"C8-Pos-100914"
"C18-Neg-100292",NA,"C12 H19 N O5 S2","19-21",621576.393007727,"C18-Neg-100292"
"C18-Neg-100274",NA,"C11 H25 N O3 P2 S","19-21",621085.416277348,"C18-Neg-100274"
"C18-Pos-100406",NA,"C17 H38 Cl N4 O9 P3 S3","19-21",620813.626576661,"C18-Pos-100406"
"C8-Pos-000550","LPE 20:1","C25 H50 N O7 P","19-21",620721.693396934,"LPE 20:1"
"C8-Neg-100596",NA,"C36 H69 N O3 S","19-21",620368.054894637,"C8-Neg-100596"
"C18-Pos-100616",NA,"C3 H4 Cl2 O P2 S3","19-21",619935.351146358,"C18-Pos-100616"
"C8-Neg-100348",NA,"C41 H86 Cl N5 O6 P2","19-21",619561.505738823,"C8-Neg-100348"
"C8-Pos-100869",NA,"C14 H33 N4 O7 P","19-21",618992.93509057,"C8-Pos-100869"
"C8-Pos-100870",NA,"C14 H36 N5 O7 P","19-21",618992.93509057,"C8-Pos-100870"
"C8-Pos-100871",NA,"C14 H36 N5 O P S2","19-21",618992.93509057,"C8-Pos-100871"
"C18-Neg-100359",NA,"C14 H27 N3 O14 P2","19-21",618572.405493058,"C18-Neg-100359"
"C8-Pos-100955",NA,"C23 H43 N4 O P S","19-21",618328.629572856,"C8-Pos-100955"
"C8-Pos-101040",NA,"C17 H46 N9 O2 P","19-21",618064.637814534,"C8-Pos-101040"
"C8-Pos-100975",NA,"C19 H37 N5 O3","19-21",617504.458499455,"C8-Pos-100975"
"C8-Pos-101159",NA,"C27 H44 N4","19-21",616625.716674334,"C8-Pos-101159"
"C8-Pos-101155",NA,"C23 H46 O4","19-21",616352.19929567,"C8-Pos-101155"
"C8-Pos-101156",NA,"C19 H45 N4 O3 P","19-21",616352.19929567,"C8-Pos-101156"
"C18-Neg-100381",NA,"C7 H8 O8","19-21",616030.387668484,"C18-Neg-100381"
"Amide-Neg-000479","Vanillin-4-sulfate","C8 H8 O6 S","19-21",615700.241485707,"Vanillin-4-sulfate"
"Amide-Pos-000445","Histamine","C5 H9 N3","19-21",615272.366390203,"Histamine"
"C8-Pos-100458",NA,"C36 H79 N5 O8 P2","19-21",615105.620002433,"C8-Pos-100458"
"C8-Pos-100659",NA,"C19 H28 O","19-21",615064.612390799,"C8-Pos-100659"
"Amide-Neg-100439",NA,"C2 H5 Cl N9 O P","19-21",614505.079405652,"Amide-Neg-100439"
"C8-Neg-000170","PG 18:1_20:4","C44 H77 O10 P","19-21",614355.877009155,"PG 18:1_20:4"
"C8-Neg-000146","PMeOH 16:0_16:1","C36 H69 O8 P","19-21",614134.326731679,"PMeOH 16:0_16:1"
"Amide-Neg-000485","Uridine 5'-diphosphogalactose","C15 H24 N2 O17 P2","19-21",613861.434657745,"Uridine 5'-diphosphogalactose"
"C8-Pos-100971",NA,"C35 H77 N9 O11","19-21",613789.42048147,"C8-Pos-100971"
"C8-Pos-000466","16-Deoxyvertaline B","C27 H45 N O2","19-21",613724.785837723,"16-Deoxyvertaline B"
"C18-Pos-100544",NA,"C20 H38 N6 O4","19-21",613375.040522248,"C18-Pos-100544"
"C8-Neg-100898",NA,"C5 H12 Cl N4 P S2","19-21",612850.389839532,"C8-Neg-100898"
"C8-Pos-000459","Nootkatone","C15 H22 O","19-21",612537.189278386,"Nootkatone"
"C8-Pos-100736",NA,"C40 H81 N10 O4 P","19-21",611899.679766864,"C8-Pos-100736"
"C8-Neg-100688",NA,"C11 H8 N4 O3 P2 S","19-21",611836.081478209,"C8-Neg-100688"
"C8-Pos-101176",NA,"C25 H48 O5","19-21",611399.894681138,"C8-Pos-101176"
"C18-Pos-000259","Triphenyl phosphate","C18 H15 O4 P","19-21",611362.576472122,"Triphenyl phosphate"
"Amide-Neg-000501","N-α-Acetyl-L-asparagine","C6 H10 N2 O4","19-21",611251.882567791,"N-α-Acetyl-L-asparagine"
"Amide-Pos-100505",NA,"C3 H5 N6 O4 P","19-21",610754.109538373,"Amide-Pos-100505"
"C18-Pos-100667",NA,"C H2 N4 O P2 S","19-21",610674.92521637,"C18-Pos-100667"
"C8-Neg-100629",NA,"C43 H89 N6 O11 P","19-21",610609.268791973,"C8-Neg-100629"
"Amide-Neg-100639",NA,"C7 H12 Cl N O S2","19-21",610467.373095606,"Amide-Neg-100639"
"C8-Pos-100864",NA,"C30 H45 N4 O8 P","19-21",610035.403900449,"C8-Pos-100864"
"C8-Neg-100699",NA,"C12 H5 N6 O6 P S","19-21",608676.514113097,"C8-Neg-100699"
"C8-Neg-100984",NA,"C6 H20 Br N10 O P3","19-21",608673.861213458,"C8-Neg-100984"
"C8-Neg-100889",NA,"C3 H6 Br Cl N3 P S2","19-21",608578.615994582,"C8-Neg-100889"
"Amide-Neg-100652",NA,"C2 H7 N8 O3 P","19-21",607671.188647376,"Amide-Neg-100652"
"C8-Neg-100418",NA,"C8 H22 Br N4 O P3","19-21",607537.370120229,"C8-Neg-100418"
"C18-Pos-000260","N6-Me-Adenosine","C11 H15 N5 O4","19-21",607451.638535502,"N6-Me-Adenosine"
"C8-Neg-100532",NA,"C5 H17 Cl N8 O7 S2","19-21",606688.792052078,"C8-Neg-100532"
"Amide-Neg-100500",NA,"C5 H7 N O5","19-21",606606.913916424,"Amide-Neg-100500"
"C8-Neg-100671",NA,"C40 H66 N4 O2","19-21",606462.195488824,"C8-Neg-100671"
"C8-Neg-000158","1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine","C21 H44 N O7 P","19-21",605382.527446765,"1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"Amide-Neg-100553",NA,"C3 H5 N7 O2","19-21",605032.538328156,"Amide-Neg-100553"
"C18-Neg-000162","2-Hydroxyisovaleric acid","C5 H10 O3","19-21",604916.716614198,"2-Hydroxyisovaleric acid"
"C18-Neg-000160","N6-Succinyladenosine; LC-tDDA; CE10","C14 H17 N5 O8","19-21",604755.86793303,"N6-Succinyladenosine; LC-tDDA; CE10"
"C8-Pos-101131",NA,"C39 H61 N6 O2 P","19-21",604646.334126576,"C8-Pos-101131"
"C8-Pos-101247",NA,"C24 H35 N","19-21",604168.914881361,"C8-Pos-101247"
"C8-Pos-100104",NA,"C32 H34 N2 O3","19-21",604076.110768644,"C8-Pos-100104"
"C8-Pos-100883",NA,"C33 H72 N3 O10 P","19-21",603070.445473158,"C8-Pos-100883"
"C8-Neg-100341",NA,"C7 H17 O7 P3","19-21",602882.575987392,"C8-Neg-100341"
"C8-Neg-100772",NA,"C13 H26 Br N4 O7 P S","19-21",601690.752012061,"C8-Neg-100772"
"C8-Pos-101206",NA,"C34 H76 N5 O5 P","19-21",601467.513184755,"C8-Pos-101206"
"Amide-Pos-100465",NA,"C16 H33 N O13 P2 S2","19-21",601028.731913889,"Amide-Pos-100465"
"C8-Neg-100542",NA,"C8 H21 Br N6 O8","19-21",600587.009621625,"C8-Neg-100542"
"C18-Neg-100384",NA,"C8 H6 O3 P2 S","19-21",600568.631683582,"C18-Neg-100384"
"C8-Pos-101064",NA,"C21 H34 N4 O","19-21",600481.487617362,"C8-Pos-101064"
"Amide-Neg-100606",NA,"C2 H7 N8 O2 P S","19-21",600045.18139436,"Amide-Neg-100606"
"C18-Neg-000164","D-(+)-Arabitol","C5 H12 O5","19-21",599194.447423915,"D-(+)-Arabitol"
"C8-Pos-101164",NA,"C23 H44 O2","19-21",598963.054326921,"C8-Pos-101164"
"C18-Pos-000266","Pro-Asp","C9 H14 N2 O5","19-21",598402.940151819,"Pro-Asp"
"C8-Pos-101226",NA,"C53 H75 N5 O6","19-21",598401.797194733,"C8-Pos-101226"
"C8-Pos-100779",NA,"C18 H37 N O2","19-21",597821.634437368,"C8-Pos-100779"
"C18-Pos-100527",NA,"C18 H35 N P2","19-21",597142.388180614,"C18-Pos-100527"
"C8-Pos-100825",NA,"C23 H43 N O5","19-21",597066.246050003,"C8-Pos-100825"
"Amide-Neg-100560",NA,"C2 H7 Cl N4 O8 P2","19-21",596854.111195389,"Amide-Neg-100560"
"C8-Pos-100924",NA,"C18 H35 N O3","19-21",596509.623227036,"C8-Pos-100924"
"Amide-Pos-100493",NA,"C5 H4 N3 O7 P","19-21",596439.504019141,"Amide-Pos-100493"
"Amide-Neg-100563",NA,"C6 H13 Cl O6","19-21",596369.831754141,"Amide-Neg-100563"
"C8-Neg-000156","Phosphatidylinositol 18:0-22:6","C49 H83 O13 P","19-21",595989.28673197,"Phosphatidylinositol 18:0-22:6"
"Amide-Neg-100520",NA,"C19 H18 N2 O15 P2 S","19-21",594731.073376021,"Amide-Neg-100520"
"C8-Pos-100662",NA,"C30 H72 N9 O6 P","19-21",594668.709102448,"C8-Pos-100662"
"C8-Pos-100663",NA,"C20 H35 N2 P","19-21",594668.709102448,"C8-Pos-100663"
"C8-Pos-101105",NA,"C19 H40 O S2","19-21",594504.665283255,"C8-Pos-101105"
"C8-Neg-100683",NA,"C5 H9 N4 O3 P","19-21",594388.649288146,"C8-Neg-100683"
"C18-Neg-100347",NA,"C3 H8 Cl N O5 S4","19-21",594362.164367529,"C18-Neg-100347"
"C8-Pos-100667",NA,"C27 H42 O","19-21",594322.863914917,"C8-Pos-100667"
"Amide-Pos-100454",NA,"C39 H70 N3 O6 P","19-21",594307.140903265,"Amide-Pos-100454"
"C8-Neg-100851",NA,"C50 H85 N4 O9 P","19-21",594293.790882572,"C8-Neg-100851"
"C8-Pos-101015",NA,"C26 H58 Cl N9","19-21",593647.222982864,"C8-Pos-101015"
"C8-Neg-100631",NA,"C42 H77 N5 O9 P2","19-21",593595.937267985,"C8-Neg-100631"
"C18-Neg-100298",NA,"C8 H19 Cl N7 O2 P3 S","19-21",592654.812926028,"C18-Neg-100298"
"Amide-Pos-000492","L-Aspartic acid","C4 H7 N O4","19-21",590539.846435871,"L-Aspartic acid"
"C8-Neg-100811",NA,"C6 H14 Cl N6 O6 P3","19-21",589368.924786674,"C8-Neg-100811"
"Amide-Pos-100540",NA,"C7 H19 N2 O10 P","19-21",589082.232746319,"Amide-Pos-100540"
"C8-Neg-100742",NA,"C8 H11 N6 O7 P S2","19-21",588337.847825133,"C8-Neg-100742"
"C8-Neg-100823",NA,"C36 H78 Cl N7 O5 P2","19-21",587672.803738584,"C8-Neg-100823"
"C8-Pos-101215",NA,"C38 H67 N3 O8 S2","19-21",587177.11197086,"C8-Pos-101215"
"C8-Neg-100741",NA,"C4 H3 N2 O6 P","19-21",586142.110468623,"C8-Neg-100741"
"C8-Pos-101053",NA,"C4 H10 Cl N7 P2 S","19-21",585796.00890217,"C8-Pos-101053"
"C8-Pos-101121",NA,"C16 H43 N10 O3 P","19-21",585178.266577733,"C8-Pos-101121"
"C8-Pos-101122",NA,"C22 H47 N O3 S2","19-21",585178.266577733,"C8-Pos-101122"
"C18-Pos-100599",NA,"C81 H122 N3 O17 P3","19-21",585069.673544111,"C18-Pos-100599"
"C8-Pos-100872",NA,"C24 H49 N3 O4","19-21",584574.287785967,"C8-Pos-100872"
"C8-Pos-100862",NA,"C29 H55 N O5","19-21",584289.062368313,"C8-Pos-100862"
"C8-Pos-101246",NA,"C29 H64 N5 O3 P","19-21",584260.092447005,"C8-Pos-101246"
"C8-Neg-000065","Pentadecanoic acid","C15 H30 O2","19-21",584130.262485641,"Pentadecanoic acid"
"C8-Pos-000419","PC 18:1_22:2","C48 H90 N O8 P","19-21",583738.027925982,"PC 18:1_22:2"
"Amide-Pos-000461","1-Aminocyclohexanecarboxylic acid","C7 H13 N O2","19-21",583629.401408255,"1-Aminocyclohexanecarboxylic acid"
"C8-Neg-100485",NA,"C88 H157 N8 O16 P3 S5","19-21",583172.58972186,"C8-Neg-100485"
"Amide-Pos-100400",NA,"C9 H8 N2","19-21",582969.653826716,"Amide-Pos-100400"
"C8-Pos-101222",NA,"C29 H61 N4 O2 P","19-21",582707.278005363,"C8-Pos-101222"
"C18-Neg-000158","Azelaic acid","C9 H16 O4","19-21",582100.587576887,"Azelaic acid"
"Amide-Neg-100567",NA,"C6 H13 Cl O6","19-21",582009.40179827,"Amide-Neg-100567"
"C8-Neg-000165","PE 42:10","C47 H74 N O8 P","19-21",581858.020116348,"PE 42:10"
"C8-Pos-101195",NA,"C24 H40 N4 O","19-21",581798.977027208,"C8-Pos-101195"
"C8-Pos-100890",NA,"C5 H6 Cl N6 O10 P S2","19-21",581704.529432306,"C8-Pos-100890"
"C8-Pos-100800",NA,"C5 H9 Cl N6 O7","19-21",581683.074847153,"C8-Pos-100800"
"C8-Neg-100508",NA,"C10 H23 Cl3 N4 S3","19-21",581469.545197899,"C8-Neg-100508"
"Amide-Pos-100387",NA,"C22 H53 N7 O6","19-21",581403.280096952,"Amide-Pos-100387"
"C18-Pos-100445",NA,"C9 H19 N O P2 S","19-21",581266.359052664,"C18-Pos-100445"
"C8-Neg-100943",NA,"C7 H19 Br Cl N9 O3 S","19-21",581005.265082569,"C8-Neg-100943"
"Amide-Neg-000451","Guanosine 5'-diphosphate (GDP)","C10 H15 N5 O11 P2","19-21",580452.463675908,"Guanosine 5'-diphosphate (GDP)"
"Amide-Neg-000492","4-Methyloxazole-5-carboxylic acid","C5 H5 N O3","19-21",580390.818939018,"4-Methyloxazole-5-carboxylic acid"
"C8-Neg-100435",NA,"C8 H9 N3 O5 P2","19-21",580080.6503709,"C8-Neg-100435"
"C8-Neg-100320",NA,"C4 H8 Cl2 N9 O18 P3 S","19-21",580024.993034814,"C8-Neg-100320"
"Amide-Pos-100381",NA,"C30 H55 N5 O5","19-21",579934.715481819,"Amide-Pos-100381"
"C18-Neg-100260",NA,"C13 H16 N5 O3 P3 S2","19-21",579395.020043438,"C18-Neg-100260"
"C18-Pos-000235","6-Methyl[1,2,4]triazolo[4,3-b]pyridazin-8-ol","C6 H6 N4 O","19-21",579203.682230701,"6-Methyl[1,2,4]triazolo[4,3-b]pyridazin-8-ol"
"C8-Pos-100943",NA,"C31 H71 N10 O5 P","19-21",579153.118891048,"C8-Pos-100943"
"C8-Neg-100792",NA,"C17 H40 N2 O2 P2 S2","19-21",577942.111300449,"C8-Neg-100792"
"C8-Pos-100934",NA,"C20 H42 N2 O2 P2","19-21",577272.093367348,"C8-Pos-100934"
"C8-Pos-101285",NA,"C21 H36 N4","19-21",577254.778283959,"C8-Pos-101285"
"C8-Neg-000169","PE 40:8","C45 H74 N O8 P","19-21",577130.87029763,"PE 40:8"
"C8-Neg-000119","PS(16:1_18:1)","C40 H74 N O10 P","19-21",576892.306371715,"PS(16:1_18:1)"
"C18-Pos-100451",NA,"C9 H22 N9 P","19-21",575933.558153644,"C18-Pos-100451"
"C18-Pos-100568",NA,"C6 H10 Cl N4 O9 P S5","19-21",575893.962544846,"C18-Pos-100568"
"C8-Neg-100569",NA,"C44 H74 N4 O2","19-21",575242.741539603,"C8-Neg-100569"
"C8-Neg-100760",NA,"C6 H17 Cl3 N4 P2","19-21",574977.769580542,"C8-Neg-100760"
"Amide-Neg-100607",NA,"C4 H11 Cl2 N2 O3 P3 S","19-21",574785.289653387,"Amide-Neg-100607"
"C8-Pos-000487","1,2-Dimyristoyl-sn-glycero-3-phospho-L-serine","C34 H66 N O10 P","19-21",574773.968834433,"1,2-Dimyristoyl-sn-glycero-3-phospho-L-serine"
"C8-Neg-100409",NA,"C8 H24 Cl N6 O8 P3","19-21",574149.079227953,"C8-Neg-100409"
"C8-Pos-100957",NA,"C20 H43 Cl N4 O S","19-21",574028.03325764,"C8-Pos-100957"
"Amide-Pos-100401",NA,"C12 H23 N","19-21",573853.725479109,"Amide-Pos-100401"
"Amide-Neg-100486",NA,"C8 H N7 O","19-21",572524.109764406,"Amide-Neg-100486"
"C8-Pos-101042",NA,"C3 H3 Cl N O5 P S","19-21",572394.424826021,"C8-Pos-101042"
"Amide-Pos-100489",NA,"C8 H13 N5 O17 P2 S","19-21",572246.324952855,"Amide-Pos-100489"
"C8-Pos-000554","Acaranoic acid","C17 H30 O4","19-21",572233.967342415,"Acaranoic acid"
"C8-Pos-000389","17(S)-HETE","C20 H32 O3","19-21",572078.068933148,"17(S)-HETE"
"C8-Neg-100476",NA,"C6 H21 Cl3 N10 O3 P2","19-21",571889.655130283,"C8-Neg-100476"
"C8-Neg-100477",NA,"C13 H26 Cl4 N2 O4 S","19-21",571889.655130283,"C8-Neg-100477"
"Amide-Pos-000402","D-Panthenol","C9 H19 N O4","19-21",571515.812459966,"D-Panthenol"
"C8-Pos-101145",NA,"C20 H49 N7 O2 S","19-21",571327.178614787,"C8-Pos-101145"
"C8-Pos-100127",NA,"C27 H46 N4 O3","19-21",571245.02808946,"C8-Pos-100127"
"C18-Pos-000214","Xanthosine","C10 H12 N4 O6","19-21",570987.498091186,"Xanthosine"
"C18-Neg-100318",NA,"C H Cl3 N O2 P3","19-21",570871.041222887,"C18-Neg-100318"
"Amide-Neg-100528",NA,"C7 H13 O11 P","19-21",570713.561173602,"Amide-Neg-100528"
"C18-Neg-100396",NA,"C4 H5 N3 O16 S","19-21",570566.755907802,"C18-Neg-100396"
"Amide-Neg-100548",NA,"C7 H13 N O7","19-21",570529.805784279,"Amide-Neg-100548"
"C8-Pos-101177",NA,"C21 H45 N7 S2","19-21",570448.36274267,"C8-Pos-101177"
"C8-Pos-000366","Miltefosine","C21 H46 N O4 P","19-21",569347.822004279,"Miltefosine"
"C8-Neg-100901",NA,"C23 H46 N6 O3 S","19-21",568779.607512638,"C8-Neg-100901"
"C8-Pos-100843",NA,"C9 H24 Cl N10 O17 P3 S2","19-21",567495.121846197,"C8-Pos-100843"
"C8-Neg-100960",NA,"C48 H96 N3 O7 P3 S","19-21",567469.729722784,"C8-Neg-100960"
"C8-Pos-000505","PE 16:0_22:2","C43 H82 N O8 P","19-21",567424.169692956,"PE 16:0_22:2"
"C18-Pos-100703",NA,"C14 H25 N O2","19-21",567043.156352337,"C18-Pos-100703"
"C8-Neg-000173","LPE 22:3","C27 H50 N O7 P","19-21",566791.253481001,"LPE 22:3"
"C18-Pos-100701",NA,"C23 H48 O6","19-21",566399.00248988,"C18-Pos-100701"
"Amide-Neg-100556",NA,"C4 H8 O4","19-21",566271.180256573,"Amide-Neg-100556"
"Amide-Pos-100509",NA,"C8 H16 O2","19-21",565966.399317237,"Amide-Pos-100509"
"C8-Pos-101194",NA,"C20 H42 N6 O4","19-21",565947.680615195,"C8-Pos-101194"
"C18-Pos-100734",NA,"C4 H14 N5 O7 P","19-21",565741.935369118,"C18-Pos-100734"
"C8-Pos-000498","SPI_256.2273_14.6","C15 H29 N O2","19-21",565721.562806039,"SPI_256.2273_14.6"
"C18-Pos-100493",NA,"C47 H96 N5 O15 P3 S","19-21",565551.394547636,"C18-Pos-100493"
"Amide-Pos-100531",NA,"C20 H18 N3 O7 P","19-21",564782.299415104,"Amide-Pos-100531"
"C8-Pos-100552",NA,"C56 H71 N O","19-21",564086.899573265,"C8-Pos-100552"
"C8-Pos-101078",NA,"C21 H45 N O5","19-21",563218.062704078,"C8-Pos-101078"
"Amide-Pos-000478","1-Oleoyl-sn-glycero-3-phosphocholine","C26 H52 N O7 P","19-21",562751.185333875,"1-Oleoyl-sn-glycero-3-phosphocholine"
"Amide-Pos-100427",NA,"C6 H10 N2 O","19-21",562240.830711609,"Amide-Pos-100427"
"C8-Neg-100864",NA,"C6 H6 Cl3 N3 O S3","19-21",561464.123923486,"C8-Neg-100864"
"C18-Neg-100368",NA,"C2 H5 Cl O4 S5","19-21",560376.533780749,"C18-Neg-100368"
"C8-Pos-100894",NA,"C12 H28 N6 S","19-21",559956.774531112,"C8-Pos-100894"
"C8-Pos-000524","2,6-Di-tert-butyl-1,4-benzoquinone","C14 H20 O2","19-21",559908.419007919,"2,6-Di-tert-butyl-1,4-benzoquinone"
"C18-Pos-100583",NA,"C9 H16 N2 O5","19-21",559880.273597472,"C18-Pos-100583"
"C8-Neg-100753",NA,"C25 H43 N3 O6","19-21",559813.798766296,"C8-Neg-100753"
"C18-Neg-100273",NA,"C11 H15 N O10","19-21",559795.884113186,"C18-Neg-100273"
"C8-Pos-100920",NA,"C26 H57 N9 O4 P2","19-21",558824.502765296,"C8-Pos-100920"
"C8-Pos-101306",NA,"C23 H39 N O3","19-21",558674.362590446,"C8-Pos-101306"
"C8-Pos-000434","PE O-28:3_9:0","C42 H80 N O7 P","19-21",558467.530389418,"PE O-28:3_9:0"
"Amide-Pos-100481",NA,"C11 H11 N3 O3","19-21",558116.184347967,"Amide-Pos-100481"
"C8-Neg-100710",NA,"C89 H150 N8 O18 P2 S4","19-21",558012.674013451,"C8-Neg-100710"
"C8-Pos-101260",NA,"C41 H92 N10 O11 P2 S","19-21",558000.966057909,"C8-Pos-101260"
"C8-Neg-000140","1-Stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1'-sn-glycerol)","C44 H79 O10 P","19-21",557977.322395721,"1-Stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1'-sn-glycerol)"
"C8-Pos-000468","Methyltestosterone","C20 H30 O2","19-21",556996.742990134,"Methyltestosterone"
"Amide-Neg-100644",NA,"C5 H4 O5","19-21",556821.656740368,"Amide-Neg-100644"
"C18-Neg-100222",NA,"C10 H22 N3 O8 P3","19-21",556180.124596374,"C18-Neg-100222"
"C8-Pos-101071",NA,"C17 H30 N6 O3","19-21",555848.935916452,"C8-Pos-101071"
"C8-Neg-100919",NA,"C27 H43 N O4","19-21",555450.271666039,"C8-Neg-100919"
"Amide-Pos-100378",NA,"C5 H15 Cl N3 O P S","19-21",555240.719996804,"Amide-Pos-100378"
"C8-Pos-000502","LPC O-18:1","C26 H54 N O6 P","19-21",555005.543292655,"LPC O-18:1"
"C8-Pos-100254",NA,"C23 H42 N4 O2","19-21",554976.019609102,"C8-Pos-100254"
"C8-Pos-100255",NA,"C23 H45 N5 O2","19-21",554976.019609102,"C8-Pos-100255"
"Amide-Pos-000491","XANTHINE","C5 H4 N4 O2","19-21",554807.240518097,"XANTHINE"
"Amide-Neg-100609",NA,"C2 H4 Cl O5 P","19-21",554392.271433927,"Amide-Neg-100609"
"C8-Pos-000519","12-Aminododecanoic acid","C12 H25 N O2","19-21",553983.616944383,"12-Aminododecanoic acid"
"C18-Pos-100533",NA,"C9 H17 N O3 S2","19-21",553780.719026509,"C18-Pos-100533"
"C8-Pos-100799",NA,"C19 H32 N2 O4","19-21",552578.587585135,"C8-Pos-100799"
"C8-Pos-100817",NA,"C45 H91 O4 P3","19-21",552435.076895914,"C8-Pos-100817"
"C18-Pos-100612",NA,"C15 H29 N O5","19-21",552381.24750603,"C18-Pos-100612"
"C8-Neg-100836",NA,"C5 H6 Cl2 N3 O2 P S3","19-21",552037.214879605,"C8-Neg-100836"
"C8-Neg-100892",NA,"C8 H22 Br N4 O2 P3","19-21",552004.274412732,"C8-Neg-100892"
"C8-Pos-101056",NA,"C29 H17 N8 O17 P","19-21",551642.638964672,"C8-Pos-101056"
"C8-Pos-100816",NA,"C2 H3 Cl N8 S4","19-21",551504.396648036,"C8-Pos-100816"
"C8-Neg-100834",NA,"C22 H42 N6 O3 S","19-21",551339.556908013,"C8-Neg-100834"
"C8-Neg-100724",NA,"C5 H15 N8 O13 P","19-21",550870.034726309,"C8-Neg-100724"
"C8-Pos-101180",NA,"C25 H55 N9 O4 P2","19-21",550850.945409827,"C8-Pos-101180"
"Amide-Neg-000418","Dioctyl sulfosuccinate","C20 H38 O7 S","19-21",550837.600169817,"Dioctyl sulfosuccinate"
"Amide-Neg-100534",NA,"C6 H17 N6 O6 P","19-21",550479.300132144,"Amide-Neg-100534"
