"Compound.ID","Name","Formula","GW_bucket","mean_intensity","display_name"
"Amide-Pos-100854",NA,"C3 H10 O P2","22-24",57568.4902693836,"Amide-Pos-100854"
"Amide-Neg-100924",NA,"C7 H18 N2 O8 P2","22-24",57559.1849291536,"Amide-Neg-100924"
"C8-Neg-101820",NA,"C5 H14 N6 O11 P2","22-24",57494.0142843814,"C8-Neg-101820"
"Amide-Pos-100808",NA,"C9 H7 N5 O3 P2","22-24",57379.0865921247,"Amide-Pos-100808"
"C8-Pos-102199",NA,"C16 H25 N5 O3","22-24",57256.47962305,"C8-Pos-102199"
"Amide-Neg-000612","L-N-Acetylhistidine","C8 H11 N3 O3","22-24",57196.829406702,"L-N-Acetylhistidine"
"C18-Pos-000297","SINAPIC ACID METHYL ETHER","C12 H14 O5","22-24",57163.8408817363,"SINAPIC ACID METHYL ETHER"
"C8-Neg-101118",NA,"C5 H15 N10 O13 P3","22-24",57138.753595115,"C8-Neg-101118"
"Amide-Pos-100620",NA,"C7 H11 N5 O","22-24",57079.7278510621,"Amide-Pos-100620"
"C18-Pos-101089",NA,"C73 H106 N O17 P S","22-24",57079.2427601829,"C18-Pos-101089"
"C8-Neg-101735",NA,"C7 H13 Cl N6 S2","22-24",57076.7094330606,"C8-Neg-101735"
"C8-Neg-101202",NA,"C23 H29 N6 O4 P3 S5","22-24",57050.7001261228,"C8-Neg-101202"
"C8-Neg-101785",NA,"C25 H50 N2 O2 S3","22-24",57041.2798108911,"C8-Neg-101785"
"Amide-Pos-000519","Kojic acid","C6 H6 O4","22-24",56969.3732560217,"Kojic acid"
"C8-Pos-102229",NA,"C18 H20 S","22-24",56862.9473355182,"C8-Pos-102229"
"C8-Neg-101724",NA,"C6 H18 Cl3 N6 O2 P S","22-24",56855.4287212023,"C8-Neg-101724"
"C18-Neg-100534",NA,"C6 H18 Cl N4 O12 P3 S","22-24",56818.4415101,"C18-Neg-100534"
"Amide-Pos-100805",NA,"C9 H3 N O3 P2","22-24",56815.9025319903,"Amide-Pos-100805"
"C8-Pos-000715","2-Decylmalonic acid","C13 H24 O4","22-24",56732.4222330727,"2-Decylmalonic acid"
"C8-Neg-101860",NA,"C48 H71 N3 O2 P2","22-24",56638.8779334543,"C8-Neg-101860"
"C8-Pos-102154",NA,"C37 H81 N7 O P2 S2","22-24",56621.4582892644,"C8-Pos-102154"
"C8-Pos-101650",NA,"C9 H22 N9 O P","22-24",56581.6930719768,"C8-Pos-101650"
"C8-Neg-101654",NA,"C8 H12 N6 O4 S","22-24",56535.5272916523,"C8-Neg-101654"
"C8-Neg-101868",NA,"C23 H39 N3 O6","22-24",56477.200798663,"C8-Neg-101868"
"C18-Pos-101231",NA,"C8 H14","22-24",56139.3282956397,"C18-Pos-101231"
"Amide-Neg-100957",NA,"C14 H23 O3 P","22-24",56099.6275724959,"Amide-Neg-100957"
"C8-Neg-101837",NA,"C28 H44 O2","22-24",56046.618953842,"C8-Neg-101837"
"C8-Neg-101482",NA,"C6 H2 S5","22-24",56043.2780857585,"C8-Neg-101482"
"C8-Pos-102178",NA,"C54 H97 N2 O18 P3","22-24",56005.4005163179,"C8-Pos-102178"
"Amide-Neg-100946",NA,"C18 H16 N6","22-24",55887.157923426,"Amide-Neg-100946"
"C18-Neg-100652",NA,"C8 H15 N O4","22-24",55874.1809046629,"C18-Neg-100652"
"C18-Neg-100575",NA,"C6 H7 N3 O13 P2","22-24",55833.4320196374,"C18-Neg-100575"
"C8-Pos-102030",NA,"C35 H65 N5 O4","22-24",55692.8937840934,"C8-Pos-102030"
"C18-Neg-100624",NA,"C19 H6 N10 O3 S2","22-24",55665.7514456459,"C18-Neg-100624"
"C8-Pos-102062",NA,"C23 H40 N O4 P S2","22-24",55661.8870764319,"C8-Pos-102062"
"C18-Pos-101110",NA,"C8 H9 N O","22-24",55629.8688081269,"C18-Pos-101110"
"C8-Pos-102010",NA,"C6 H8 N7 O11 P3","22-24",55619.5949607965,"C8-Pos-102010"
"Amide-Neg-101010",NA,"C4 H14 N4 O3 P2 S","22-24",55617.4288869193,"Amide-Neg-101010"
"C18-Pos-101321",NA,"C13 H27 N O","22-24",55554.7211138037,"C18-Pos-101321"
"C8-Neg-101845",NA,"C8 H15 Br O5","22-24",55534.1386840965,"C8-Neg-101845"
"C8-Neg-101257",NA,"C5 H16 Br N10 O8 P","22-24",55512.8478775883,"C8-Neg-101257"
"Amide-Neg-100830",NA,"C4 H4 Cl N9 O","22-24",55511.6961822355,"Amide-Neg-100830"
"C18-Neg-100687",NA,"C4 H4 N5 O8 P3 S2","22-24",55471.0486661957,"C18-Neg-100687"
"C8-Neg-100409",NA,"C8 H24 Cl N6 O8 P3","22-24",55389.774650594,"C8-Neg-100409"
"C8-Neg-101726",NA,"C30 H46 N4 O2","22-24",55279.0176679718,"C8-Neg-101726"
"C8-Neg-101423",NA,"C35 H77 N3 O P2 S2","22-24",55175.818491626,"C8-Neg-101423"
"C8-Neg-101896",NA,"C38 H83 N6 O9 P3","22-24",55166.3401843319,"C8-Neg-101896"
"C18-Neg-100680",NA,"C3 H7 Cl N O P S4","22-24",55145.925395836,"C18-Neg-100680"
"Amide-Neg-100769",NA,"C13 H25 P3 S2","22-24",55120.6153035221,"Amide-Neg-100769"
"C18-Pos-101279",NA,"C64 H97 N10 O4 P3","22-24",55102.4396373243,"C18-Pos-101279"
"C18-Pos-101047",NA,"C61 H102 N3 O17 P3 S","22-24",55075.4242456726,"C18-Pos-101047"
"C18-Pos-101273",NA,"C71 H142 N5 O17 P3 S","22-24",55071.6780425109,"C18-Pos-101273"
"C8-Neg-101810",NA,"C3 H6 N10 O7 P2","22-24",55000.5818759374,"C8-Neg-101810"
"C8-Pos-102082",NA,"C13 H18 N2 O","22-24",54967.5460302942,"C8-Pos-102082"
"C18-Neg-000220","Galacturonate 1-phosphate","C6 H11 O10 P","22-24",54909.2103578002,"Galacturonate 1-phosphate"
"Amide-Neg-100969",NA,"C13 H27 N3 O4","22-24",54857.9471930615,"Amide-Neg-100969"
"C8-Pos-102100",NA,"C48 H95 N O16 P2","22-24",54823.2504023124,"C8-Pos-102100"
"Amide-Pos-100685",NA,"C7 H21 N10 O4 P","22-24",54821.746152553,"Amide-Pos-100685"
"C18-Pos-101224",NA,"C2 H5 N3 O2","22-24",54810.4359602509,"C18-Pos-101224"
"Amide-Neg-100949",NA,"C21 H47 N4 O3 P S","22-24",54805.3202070632,"Amide-Neg-100949"
"C8-Pos-102052",NA,"C16 H16 N2 O2","22-24",54736.5054591397,"C8-Pos-102052"
"C18-Pos-101143",NA,"C21 H54 N9 O5 P S2","22-24",54727.026344711,"C18-Pos-101143"
"C18-Pos-101233",NA,"C8 H27 N9 O3 P2","22-24",54717.964116934,"C18-Pos-101233"
"Amide-Neg-100992",NA,"C10 H18 O2","22-24",54685.0499502553,"Amide-Neg-100992"
"C8-Pos-000680","Oxymorphone","C17 H19 N O4","22-24",54679.3764739329,"Oxymorphone"
"C8-Pos-102017",NA,"C18 H38 O2 S2","22-24",54662.7712376914,"C8-Pos-102017"
"C8-Neg-101342",NA,"C4 H14 N10 O7 P2","22-24",54652.7361235934,"C8-Neg-101342"
"C18-Pos-101121",NA,"C10 H10 N4 O4 S","22-24",54561.6191901935,"C18-Pos-101121"
"C8-Pos-102193",NA,"C18 H38 N2 O","22-24",54418.6133538001,"C8-Pos-102193"
"Amide-Pos-100807",NA,"C34 H45 N4 O3 P S","22-24",54250.9784646126,"Amide-Pos-100807"
"C8-Pos-101752",NA,"C40 H89 N10 O9 P3","22-24",54114.6920335118,"C8-Pos-101752"
"C8-Pos-102113",NA,"C48 H83 N9 O3 S3","22-24",54114.6920335118,"C8-Pos-102113"
"Amide-Neg-100947",NA,"C16 H28 O2","22-24",54089.9487901751,"Amide-Neg-100947"
"C18-Pos-101108",NA,"C6 H4 Br O3 P3","22-24",54022.613782011,"C18-Pos-101108"
"Amide-Neg-100984",NA,"C H Cl N2 O3 P2","22-24",53995.6040542641,"Amide-Neg-100984"
"C8-Pos-102211",NA,"C22 H41 N O5","22-24",53953.8117378752,"C8-Pos-102211"
"C18-Neg-100675",NA,"C12 H20 O2","22-24",53911.5154328,"C18-Neg-100675"
"C18-Pos-101247",NA,"C18 H28 N2","22-24",53880.3350668777,"C18-Pos-101247"
"C18-Pos-101101",NA,"C19 H44 N8 O12","22-24",53875.9645076865,"C18-Pos-101101"
"C8-Neg-101599",NA,"C3 H6 Cl N6 O3 P S2","22-24",53870.2601256452,"C8-Neg-101599"
"C18-Neg-100695",NA,"C14 H8 N O2 P S5","22-24",53762.2528381715,"C18-Neg-100695"
"C8-Neg-101937",NA,"C5 H12 Cl3 N7 O10 P2 S2","22-24",53735.7913629929,"C8-Neg-101937"
"C18-Neg-100650",NA,"C13 H13 O3 P3 S3","22-24",53706.1115785021,"C18-Neg-100650"
"C8-Pos-102126",NA,"C22 H47 N4 O4 P3","22-24",53611.8502238805,"C8-Pos-102126"
"C18-Neg-100701",NA,"C11 H16 Cl N O8","22-24",53608.8651650973,"C18-Neg-100701"
"C8-Pos-102124",NA,"C23 H55 N7 O7 P2","22-24",53574.0322822291,"C8-Pos-102124"
"C8-Pos-101763",NA,"C40 H82 N7 O6 P","22-24",53572.1305676773,"C8-Pos-101763"
"Amide-Pos-100611",NA,"C4 H11 N8 O3 P","22-24",53516.3650188018,"Amide-Pos-100611"
"C8-Pos-000671","(3β,9ξ)-3,14-Dihydroxycarda-5,20(22)-dienolide","C23 H32 O4","22-24",53441.2513725076,"(3β,9ξ)-3,14-Dihydroxycarda-5,20(22)-dienolide"
"C18-Pos-101013",NA,"C73 H92 N7 O18 P S","22-24",53421.2940174174,"C18-Pos-101013"
"C8-Neg-100349",NA,"C7 H13 Br N4","22-24",53403.5274029239,"C8-Neg-100349"
"Amide-Pos-100826",NA,"C6 H3 N2 O7 P","22-24",53396.3522366102,"Amide-Pos-100826"
"C8-Pos-102186",NA,"C9 H24 Cl N5 O4","22-24",53249.2626675372,"C8-Pos-102186"
"C8-Neg-101764",NA,"C23 H44 O4","22-24",53229.4094097877,"C8-Neg-101764"
"C18-Pos-101271",NA,"C8 H12 O","22-24",53227.2706838382,"C18-Pos-101271"
"C8-Pos-102270",NA,"C32 H70 N5 O4 P S","22-24",53132.1074860453,"C8-Pos-102270"
"C8-Pos-101754",NA,"C2 H N10 O5 P3 S","22-24",53045.0296869234,"C8-Pos-101754"
"C18-Pos-101260",NA,"C4 H5 Cl N2 O5 P2 S2","22-24",53042.3051483086,"C18-Pos-101260"
"C18-Neg-100669",NA,"C16 H37 N3 O8","22-24",53036.1098588602,"C18-Neg-100669"
"C8-Pos-000713","Dodecanedioic acid","C12 H22 O4","22-24",53010.7773930266,"Dodecanedioic acid"
"C8-Neg-101633",NA,"C5 H11 Br N6 O6","22-24",52994.6805735798,"C8-Neg-101633"
"Amide-Pos-100832",NA,"C4 H11 Cl2 N5 O6 S3","22-24",52945.3248646705,"Amide-Pos-100832"
"C8-Pos-102087",NA,"C38 H88 N9 O17 P","22-24",52823.8428012478,"C8-Pos-102087"
"C8-Pos-102088",NA,"C47 H96 N2 O15 P2","22-24",52823.8428012478,"C8-Pos-102088"
"C8-Pos-102289",NA,"C21 H31 N5 O6","22-24",52688.0554775252,"C8-Pos-102289"
"C18-Pos-101133",NA,"C31 H66 N5 O8 P3 S","22-24",52675.4177628493,"C18-Pos-101133"
"C18-Pos-101098",NA,"C13 H9 N8 O18 P3 S","22-24",52643.612758175,"C18-Pos-101098"
"C18-Pos-101180",NA,"C27 H62 N10 O11 P2","22-24",52575.6183276126,"C18-Pos-101180"
"C18-Neg-100638",NA,"C8 H8 Cl N2 O P3 S","22-24",52541.9246408316,"C18-Neg-100638"
"C8-Neg-101709",NA,"C29 H47 N4 O3 P3","22-24",52467.3020924364,"C8-Neg-101709"
"C8-Neg-101898",NA,"C8 H23 Cl N8 O8 P2","22-24",52460.1465833646,"C8-Neg-101898"
"C8-Neg-101780",NA,"C8 H14 N5 O P3","22-24",52431.0694390895,"C8-Neg-101780"
"C8-Neg-000215","Uridine 5'-diphosphogalactose","C15 H24 N2 O17 P2","22-24",52390.7002103444,"Uridine 5'-diphosphogalactose"
"Amide-Neg-000614","Cyclic adenosine diphosphate ribose","C15 H21 N5 O13 P2","22-24",52334.9110234024,"Cyclic adenosine diphosphate ribose"
"C18-Pos-101294",NA,"C7 H21 N8 O2 P3","22-24",52231.5499015133,"C18-Pos-101294"
"C8-Neg-100562",NA,"C6 H19 Br N8 O7 P2","22-24",52204.2836017943,"C8-Neg-100562"
"C8-Neg-101817",NA,"C5 H12 Cl N7 O3","22-24",52141.6711074447,"C8-Neg-101817"
"C8-Neg-101732",NA,"C8 H19 Br N6 P2","22-24",52115.2467666193,"C8-Neg-101732"
"C8-Neg-101650",NA,"C38 H55 N3 O P2","22-24",51929.3188023123,"C8-Neg-101650"
"Amide-Pos-100508",NA,"C6 H10 N2 O","22-24",51908.2466082896,"Amide-Pos-100508"
"C18-Neg-100405",NA,"C8 H15 N O9 S","22-24",51847.5774346586,"C18-Neg-100405"
"Amide-Neg-000617","Mevalonic acid 5-pyrophosphate","C6 H14 O10 P2","22-24",51808.8131226232,"Mevalonic acid 5-pyrophosphate"
"C8-Neg-101824",NA,"C19 H29 N4 O2 P3 S2","22-24",51789.5979251955,"C8-Neg-101824"
"C18-Pos-101203",NA,"C7 H8 Cl N9 O2","22-24",51766.1616933276,"C18-Pos-101203"
"C18-Pos-101350",NA,"C6 H8 O2","22-24",51740.9147302284,"C18-Pos-101350"
"C8-Pos-101708",NA,"C18 H48 N9 O3 P","22-24",51699.1413177237,"C8-Pos-101708"
"C18-Pos-101289",NA,"C18 H40 N7 O2 P S2","22-24",51691.2486362297,"C18-Pos-101289"
"C18-Neg-100617",NA,"C28 H9 Cl O S4","22-24",51608.9036056942,"C18-Neg-100617"
"Amide-Pos-100828",NA,"C3 H N O16 P2 S","22-24",51599.6163821234,"Amide-Pos-100828"
"C18-Pos-101215",NA,"C9 H24 N9 O2 P","22-24",51593.0373540465,"C18-Pos-101215"
"C18-Pos-101158",NA,"C H N O7","22-24",51534.5658560535,"C18-Pos-101158"
"C8-Pos-102225",NA,"C11 H19 N O3","22-24",51506.6005018303,"C8-Pos-102225"
"C8-Pos-102185",NA,"C32 H68 N6 O4 S","22-24",51403.0098358287,"C8-Pos-102185"
"C8-Neg-101857",NA,"C22 H28 Cl N3 O3 S","22-24",51395.328441244,"C8-Neg-101857"
"C8-Neg-101768",NA,"C7 H13 Br N8","22-24",51381.3726842223,"C8-Neg-101768"
"C8-Pos-101979",NA,"C40 H71 N10 O6 P3","22-24",51302.0347956075,"C8-Pos-101979"
"Amide-Pos-100815",NA,"C5 H9 N5","22-24",51300.7135034316,"Amide-Pos-100815"
"C18-Pos-101344",NA,"C8 H25 N10 O3 P","22-24",51292.5071309957,"C18-Pos-101344"
"C8-Neg-101875",NA,"C5 H11 N7 P2","22-24",51268.6633061594,"C8-Neg-101875"
"C8-Neg-101838",NA,"C14 H32 Br2 N6 O5 P2","22-24",51252.1897994507,"C8-Neg-101838"
"C8-Neg-100757",NA,"C6 H16 Br N8 O P","22-24",51218.7672377344,"C8-Neg-100757"
"C8-Pos-102194",NA,"C10 H28 N6 O4 S","22-24",51200.0210733173,"C8-Pos-102194"
"C8-Neg-101842",NA,"C5 H17 Cl N6 O14 P2","22-24",51183.441824261,"C8-Neg-101842"
"C8-Neg-101895",NA,"C5 H12 N6 O13 P2","22-24",51173.8844866541,"C8-Neg-101895"
"C18-Pos-101135",NA,"C32 H48 N8 O2 S","22-24",51139.6863503499,"C18-Pos-101135"
"C18-Neg-100634",NA,"C9 H2 N3 O7 P3 S","22-24",51095.5051832102,"C18-Neg-100634"
"C8-Pos-102291",NA,"C36 H42 N O2 P S","22-24",51084.6224725504,"C8-Pos-102291"
"C8-Neg-101403",NA,"C3 H5 Cl2 N3 O10 P2","22-24",50967.5642954492,"C8-Neg-101403"
"C18-Pos-101234",NA,"C62 H102 N9 O18 P S2","22-24",50952.6917325004,"C18-Pos-101234"
"C8-Pos-000686","Cyclo(phenylalanyl-prolyl)","C14 H16 N2 O2","22-24",50917.8086137469,"Cyclo(phenylalanyl-prolyl)"
"C8-Neg-101454",NA,"C7 H21 N4 O2 P","22-24",50916.7318249698,"C8-Neg-101454"
"C8-Pos-101422",NA,"C21 H49 N4 O P","22-24",50858.6851402735,"C8-Pos-101422"
"C8-Pos-102173",NA,"C16 H37 N9 O6","22-24",50850.0194506311,"C8-Pos-102173"
"C8-Neg-101929",NA,"C4 H5 N10 O11 P","22-24",50831.0322551177,"C8-Neg-101929"
"Amide-Pos-100838",NA,"C5 H12 N6 O3 P2","22-24",50801.5766571585,"Amide-Pos-100838"
"Amide-Neg-100996",NA,"C21 H36 N3 O5 P3 S2","22-24",50795.624380942,"Amide-Neg-100996"
"C8-Pos-102191",NA,"C3 H10 N O6 P3 S","22-24",50715.3528257972,"C8-Pos-102191"
"C18-Neg-100589",NA,"C9 H13 Cl N4 O4","22-24",50607.1163974839,"C18-Neg-100589"
"C8-Pos-102119",NA,"C38 H78 N3 O8 P3","22-24",50582.8382610453,"C8-Pos-102119"
"C8-Neg-101918",NA,"C24 H47 Cl N4 O2","22-24",50556.1344354991,"C8-Neg-101918"
"C18-Pos-101095",NA,"C12 H18 N2 O4","22-24",50497.4848598886,"C18-Pos-101095"
"Amide-Neg-100901",NA,"C19 H35 N4 O2 P","22-24",50470.3860480121,"Amide-Neg-100901"
"Amide-Neg-100902",NA,"C17 H35 Cl O3","22-24",50470.3860480121,"Amide-Neg-100902"
"C8-Pos-102247",NA,"C14 H33 N4 P","22-24",50469.6966901166,"C8-Pos-102247"
"C18-Pos-101324",NA,"C8 H14 O","22-24",50420.4949512902,"C18-Pos-101324"
"C8-Pos-000674","PI 40:7","C49 H81 O13 P","22-24",50405.532061182,"PI 40:7"
"Amide-Pos-100753",NA,"C4 H7 N7 O4 P2 S","22-24",50380.5118667649,"Amide-Pos-100753"
"C8-Neg-101749",NA,"C5 H11 N6 P3","22-24",50279.7738460268,"C8-Neg-101749"
"C8-Neg-101037",NA,"C7 H7 N4 O3 P","22-24",50248.3826687876,"C8-Neg-101037"
"C8-Pos-101973",NA,"C4 H11 Cl N4 O5 P2 S2","22-24",50226.4065486495,"C8-Pos-101973"
"C8-Neg-101460",NA,"C24 H25 N4 O10 P3 S","22-24",50225.437395494,"C8-Neg-101460"
"C18-Pos-101258",NA,"C5 H3 N S2","22-24",50114.6347452377,"C18-Pos-101258"
"C8-Neg-101515",NA,"C4 H8 N8 O13 P2","22-24",50103.0140025943,"C8-Neg-101515"
"C18-Pos-101197",NA,"C17 H43 N7 O5 S2","22-24",50091.644855128,"C18-Pos-101197"
"C8-Neg-101851",NA,"C5 H15 Cl N4 O10 S2","22-24",50067.2566212252,"C8-Neg-101851"
"C8-Neg-101776",NA,"C6 H13 Cl N6 O4 S","22-24",50012.4594781632,"C8-Neg-101776"
"C8-Pos-101909",NA,"C26 H3 N O4 P2 S2","22-24",49988.3877511916,"C8-Pos-101909"
"C8-Neg-101736",NA,"C7 H18 Br N8 O P","22-24",49983.1741884115,"C8-Neg-101736"
"Amide-Neg-100960",NA,"C5 H15 Cl N9 O2 P","22-24",49906.2592649084,"Amide-Neg-100960"
"C8-Pos-102243",NA,"C22 H46 O4","22-24",49874.4813995808,"C8-Pos-102243"
"C18-Neg-100688",NA,"C2 H N4 O3 P3 S","22-24",49859.7027768037,"C18-Neg-100688"
"C8-Pos-102242",NA,"C19 H38 Cl N2 O P","22-24",49845.5842303666,"C8-Pos-102242"
"C8-Pos-000706","SM 34:1;3O","C39 H79 N2 O7 P","22-24",49844.8937038121,"SM 34:1;3O"
"C8-Neg-101779",NA,"C7 H20 N2 O2 P2 S2","22-24",49837.3264725781,"C8-Neg-101779"
"C8-Neg-101847",NA,"C26 H52 O3","22-24",49826.3503963538,"C8-Neg-101847"
"C8-Pos-102260",NA,"C15 H33 N7 O S2","22-24",49752.9444229878,"C8-Pos-102260"
"C18-Neg-100674",NA,"C4 H3 Cl N3 O10 P","22-24",49662.5957307367,"C18-Neg-100674"
"C18-Pos-101253",NA,"C3 H N O5 S","22-24",49639.2418345007,"C18-Pos-101253"
"C8-Pos-101554",NA,"C29 H49 N O2","22-24",49614.8616198529,"C8-Pos-101554"
"C18-Neg-100663",NA,"C16 H11 Cl N2 O3 P2 S3","22-24",49510.6059632079,"C18-Neg-100663"
"C8-Pos-102222",NA,"C26 H37 N3 O2","22-24",49490.1342783851,"C8-Pos-102222"
"C8-Neg-101707",NA,"C4 H10 Cl N4 O3 P","22-24",49458.0695868318,"C8-Neg-101707"
"C8-Neg-101894",NA,"C6 H17 Br N6 O5","22-24",49410.5357549812,"C8-Neg-101894"
"C8-Neg-101912",NA,"C5 H9 N4 O10 P3","22-24",49397.1114404024,"C8-Neg-101912"
"Amide-Neg-000615","Asp-Asp","C8 H12 N2 O7","22-24",49380.4126461302,"Asp-Asp"
"C8-Pos-102096",NA,"C10 H12 Cl N2 O4 P3 S4","22-24",49357.9286516161,"C8-Pos-102096"
"C18-Pos-101137",NA,"C23 H8 N7 O16 P3 S","22-24",49316.281599215,"C18-Pos-101137"
"C8-Neg-101924",NA,"C6 H13 Cl N10 O10 P2","22-24",49296.2245297488,"C8-Neg-101924"
"C18-Neg-100643",NA,"C2 H3 N2 O6 P3 S","22-24",49268.9959038035,"C18-Neg-100643"
"Amide-Pos-100727",NA,"C11 H21 N5 O5","22-24",49242.7448681958,"Amide-Pos-100727"
"C8-Pos-102172",NA,"C25 H58 N5 O5 P3","22-24",49155.5122626726,"C8-Pos-102172"
"C8-Neg-101822",NA,"C7 H21 Cl N6 O17 P2","22-24",49090.90359714,"C8-Neg-101822"
"Amide-Neg-100967",NA,"C2 H2 N8 O5","22-24",49078.9674216981,"Amide-Neg-100967"
"Amide-Neg-100735",NA,"C6 H8 Cl N O5","22-24",49006.4536025694,"Amide-Neg-100735"
"C18-Pos-101161",NA,"C22 H57 N10 O13 P","22-24",49002.2868170968,"C18-Pos-101161"
"C8-Pos-000709","Monoarachidin","C23 H46 O4","22-24",48990.2524092693,"Monoarachidin"
"Amide-Neg-100767",NA,"C37 H80 Cl N9 O3 P2","22-24",48979.8525728959,"Amide-Neg-100767"
"Amide-Neg-100986",NA,"C24 H36 N10 O S","22-24",48974.7131303513,"Amide-Neg-100986"
"C18-Pos-101062",NA,"C80 H119 N10 O10 P3","22-24",48943.7570334429,"C18-Pos-101062"
"C8-Neg-100989",NA,"C3 H9 Cl N6 O2 S2","22-24",48929.8490006455,"C8-Neg-100989"
"C8-Neg-101453",NA,"C5 H17 Br N8 O11 S","22-24",48924.275281635,"C8-Neg-101453"
"C18-Neg-100666",NA,"C12 H23 N O3","22-24",48921.2882305961,"C18-Neg-100666"
"C8-Neg-101397",NA,"C3 H2 N9 O10 P3","22-24",48878.886101808,"C8-Neg-101397"
"Amide-Neg-100920",NA,"C5 H12 N10 O4 P2","22-24",48826.4338819895,"Amide-Neg-100920"
"C8-Neg-100451",NA,"C6 H21 Cl N8 O P2 S2","22-24",48810.4886048821,"C8-Neg-100451"
"C18-Neg-100651",NA,"C7 H14 Cl N O2 S","22-24",48779.4731059249,"C18-Neg-100651"
"Amide-Neg-100925",NA,"C5 H14 N9 O5 P","22-24",48751.9544041678,"Amide-Neg-100925"
"C8-Neg-101854",NA,"C6 H20 Cl N6 O7 P S","22-24",48735.3648865089,"C8-Neg-101854"
"Amide-Neg-100445",NA,"C14 H28 O5 S","22-24",48706.1899842086,"Amide-Neg-100445"
"C18-Pos-101274",NA,"C23 H40 N4 O2","22-24",48672.5430405876,"C18-Pos-101274"
"C8-Neg-101380",NA,"C4 H8 N4 O5 P2","22-24",48452.0450858554,"C8-Neg-101380"
"C18-Neg-100527",NA,"C6 H4 N7 O3 P","22-24",48430.1827724187,"C18-Neg-100527"
"C8-Pos-102265",NA,"C16 H32 N2 O5 P2 S","22-24",48393.8308915255,"C8-Pos-102265"
"C8-Pos-102266",NA,"C16 H35 N3 O5 P2 S","22-24",48393.8308915255,"C8-Pos-102266"
"C8-Neg-101685",NA,"C5 H17 Br N8 O9 S","22-24",48377.9722124851,"C8-Neg-101685"
"C18-Pos-101276",NA,"C7 H17 N8 P","22-24",48158.7880791598,"C18-Pos-101276"
"C8-Neg-101833",NA,"C6 H19 Br N6 O7","22-24",48106.3733460106,"C8-Neg-101833"
"C8-Pos-102215",NA,"C77 H126 N7 O18 P3 S","22-24",48049.7313452166,"C8-Pos-102215"
"C8-Neg-101876",NA,"C35 H79 N10 O P3","22-24",47938.0023100736,"C8-Neg-101876"
"C8-Neg-101199",NA,"C8 H19 Cl N8 O5 P2","22-24",47817.0146170288,"C8-Neg-101199"
"C8-Pos-102284",NA,"C16 H25 N O2","22-24",47809.9978765249,"C8-Pos-102284"
"C8-Pos-102236",NA,"C33 H57 N3 O2 S","22-24",47808.0879591055,"C8-Pos-102236"
"C18-Pos-101318",NA,"C4 H N2 O2 P","22-24",47790.1305888428,"C18-Pos-101318"
"C8-Neg-101816",NA,"C5 H15 Br N6 O P2","22-24",47783.0042792779,"C8-Neg-101816"
"C18-Pos-101145",NA,"C69 H105 N8 O9 P3","22-24",47752.2338382663,"C18-Pos-101145"
"C8-Neg-101740",NA,"C8 H24 Br2 N8 O","22-24",47706.7440800993,"C8-Neg-101740"
"C8-Pos-102206",NA,"C27 H58 N8 O7 P2","22-24",47695.0226567304,"C8-Pos-102206"
"C8-Neg-101900",NA,"C6 H7 Cl N6 O4 S","22-24",47601.3463222716,"C8-Neg-101900"
"Amide-Neg-100711",NA,"C8 H8 P2 S3","22-24",47575.8227723353,"Amide-Neg-100711"
"C18-Pos-101284",NA,"C41 H63 N5 O4 P2 S","22-24",47567.7763791841,"C18-Pos-101284"
"C8-Neg-101958",NA,"C5 H5 Cl N3 O2 P3 S2","22-24",47563.9251767445,"C8-Neg-101958"
"C8-Neg-101873",NA,"C22 H15 Cl N6 O2 S","22-24",47558.5717747208,"C8-Neg-101873"
"C18-Pos-101109",NA,"C52 H88 N2 O17 S2","22-24",47476.1946680293,"C18-Pos-101109"
"C18-Neg-100596",NA,"C28 H41 N7 O4","22-24",47369.8010564763,"C18-Neg-100596"
"C18-Neg-100566",NA,"C8 H15 N O10 S","22-24",47345.6290673814,"C18-Neg-100566"
"C18-Pos-101315",NA,"C8 H21 N4 O6 P","22-24",47323.3752989273,"C18-Pos-101315"
"Amide-Neg-100671",NA,"C9 H22 Cl N6 P","22-24",47322.0174052267,"Amide-Neg-100671"
"C18-Pos-101328",NA,"C58 H81 N4 O7 P3","22-24",47317.9199845211,"C18-Pos-101328"
"Amide-Pos-100606",NA,"C10 H25 Cl3 N5 O4 P S","22-24",47301.7508138795,"Amide-Pos-100606"
"C8-Pos-000716","Cer 18:2;2O/12:0","C30 H57 N O3","22-24",47298.4293562505,"Cer 18:2;2O/12:0"
"C8-Neg-101834",NA,"C9 H20 Cl N6 O4 P3","22-24",47237.6819382469,"C8-Neg-101834"
"C18-Pos-101028",NA,"C42 H80 N7 O13 P3 S","22-24",47063.1541233568,"C18-Pos-101028"
"C8-Neg-101917",NA,"C43 H87 N O6 S4","22-24",47035.5505794599,"C8-Neg-101917"
"C18-Pos-101238",NA,"C19 H47 N8 O P","22-24",46986.6956493502,"C18-Pos-101238"
"C18-Pos-100777",NA,"C4 H14 Cl N4 P","22-24",46980.5385833694,"C18-Pos-100777"
"C18-Neg-100641",NA,"C27 H5 Cl N2 P2 S2","22-24",46953.9257045937,"C18-Neg-100641"
"C18-Pos-101287",NA,"C9 H22 Br2 Cl N6 O3 P3","22-24",46904.2016858655,"C18-Pos-101287"
