Name,Sample02,Sample03,Sample04,Sample06,Sample07,Sample13,Sample15,Sample17,Sample18,Sample21,Sample23,Sample24,Sample26,Sample31,Sample33,Sample37,Sample40,Sample41,Sample42,Sample43,Sample46,Sample47,Sample49,Sample50
Label,F,F,M,F,M,F,M,M,F,F,M,F,M,F,F,M,F,M,F,F,M,M,M,M
Malonic acid,355044.654780668,912338.68719336,394853.567800301,413921.040314986,338302.192319302,1211794.33850067,2269504.34815549,NA,1049156.54101036,1171860.24825136,295858.259869118,474110.856581833,679166.233052311,2562361.52971856,1537268.36590547,419760.008874497,1741982.92860266,705981.244729966,835407.645593835,2322945.97626206,613134.148415688,670849.629791765,450745.44366443,573562.007754527
Melamine,1168538.48510556,1225350.45384197,2468528.48261345,9186080.97867786,2998892.08725908,2872673.23545332,NA,2806074.26725124,1049322.79526435,1096234.68974493,2348433.02714025,2371362.20277838,3243568.47638432,3516986.08656637,5999220.86261786,NA,NA,1850502.15851229,1305871.25781596,NA,NA,NA,2495741.23434193,1335467.57690291
Methasterone,NA,NA,NA,9299465.22366479,NA,NA,NA,11688125.6181133,12456930.8530426,NA,13595647.6304469,NA,14311594.1631971,8990130.61897233,11043585.7961759,21680206.2075261,12873450.2707363,11587058.665954,20996377.1400993,15960873.9801958,NA,NA,22533327.3617394,23561131.0951093
"Methyl 2-amino-3,3-dimethylbutanoate",645339.022429891,665020.511519693,636856.684079532,794301.005062749,434636.711386017,746172.737249003,566802.069133324,1315474.36685955,462293.106403954,637019.925359222,693871.44908197,827571.235854929,449015.783216391,808662.901381303,798747.236731322,377977.925940813,460391.929837531,691587.310518354,709277.579957293,647507.235905912,769165.003929628,610158.84149011,811392.375408862,623829.799580741
Methyl Deoxycholate,1092040.11641811,2528166.12424121,1791506.45850136,1450713.45641144,2923993.04068923,1155444.28123737,2720561.66066305,1022601.298428,967238.881502833,1169194.4678247,884013.002752153,2748323.06859348,596625.215707865,1067167.4180722,1457693.56175557,920580.580287138,679002.635407011,554824.080188778,2770975.00128207,556321.419452636,1135281.76729109,1131785.36393272,1874661.45961467,780240.90063466
Methyl isonicotinate,NA,8676.07155464598,NA,20715.0075551915,19631.4511126946,5502.51870509497,27197.4949817066,NA,NA,NA,NA,NA,20109.4178958963,NA,19512.5922072834,20173.7606833766,13081.9832851182,NA,43862.4344582871,NA,NA,37541.9651592973,17178.8039095722,7672.94806192683
Methyl picolinate,312723.069951611,244595.059510006,141458.887639539,539751.897906537,218937.805009681,207977.622529348,199602.189603838,391027.344945772,340669.450262097,351169.341670169,640419.281329718,193764.449859551,148984.261855032,275796.794056691,258953.512380609,149177.603419311,223857.877299403,204374.047554984,266686.636249103,243167.139441968,246374.23115557,247198.831319396,289167.558953347,232946.975036491
Methyl-L-histidinate,NA,6169970.92914354,NA,5476832.92339133,NA,5091168.28228086,NA,5991525.85364466,3272143.30875204,NA,5411335.60749289,3941162.47136756,NA,9326661.66552043,NA,NA,NA,11099699.166251,5080648.27560633,NA,8149196.20102003,5730757.46817466,11707363.5363909,NA
Methylimidazoleacetic acid,2013098.80522444,NA,NA,2867052.11035932,NA,1885503.05386128,2754039.38092828,3018805.76025885,NA,NA,NA,NA,NA,2262506.99639824,3060054.24210938,2449938.22005678,163184.940940156,NA,NA,NA,2891828.90673833,2295022.99892015,3153411.26782732,NA
Methylmalonic acid,NA,4904538.82026413,5487323.21004245,NA,7009593.20839426,NA,13369190.4924841,NA,4404867.45002936,6237852.9959217,786932.390080959,1872670.7619748,3546497.4155353,NA,NA,NA,6202012.86192761,6109603.44601979,955251.14704643,4110990.15685924,5217585.04710686,4557335.00913092,NA,7731662.21696989
Methyltestosterone,317158.519989264,661164.418058728,539355.353581758,496026.114944363,506887.357845982,NA,387219.526275876,NA,491004.078682418,406592.462360116,407590.042942202,400081.214250764,589129.536357869,237396.433076288,NA,463281.399241931,912006.49207473,360756.494127706,413977.778040033,410768.35503614,365060.313566417,NA,NA,417534.524122811
Miltefosine,337347.205947503,396635.265487643,759895.710610511,640300.217210422,489702.885762212,541360.225737398,489521.315766028,1185700.29313409,353122.902436523,416462.969699016,628732.902019232,952404.658167657,301575.244756412,421664.051673342,2794342.75658139,384943.968894126,318560.391343901,616625.067676994,861839.180887575,392997.058681425,390934.317963842,697410.291782301,620948.479532179,1057697.61577047
Minoxidil,24156.4649755207,NA,34738.7927612684,28859.4802180306,117198.705440735,211582.345956869,117368.071270354,31501.1014453245,NA,33573.4541771682,38911.1312104364,138681.974037428,NA,149844.793245483,1201649.67792522,97259.3675779645,25700.2193553481,114850.84552891,47187.2986024005,133478.287561019,51982.6605969317,NA,59424.7915482927,70201.6146772807
Mono(2-ethylhexyl) phthalate (MEHP),53106064.3162617,52416632.9846694,48787473.4867743,52524183.2969412,53297851.6641755,48344533.1181372,48266727.3540794,48928700.7930715,53947968.0044384,52027775.7150831,52575246.8874543,50878897.7711119,52682263.7557303,46987742.5778485,48482582.4483469,50591567.5574645,53327669.323119,51641245.1592471,39990974.3173612,51336631.9414297,50034552.6179168,52322807.4192554,50079532.8728084,49949285.8557476
Monoarachidin,60662.1104163047,48184.347675786,58212.3926668723,54151.7985518816,66648.1918838936,46809.7922741559,110581.133016709,44756.3997144516,74355.0579686836,37943.4700731372,62600.1374046892,91785.4808498328,41606.5600265983,44214.9253377947,55024.0388816908,42498.4338094643,42556.3584891662,47851.3972735771,25792.8804405248,69167.8605372204,48715.2166290276,47211.9373929896,49749.1115885469,55626.1438115542
Monocaprin,410593.370569221,383842.244644752,468262.812612717,491206.270258009,400307.999743001,432108.936837025,456440.948593463,400606.266530202,474865.520774677,405058.233237483,402101.46709766,382114.725399847,336513.374008601,413756.718025499,379825.005588481,393541.066440728,372348.758646266,382091.157298525,280971.247127086,386760.30311928,396805.094673611,367357.520268728,370981.672769768,398067.352386077
Monoerucin,NA,2412660.92338719,NA,6315190.35006319,3133870.10774586,2654518.66811779,1326954.33655301,NA,5328490.28630711,5603310.20904618,NA,NA,1927072.43703333,2522079.22395167,NA,1288499.09876886,3616735.22404156,NA,7445239.2068621,6646072.42648149,NA,2333982.32174681,NA,NA
Monolaurin,14840210.6679516,15104418.737325,17066725.567375,16960171.2979889,15129405.8591232,15028027.9765643,15725416.8341442,16100593.5926065,17781487.3011862,15798315.582234,12969690.0280965,13652131.9426756,14104852.6256194,15069813.7730337,15133189.1656568,14435143.8607931,14622317.268995,14970537.9258794,10544735.6240343,15414851.6495511,14818529.4175558,15528089.0660286,15428154.5681525,15889143.503969
Monoolein,158372111.089638,168700295.141704,167716140.062859,166722506.345217,158960017.834316,166257109.757224,165070247.493968,162983926.175559,166563530.870952,165006647.659704,131673879.909922,136492354.481634,153503624.261782,148355305.60939,164311425.28927,155607613.244236,161469699.401416,145043122.755366,114295716.504928,161859573.176861,157906651.499627,162874622.735312,160709834.577654,157028403.919833
Monopalmitolein (9c),2846053.4520277,7277858.85158969,3789584.10442834,7197677.77995442,5853727.07684886,3590495.49293618,6663363.53924536,5371009.4385789,3439879.48930736,6320154.39724673,7162843.20364916,7497760.50258945,1999800.63369802,4859516.99463968,7777781.04266758,5440806.65290605,6901141.58017362,4506724.0784538,7205211.04781957,4060412.55653482,5955970.07629471,5052131.670086,6253985.62695858,4368652.84296108
Morpholin-3-one,2115982.68920381,1882536.52191165,1131661.47401264,2632872.70250969,1380611.80913438,1598356.29197058,1185650.25913932,2026644.03229347,2123037.90665714,NA,2785479.01873375,1276330.7434251,1134211.09646155,1211553.0916579,1693610.28032783,1231321.35680755,1502759.29489024,1388161.24314871,3205939.87728034,2559919.08122933,1869464.99789136,1491074.21542004,2362133.7236882,NA
Muscone,61515829.4904786,61584479.4750506,61363606.957486,57399292.6537785,60922512.6360992,62014399.2453608,62970691.0556357,60234160.5706969,62359393.0200813,63705940.2588179,55706761.4589065,56904879.9373194,60583841.4088003,57888040.77472,61116621.1141383,60905736.425219,62983290.7190538,62329217.0965182,52826475.2002281,65746734.5160674,63840310.5214435,62158165.6005504,64428658.5237386,66305983.693099
Myristic acid,2373135.02110695,3400741.53436942,2219827.60686253,2624372.66959276,2820549.54073049,1949376.19572958,2660550.23708061,2337554.99215345,3519689.32301248,1754615.28457118,2349518.91574265,2118009.67104758,2541292.6737096,2027354.70811452,2199254.78319978,2093764.78043816,2562047.49887247,1764112.5334025,2560032.58410729,2640442.67572076,2457043.1150789,1922688.42799915,2348516.46371464,1808123.01600167
Myristoyl-L-carnitine,116657.011928169,221572.086844882,330383.060052398,89511.8492333618,135972.154512838,266424.591440954,210702.612224944,196140.18053963,89346.9843287708,157272.416214186,NA,176995.556019563,134242.01693055,NA,381110.82264745,NA,178850.386513611,213715.702190325,487359.568398886,307640.490956479,175357.593653232,188460.29934808,311174.642324665,201487.760086439
Myristyl sulfate,53298.3111219761,5145838.79943579,2102369.2674089,1414451.06276323,1993038.80220671,1192744.84276437,1570744.26824635,1412077.57227379,866038.012746099,1281457.75835099,1078733.07992592,918448.25823607,51085.3730120078,614020.835933769,1742658.29461951,739881.21170429,1207614.23066866,910857.227617347,1320509.65653367,778674.951822917,951613.74044553,1201897.6440946,1536191.95260705,968991.371901087
"N,N'-Diphenylguanidine",52130261.6934867,12205144.3659295,33665748.8912164,409378.117413383,57236805.3555555,10228841.290946,13867448.8921902,45999287.0239276,16900404.3695307,5899696.75961829,13593740.0751936,10055033.0252386,21489532.0411824,1399653.84174232,5997907.75585154,66790758.0939535,76201659.1230942,150526998.012512,9136363.00256072,2136767.9439355,1725052.69096708,4802877.42087939,35584136.8809328,56070725.1679726
"N,N'-Diphenylurea",42116.0956824308,NA,548261.726404666,NA,37741.7645673121,19299.8785486938,234826.980302299,11593.3650501084,19956.1631033831,NA,31884.432867952,NA,16621.7488361674,NA,NA,504713.898837967,151412.285923563,1661829.25402414,15700.664041372,NA,NA,NA,14777.0695853912,55459.1660062195
"N,N-Bis(2-hydroxyethyl)dodecanamide",335802.79286412,NA,740942.572828491,214013.338172301,244835.193933342,288234.500162513,310751.113814888,301793.198721306,318091.634136097,275697.164202134,186361.740019595,362668.919710278,247836.331104009,181211.552375862,387219.977508915,259721.242748121,198902.15927845,298573.817454368,263244.887078536,249704.188341609,292051.015519404,286653.768618909,458607.869761957,338910.345818049
"N,N-Diethylethanolamine",206743315.82852,135397794.445956,45196655.163032,43147018.0247047,231858866.504115,130497062.951096,224580770.328343,366426809.562436,89971710.6687235,108309489.576196,52587127.7448682,130590415.586023,58763612.9546406,258392922.098174,1177911674.71541,158555675.286582,129528525.486063,309937714.578051,83779463.7112191,148053885.588773,195286938.930306,107163410.957298,100772742.490837,106829128.497444
"N,N-Dimethylguanosine",636002.667822441,1226286.11215156,379774.092784877,1725216.62164928,995759.638255702,422817.837266353,616399.795853191,522833.120408125,1859482.08375824,1000579.59483166,1349517.12669078,407404.111619134,515217.253755177,504364.816778924,386096.586681007,685089.805439707,937024.153980876,712019.889454078,1008379.61184584,1378584.23321983,620494.41597169,423624.809092471,1055429.35570618,528555.513254233
N-(4-Hydroxy-3-methylphenyl)acetamide,191902.492366077,241905.283333889,257337.142661606,201390.835349362,90417.9688133613,123971.673021966,170857.442680647,117779.260058604,168355.311611421,135005.320356056,216281.480639075,106008.680274667,154788.123290832,143510.6440985,313334.323717099,182579.65240005,279110.403536833,246985.621145681,233144.021448064,242505.404642656,155032.679497789,229501.427487808,231490.77972939,139962.387865281
N-(Octadecanoyl)sphing-4-enine-1-phosphocholine,6864733.15682977,12739732.5933581,5262891.20281697,8030438.49369117,6031186.16726323,7179317.50166805,6535220.52610953,4468672.66592961,13011276.851229,14265353.6076857,28044060.0608655,14310539.5801867,5966829.4746207,12317248.4649306,5696689.46098086,11877863.5739599,11923895.6684785,23259614.0342302,30309567.7939495,13029015.6215274,18769884.6619881,8048861.21716142,23091157.9384929,20980921.9233627
"N-({(2R,4S,5R)-5-[3-(4-Methoxyphenyl)-1-methyl-1H-pyrazol-5-yl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)acetamide",84895.5295517153,175852.248860211,108914.06398725,190297.354557295,119128.176794514,21754.9900745499,84598.9327138293,119234.983198728,119211.745230722,100569.227418897,356233.644245263,69945.3361504985,97065.6023039208,305595.04672587,83564.5001277648,101893.301541925,151271.471635241,122730.082668308,173489.886979358,142767.323059094,132290.346017329,101104.654431009,135660.934955833,104916.25665482
N-ACETYL-SERINE,NA,1766504.45725528,NA,NA,2416361.34289883,1431637.54416064,NA,2508448.54426464,NA,2473627.94764582,2158405.06005421,1829842.13841014,2224216.38389238,2206146.18510715,929521.735015382,1809044.12145664,1257512.22111219,2559383.62512504,NA,NA,2273730.72169743,NA,1705722.30583305,2090768.45516563
N-Acetyl-1-aspartylglutamic acid,12668371.258286,12771856.2739182,11509490.6947431,15387459.6194343,11232192.9119865,13052122.0296923,15975823.9675842,16498470.4658195,12361735.5886061,11383631.0193022,16050075.4965975,12822053.0227025,7795788.33056157,14984874.3225008,18091128.5256911,8820538.20689954,11532864.6733105,15239333.5685181,10944785.0366496,14066363.437565,14506992.1420947,12187762.8266942,15893970.0738152,13046120.3115731
N-Acetyl-D-galactosamine-6-phosphate,88278.7597854769,140659.69332776,43856.2318472897,127619.261728,127272.773360704,132830.767735458,114716.783663682,131323.900966543,57102.8024743902,127446.126063262,84757.8046107431,87583.4463448246,80920.9134387178,162817.501407243,71480.9061732154,80478.6749413158,166699.045699905,152810.044007769,455625.191560727,96425.0871593097,123540.070870582,105527.136615763,153692.211772375,126103.289601593
N-Acetyl-D-glucosamine 6-phosphate,83039.8394494896,135805.260064663,86655.9919060221,254495.830668957,133589.838235021,NA,126933.127935314,64413.0245157101,270550.540337582,190817.620114501,288387.491140376,NA,79648.9458471292,91659.3295672244,108909.795603337,107778.800185661,178246.026604954,124848.509616037,278216.975751697,234654.861843626,128386.639964601,110993.327997482,120745.333159056,124750.4833976
N-Acetyl-DL-aspartic acid,3455813.63347173,2870051.41319879,4259799.50798201,4069439.25816471,2857874.78718483,2900375.21134493,3297645.17995463,3043693.91613797,NA,3487332.28172967,3159774.79957186,3020314.20825335,NA,3148219.73615594,4577684.6033825,NA,280880.116108958,3651389.90720709,2365940.85728542,3774845.15357532,3040313.45702895,1801464.1482172,3924886.03160378,4753948.20499006
N-Acetyl-DL-glutamic acid,6895204.6089663,7222093.77972463,6815129.58604836,NA,NA,5985401.11509175,5931436.95086744,NA,7611457.87030623,NA,7926474.71846934,5243415.50074376,5613741.27333461,6304992.20786942,5919327.34849787,5770048.30233548,6310246.5873868,7755165.65585546,7982716.81416601,9182995.7076624,5993647.64952995,6222501.37671986,8233909.75271913,9422540.1956211
N-Acetyl-DL-norvaline,282795.472982157,497005.162386183,121448.554931745,274586.924057177,222651.216468306,142257.124089989,191137.564929908,241387.401235894,418397.991237983,245203.249048425,114203.739705283,141666.131506239,164001.545714234,275507.107328129,151891.398118149,147333.363103528,217463.468472091,233960.929160518,369082.497707015,458903.593855502,257543.048595887,156500.373904661,274117.116446454,229546.533496569
N-Acetyl-L-glutamine,61532.2558592094,115188.941897286,71662.6330989934,93774.7873046817,102932.776988774,87796.3408051366,116499.129587994,116042.965416142,153507.948523238,143557.92958057,42824.6844748475,102486.32746652,78110.3050384654,153631.388272015,81580.4864252046,80645.1197324065,114667.225134602,114607.870828909,193370.238458472,126709.859117704,100175.227669889,73546.6164064374,115585.86827233,117805.846198584
N-Acetylalanine,1705673.22026264,2773275.82608887,1869209.56146871,2577268.23869052,2893073.34546075,2738601.14072228,3257718.6921292,3389109.03129696,3070948.10170669,2864991.74238354,1274985.22416409,2590304.28406796,1687929.51385822,4269813.0815889,3356101.12093335,2033488.80143798,3080818.97437625,4024117.41264379,5319663.00264251,3692628.61470816,2887256.29804752,2298295.07604301,3193009.54138555,4057285.22287265
