Name,Sample02,Sample03,Sample04,Sample06,Sample07,Sample13,Sample15,Sample17,Sample18,Sample21,Sample23,Sample24,Sample26,Sample31,Sample33,Sample37,Sample40,Sample41,Sample42,Sample43,Sample46,Sample47,Sample49,Sample50
Label,F,F,M,F,M,F,M,M,F,F,M,F,M,F,F,M,F,M,F,F,M,M,M,M
PC O-42:6,172464.819447606,239464.253607936,118583.605902172,167296.464951536,NA,293406.721851197,NA,482120.272749714,239696.853014285,179151.931133556,478842.977494173,500191.084223857,NA,273155.458697647,416763.873731262,NA,288332.648204858,275142.392227386,157966.074474892,159827.56662301,420114.812078503,250359.116549094,308822.214099281,192314.944146513
PC(15:0_16:0),3236233.54589328,3552919.95318537,3703709.21336791,2622776.07719407,2952537.84433293,3599272.35995074,3523303.7262855,2800786.03244907,3591949.92772571,2916614.91617882,3910890.02823483,5507266.06154518,3237783.28048697,3453505.71799884,4213300.02341367,3402563.42456028,3283298.68836025,4802742.93996807,5315608.47739668,3065157.38323871,4180359.80700266,3377147.14021238,4265874.84570841,4032298.86040289
PC(16:1_17:1),10606076.727632,8481208.60064865,7940894.35607364,5248828.07872078,9812749.7470849,12097071.2913172,10032061.955816,8842354.40360769,8726914.18522405,8527499.95653341,9474871.33543651,13431210.8362089,10578108.2951615,4851894.34728894,14408174.1322618,8921485.25371659,10432373.3439559,6244685.44414436,4024203.20030478,6410615.43720671,9020942.95785695,6061765.95991759,5531743.33030185,7785306.31168936
PC(17:0_18:1),5616872.73145082,6034217.15875883,6067203.07272119,4828563.21677234,5482437.70152773,7108716.60351065,6931631.2016491,6139209.52827772,6329125.72750985,5728638.08317054,7899808.59356279,9697519.70857896,6104702.98871549,6540932.80827749,7710573.10396308,5860641.5575009,6125684.35863489,7016669.54039204,7800766.33087319,7058849.90321162,7681717.78140742,5801363.70767031,7118854.61033728,6013634.01840499
PC(18:0_20:3),34490718.7755862,24755422.5997871,27407353.0449575,45977896.1543348,37413186.568067,36264240.2852409,36902927.4542336,45203386.5663901,28797554.0672371,37394468.9749651,59483399.3923638,55342452.451072,20654753.3410966,57884234.8670662,38889578.8801456,37597374.0157763,34327041.0284705,29322534.3493201,52635269.6235076,48784423.7992935,58092930.1045775,38010931.7998953,42103322.1144467,48013597.1413341
PE 11:0_11:0,161640.109787804,309996.557740595,294742.273271916,466022.493424318,275480.775546976,269427.927927398,430227.129381585,263023.00364785,353826.951596465,418492.863109717,234757.110018507,NA,275854.455410269,165158.300932403,176059.831267782,269245.609074716,NA,216544.492815202,66517.8426119454,202046.308189268,148200.564872569,182996.167105321,136177.855788586,262863.459707789
PE 12:0_20:1,2750780.602493,2556741.09671389,3472071.19061926,2286879.08714753,2760750.42522233,2695050.93488619,2862281.05744333,2264824.13846281,1440374.36445741,1930264.45050212,1626486.30517072,1248499.99400567,1559538.34287944,2228573.82149256,3264684.20512331,1684551.06115774,2575181.03785478,3231988.08604506,2124006.98502801,1397887.45465042,3635421.00786466,2835070.31516724,3075577.41628021,3515426.44092322
PE 14:0_22:6,1017834.41608673,699053.218372667,622910.139742484,508905.599344403,705100.349616152,479375.089929108,610596.778283745,570570.786096207,618241.804889368,419108.924100428,477058.402510211,431991.033860264,745994.306815477,473475.991372915,617908.922920571,540042.883994599,632392.577001875,490720.443090461,602367.792283086,559462.105964982,695858.917276402,687962.969718804,560370.286753779,452662.486337811
PE 15:1_15:1,205273.349878512,205435.773011657,183315.686886813,173320.030624088,219309.48573956,177824.315595108,176996.840733726,144690.13884622,160846.349898718,229909.383906611,285940.048823145,193392.407377599,165402.906241412,214569.311824839,224769.539914449,145100.95980156,215421.270733468,175126.264875259,155491.099234427,162670.194489117,253577.045842874,250533.255772926,228026.100606639,127268.059243245
PE 15:1_19:2,1368464.78291929,1002019.88316965,1344764.57621871,1080658.57940209,1468948.70588028,1343334.20725995,1305245.39405467,999459.824416429,921682.884180354,1124295.54101152,1487978.78480017,1224398.80589137,1162737.08655473,1360720.61846008,2395130.17633671,1089897.43471346,1783612.33205134,1246197.29341439,NA,829713.40819978,1487999.05582322,1831293.24777452,1330187.14982758,1052643.21038547
PE 16:0_22:5,56508389.6287968,48535274.5257353,60251747.0871724,52228596.2390373,58067149.4148559,48694355.2766884,59100057.1795563,42685641.9730141,37204330.3634827,45450808.5733425,41503332.3273647,24984557.5243289,47121770.0262108,39697345.6756169,56131720.8123721,78533769.7354991,49909936.9731716,47588251.2310685,39032835.3946121,40099654.3397135,50741788.4099669,59360269.5276076,42313647.0965071,63481726.0592341
PE 16:0_24:5,13685937.2014749,15049905.2390027,16033063.5830055,9795370.57458264,14732006.7714092,10506584.9388071,12312895.2787675,12267293.0449434,14067987.4177003,11942468.9399033,12728235.1248954,12194690.6230339,22511933.3409834,8214937.75301883,9304756.25083019,15912359.1234128,11430968.0032126,25366808.6690035,18988126.2861266,10470071.3455453,12737694.3363707,14455659.0287317,14550803.3162336,16755361.7065642
PE 16:1_16:1,880826.258426862,606069.701523418,1003308.79181605,635268.121776564,828896.354006481,704933.66324109,676616.251090412,661451.952631441,593647.787722614,758379.802968406,849425.608179864,694580.892275881,598408.544517338,731631.647646763,964398.034622789,612824.344237276,951086.642467831,801220.740316984,675223.409148377,437604.282286162,1003267.14529539,955968.350561625,1066189.60716082,795246.265002772
PE 16:1_22:5,36727869.3788674,30093828.2721886,36851425.1390609,24682343.6149433,33524022.5846501,27795865.0549929,28033839.2377588,25284651.8722533,25360114.2839959,21383495.1924868,20565997.1176978,22472164.9642586,33426351.9382873,22235366.2037686,30916611.3489252,30237893.4360039,28576808.9899164,34609152.0809661,33873564.7238029,21349737.2423133,31281566.3224914,33454987.976991,29400621.4292058,30541868.9496725
PE 16:1_22:6,10494131.3820843,8117227.02695895,8485180.01641178,7285767.61868607,8156706.1983418,8207215.84380066,7380542.75754029,8671937.13143233,6408517.27250072,5931606.64614489,6592273.71708718,7070748.14109857,8712917.05593975,7931719.14017176,10913956.4528659,7771766.92234455,9372800.79696678,8764556.40458466,5996613.90644111,6738004.9066692,9322349.71905846,9770241.90581223,8038596.68447052,7898404.41632044
PE 16:1_24:6,32556787.9027876,24042119.8753574,30284755.5858174,24801413.7001935,29018691.4206851,26892611.7867589,24909964.4148382,25579529.1818127,21319754.6839839,19493709.9387421,20779172.995326,25120889.7658151,29935457.7921284,23639752.3685421,28949864.2738381,26546367.5128129,29765538.5155224,31154067.1471017,21517087.5025708,21129023.6104275,28037858.3112108,36398939.7605829,24264027.1327278,28988819.6721685
PE 17:2_17:2,3110906.0090477,3100498.08445199,2923294.3729724,2516150.46454563,3304332.89345578,2566744.43254768,3369035.24591421,2430353.21568602,2006706.56907348,2641546.22527765,2564779.70073322,2022834.50518323,2736082.65459036,2017230.53041838,2906872.79174197,2517497.35206901,2249436.39531481,2164587.83563869,1791780.92778636,2147610.86003847,3063032.97315312,2642228.43607066,2449447.61244929,2714573.72196629
PE 18:0_20:3,NA,NA,NA,1219988.65227041,NA,1632329.96438484,NA,2148524.24353656,1856501.26272237,NA,1512791.30392819,3724880.61591137,2039722.19358175,1317573.55666741,NA,2474842.26902412,1812491.27454008,780485.642725228,2036127.00570656,2168958.0889515,2779394.12144476,NA,2472276.36368048,1851865.19583995
PE 18:0_22:3,NA,NA,530828.950941111,413436.135574801,NA,NA,NA,NA,NA,374663.701334296,416565.968923419,NA,591640.729026764,456582.590029133,682515.10749383,NA,284285.751100292,251242.590876689,885847.389338509,NA,1655267.07988362,NA,1269594.36931365,NA
PE 18:0_24:5,1190753.46658118,821503.135963823,588672.842660918,585277.592319368,666816.149120512,1018124.36254882,523031.647885765,425682.906089361,844671.425712588,634133.226846465,749013.502317545,905522.2362133,866665.20057279,472555.967955851,967578.699223275,722565.963480895,825000.132267379,2006394.01175182,1907580.48316814,961875.204217862,1680533.06676744,1800264.63478862,989368.230254799,2011678.05372586
PE 18:1_16:2,335238.99707766,211247.769482512,236526.706278372,214653.436105212,316656.06255665,239288.68874003,256279.123128287,222355.709464512,237872.441788271,240730.438783272,288110.974085398,270677.681588515,223364.608706442,274960.75025669,457005.203544893,193786.132965345,339608.343469703,170627.341178608,169225.990877383,164345.269641604,381184.214021636,400012.798135201,262959.863008887,217432.52393439
PE 18:1_18:1,10212332.2225921,8552071.92036955,9690502.56028873,8858314.69253849,8775420.64059795,10028903.9903343,9697423.1003338,9930839.67786435,7107633.40003682,8535675.71760176,9553367.60046643,9601774.63354522,8938138.76863951,9943456.46231011,5761764.01726914,9502135.90939983,12058631.7252631,12277406.2206756,8128986.92127446,8014162.64374356,11696688.2973388,10620128.3329968,11336345.1946532,11850409.9006318
PE 18:4_24:5,2086636.71571538,1241825.29923596,2374161.81836707,1579590.92266043,1552248.5026292,1469390.14295285,1745153.58984533,1449961.75708572,1626959.42407695,NA,NA,NA,1572651.99730531,906551.631778664,1476812.85947943,2266858.95169647,1139752.96638901,1518717.53061406,3572075.10428049,NA,981455.79544024,2004923.45891929,823484.632593596,1902919.65403264
PE 19:1_19:2,2748591.04516793,1356150.8094047,2203226.36190263,2840742.1353126,1860417.24981643,2348802.93667963,1673795.30711188,1743398.1057119,2371902.01646167,1427203.44174571,4050710.15056563,2949247.68000939,2404942.12396159,3169021.71828765,2739948.10734131,4416559.95825955,5214501.19647056,8399722.55346438,7659150.4139289,2841185.89877377,4745472.24010969,3978124.61600452,4789997.56244783,5617583.37870611
PE 20:2_20:2,13550256.6121219,13626540.1695333,16620401.4171082,11168511.8878962,20341606.6638641,16755417.0517848,18603581.7396067,13300168.1480749,11596272.3043782,13980033.2795826,15753650.3866297,22683249.2785509,22455106.0990016,16757119.686431,13749496.5527287,16085380.6893856,14246025.5655451,18716070.7429069,22770082.0412716,13386786.1792595,23910601.4785839,18244493.3501876,21580137.7986509,18158314.8530585
PE 20:2_22:6,5766455.53997119,5661341.73214555,6647808.27920682,5585558.03305435,8127845.88945581,NA,7303381.4187548,5686884.64579581,3753134.22657968,4786365.3063397,4393136.64899293,4799972.71961674,5570493.69136794,4318905.35866645,5641213.80895623,5521109.41209372,4129762.75506749,4331348.47949354,3554914.85045035,4455648.39832308,5620425.29043996,5283302.00253437,4551493.57567932,5225687.81425186
PE 20:4_22:4,1441076.5634262,1151952.479975,1345257.63724846,971238.429243484,NA,NA,1634026.88747696,1279133.13809879,941145.045606188,862457.25510933,913162.253112894,1005642.87758272,1137572.94626748,921971.5680198,NA,1155602.26237941,NA,573799.837659087,733894.594955823,1119001.29748078,1217189.46327229,1196502.52457171,875385.640908563,NA
PE 20:4_22:6,4803700.16182626,3440456.82561532,4796480.84160691,2925687.16833654,3902926.93293112,3237066.94429087,3382104.27219023,3331957.29542611,2755963.8772352,1739844.6702958,1579492.12534558,2077180.02425558,3747507.29424466,1875485.34458981,3541357.92866375,3190945.47764138,2792030.43919453,3163845.69822916,3203871.83216366,2402683.49313163,3132678.70843374,3892784.39380174,2873245.48374972,3164670.534694
PE 22:4_22:5,3696640.20980946,3481718.17485756,2977017.16074141,4021582.47673313,778884.867066077,2209230.71711816,3567124.76520615,3208968.52843508,2623478.92522194,2793773.2831909,2573863.3439211,2244461.0487338,3391178.32623992,3847242.70553714,3087291.7300926,3374702.42865649,2905599.1521578,2266419.75761465,1065087.04653984,7523692.98209793,2425955.93867987,3454471.71106899,2767762.85010997,3825409.03914958
PE 22:5_22:5,3709134.93578251,2629075.19594581,3682427.49617604,2966767.64106696,2133646.71793023,2837195.52837886,3785052.03491101,3746572.35320224,2264105.56186795,NA,NA,2033094.83184014,3664328.16966597,3026895.19392806,3507136.55929648,2638883.96125531,2262282.28163175,1546560.99668706,NA,1603993.02079443,2222088.15761083,2970151.16595489,792154.60342148,1911008.3250175
PE 34:4,639294.052559523,560808.813441979,485271.138797717,379733.880990988,583444.232273088,309707.99152181,573195.541686954,286392.381054145,414301.742705892,418281.943392207,449165.459972235,410262.043672803,490962.313216262,176531.650229748,291790.896506331,402773.090477904,414758.488748884,287758.790003687,207755.534802288,345180.065720799,622056.657187208,379894.935100034,253789.512501299,415218.40099949
PE 38:7,2301797.42353394,1542061.43612308,1418298.74211669,1177082.98362837,1637972.26571129,1422922.17082176,1289008.06216344,1635429.08927215,1391353.09149374,968022.12985101,1197021.56986869,1206862.30246981,1643811.43649443,1362605.48343629,2085229.41601272,1359884.37335096,1774391.38764891,1256370.64212156,1035928.03039344,752067.48952656,1744557.43794285,1771890.23603227,1268309.511309,1214997.63655505
PE 40:5,1489569.08580544,1118200.96880789,1271835.08115724,866542.795861688,1296594.58563322,771603.256606675,1089948.56768276,1230842.9279868,1522872.63805047,768376.666800958,965138.909592263,1506998.98334925,1588747.09993992,501604.24327311,867647.415733171,1831937.59278918,917601.815910666,676795.071106499,1854032.72339562,1117180.55933186,1363187.7788146,1377061.47336928,1396763.66684704,1150379.8170161
PE 42:10,947200.970707332,755203.251854479,1064973.77739669,562910.850553599,969688.716759422,676450.972029818,680232.049331711,455554.959468602,569150.196195515,77370.4536421202,155434.692565407,152739.448529537,659561.379644502,285615.489611284,745052.48280602,525888.810709657,539670.469490872,521967.658338814,468219.431172313,171245.526730113,633345.298402409,750263.875190733,537834.901365242,465505.517561179
PE O-16:0_22:4,798213.760749141,680092.908449304,1006320.22903653,487692.892852206,789567.790829433,759994.771927399,814786.107891157,760941.345701313,657934.571591516,454031.57534316,534649.772829643,1331991.95181358,633055.558820266,246030.39005341,737620.367754544,937678.695308809,656199.707704043,453929.450416635,1417148.60707282,880709.022196558,1129685.43035502,247968.478586179,912547.194146039,811223.500680127
PE O-16:1_18:1,2514029.50451777,3145256.05677392,2905282.22590688,1877888.88141854,3804218.39462905,3876233.42662534,2208754.02889276,3163408.5807686,2273579.20237156,2575760.79622892,4251560.94734709,6147768.17849548,2997591.08384428,3109465.91629539,3276526.10672899,2607037.83352746,3508500.47183639,5659451.71691852,3949511.94442161,NA,NA,3459316.97487863,NA,3688913.34621414
PE O-16:1_20:4,34844211.835233,38769688.6763324,42347155.6656283,26905824.522533,38031710.5210025,35457770.9162022,40504469.4426287,34636444.6716236,26339085.7015366,27599840.9508078,26480379.5898388,26719358.4044355,36434235.4291693,26832735.9569498,37371738.9263398,32333273.6082295,30821553.4301016,25980921.5432996,26463901.2592605,29335539.2197158,NA,28166022.2357227,32976171.6512771,35287471.5699614
PE O-16:1_22:3,19060.417728813,106508.433603037,180226.42358587,203706.491432091,123137.045705765,156909.488756822,155809.904755273,206985.30189611,180656.474656255,131227.406329097,241874.857983496,525879.858687293,134944.241941594,206750.793509774,368469.249332303,295356.515303857,271479.406547951,159716.734045132,643841.992074791,281409.758097958,514238.331016735,318402.337657693,498040.758055536,240725.192229225
PE O-16:1_22:6,36030520.0327722,29934739.3608025,25952069.2435308,21847113.954558,32894460.4804476,35970656.0732998,25652305.6944976,29548371.748381,25841160.5214296,22897929.9403824,26306264.1611891,39992772.7295774,38482536.1452955,27072489.5483376,33240788.0865078,35304228.7066165,37526507.9199402,37098316.251077,38289723.0551464,29474528.191995,36681615.3480061,40840023.6602595,33296472.962208,30629876.7043465
PE O-17:0_18:1,12728486.9857775,13715791.946719,17434590.7926403,12450862.1735587,12182364.4652622,16785663.1422515,15300718.1105412,10666423.7515305,15871212.1097308,13839080.6169893,12264790.807373,20632990.5154538,13081740.9064776,12461744.155441,13545145.7226993,12380060.1446333,15043478.4233734,13940732.0241076,18535794.558242,15502031.6476095,14145403.2510994,12075698.7540273,17067369.4483186,13594934.3732308
PE O-18:2_16:1,674663.651988276,590952.436999688,698916.257217897,495414.617230367,604070.071400587,NA,631220.817946851,790597.64249861,321908.251817858,480597.537246063,735653.997671857,949422.35121605,484948.963010692,584818.141697882,1128957.89446566,547433.840139502,913112.802702426,859939.988697846,582215.753146693,517060.09618549,863444.716827979,777213.881966999,832386.632825843,785940.044776297
PE O-18:2_18:1,169845.125344901,104719.738087673,117573.421354277,102674.546168392,145308.991718178,127683.267549672,127834.22664057,249166.619307554,211545.946902674,83156.873762575,112634.153319671,424745.473928803,153335.487244047,120858.564770352,280683.836228855,168365.758743051,184019.557978361,78599.722131017,200313.387390422,153511.70083952,NA,140214.993197165,202432.156662286,143001.451775604
PE O-18:2_20:4,15975202.2469698,17634625.8071752,18130377.3911292,12064926.5446574,15857672.1231135,19439446.6872676,17400286.100042,23593088.6915208,13602580.951371,11945744.8703175,14057201.9048801,17363017.4621415,14948860.674383,16684141.7832756,26176893.3065236,13070047.1242422,16996948.4221761,16739153.2147275,13957556.5991597,13363090.2198071,20554555.5364172,14439897.2761702,16441143.0549603,14747463.3205349
PE O-18:2_22:3,2697225.77808607,2973862.40058899,4326850.99169851,2349103.99870753,3333540.61196273,4310145.39320021,3190764.1613311,3521701.52956225,1919981.67091971,3106784.49501674,3155620.96735735,4847849.91157198,2628280.15096414,2700151.49115435,3626605.16329167,3556430.06766057,3156262.62329283,4372410.25243144,5567394.30458443,2999862.9350231,4433725.28676444,3387888.03701044,2904080.30377385,4230993.67438381
PE O-18:2_22:4,3572943.93700406,3990945.09860002,3331018.53616877,2660522.5085239,3567237.84168939,2949243.65348718,2742194.874436,3003554.08323207,3594985.18557607,3818794.34631356,3981193.81079287,6313248.08136722,3976872.10529457,2473443.93623506,2442912.85670586,3945924.13627731,3933454.95576062,NA,5043090.7052986,3357931.06350757,4364345.58141493,5313448.60735989,5089047.27510099,5315588.55817112
PE O-18:2_22:6,14845496.9367964,12568751.0164835,12670614.773645,8891387.23306952,12417272.923621,16980293.7455272,8813177.27952125,17488670.1797145,11164836.4041637,8548871.69351481,11847757.8208327,19911529.3470961,13814041.4610327,14567497.9837373,20295894.9574844,11922050.5894784,17915591.5100219,15156874.7658754,11757658.4857554,11853490.2331882,17013939.3910062,16950002.8145372,13668210.6953053,11528175.4865659
PE O-24:3_17:0,272302.685704865,354487.909330884,278668.517608938,384274.388918793,193783.396200404,585190.154738027,260776.047343546,558626.908706605,411361.692736057,345078.435793099,626239.331762807,1545828.77979555,262218.167070581,622952.529094281,674024.259009692,323991.044161434,658509.96376958,660881.790926569,819927.368863219,555697.029253716,550542.013248266,342462.395059487,280578.912687839,549401.737156453
PE O-26:3_13:1,NA,211771.871516938,231556.537255448,NA,NA,282094.162960889,171934.852997279,220635.835785369,137144.155820516,NA,204792.361502461,639511.351819997,NA,144564.232657635,202999.834370762,216681.77354225,NA,NA,184312.012191176,225332.494528349,237850.976224731,6718821.37759517,NA,NA
PE O-28:2_7:0,12998909.2310079,14142498.2808696,17776502.2056966,12438942.6405298,12330005.2153748,17060606.0033565,15342302.8236821,13753157.0128831,16352533.4737369,13804647.0056912,3460923.79939788,21075718.6515227,13120448.9970107,12478942.2323199,13920944.232968,12380060.1446333,15519199.2914342,19247103.0282745,19113081.4389938,15744501.8262331,5309961.98713911,12517859.9486879,17531579.2595962,13594934.3732308
PE O-28:3_13:1,1989899.74190032,2421408.33388238,2715600.80653211,5145767.76143686,1530973.92790006,3089504.33568485,2071654.74735183,3162256.5254937,2454276.51597087,1634730.15815148,3152791.74740882,4341556.93787943,6308490.57745511,2435957.19047376,2577817.47854022,2246553.46962922,2444277.62571572,2616874.79866986,2707102.68384904,3384515.71206956,3175113.07744314,1834826.50293342,3010551.03649182,2214574.03808304
PE O-28:3_7:0,262286.586671762,152321.311498986,NA,246254.118561202,241646.345067851,348266.756597119,NA,242199.538198612,233543.353048321,NA,206507.444017854,596063.866413853,303320.184416308,NA,222133.877127006,183946.058865225,177356.191336446,NA,NA,324274.246973567,174577.83427547,92482.7264102524,207128.559463314,NA
PE O-28:3_9:0,306886.767544399,374405.085351973,557301.647050712,NA,389573.370286948,616118.861881259,299361.700707911,293978.734885878,1714325.99833217,476795.809497161,477426.004781964,738817.459905451,296441.821636786,NA,406370.292437791,NA,1341257.70604939,NA,456558.797990886,457288.177227151,318544.68298069,NA,387543.300418241,NA
PE O-28:4_13:1,19700257.9764289,22658872.2545258,22942084.960023,15672452.3398557,15719502.819112,24580433.6002959,11159606.7880791,22173978.751313,13946177.0318912,17815953.9251591,18734837.1207951,21011977.82346,17298725.533351,18867690.2034598,20526246.7077866,15927380.6067529,18535819.8219386,17467215.7013469,20508784.6646366,23676735.4187377,20523952.7536979,17403326.1003333,19969392.87893,16620545.2857111
PE(16:0_16:1),402068.450021412,369803.453759612,286582.670499439,211983.586589684,420724.022623153,320939.373548974,289628.448040314,122132.38499318,264665.470653869,86139.2778099468,182233.298626337,143904.713697216,197787.078770432,86437.3364677533,281496.403572193,412872.550253053,195116.977983599,119354.190240171,48264.0701005378,63647.5724461083,293024.257075069,559247.031812837,97146.1358812643,455851.071348231
PE(16:1_18:1),1820440.57641808,809006.785868819,912191.726361729,818389.710143952,1033589.72939969,924542.6640137,993228.727366067,1058646.844173,740985.306629119,309788.373587345,1001490.75159629,1053158.58092092,840398.289138868,912857.872834848,795759.262029204,943835.162784334,455875.599580072,627066.015732055,752974.709312722,NA,705812.68091257,522116.253827401,984464.12606529,1131797.20765613
PE(16:1_20:4),5599033.73182135,4782351.18876205,3461503.03685511,4435886.06336492,5056665.03081724,4435921.52931422,5732445.16399973,4005198.12340138,3228795.53774728,2354353.11210098,3808028.73503,1624125.42903962,4278899.46516135,3294123.8147028,5344074.03909679,4794436.0994721,2836886.92612965,4109496.3854965,2181429.51654822,3525788.73729698,5016768.82293937,4880842.72504369,2643255.09379728,3196508.63815971
PE(18:0_20:4),3379073.06008271,4319936.67389359,3870917.57860443,2712345.37069057,3854952.62464095,3566092.10227951,3793073.02154523,3560932.85968718,4658246.63526061,3200488.06576609,3212431.24307878,4496908.50622972,3822144.9856448,3116035.88720501,4265048.89003803,1369938.01744401,2885180.53803957,3123669.67568398,5140542.70432476,3369099.48016208,3203715.58467112,3060551.35157837,3175858.06917724,3429309.06450239
PE(18:0_22:6),587591.990267732,646465.974789476,122986.521068747,632581.848208358,703022.475318753,732696.406156183,290451.420898114,701220.949542907,897221.271694149,389368.112615573,379252.044859265,866846.458758948,667383.86812301,592520.182204259,1238186.37657079,672032.436167794,626476.812619509,NA,756417.872146912,480880.154107594,297622.106557982,585047.908811306,446259.543650253,488827.530625413
PE(O-22:6_16:1),9269819.49578685,5656617.8000841,6900630.89195979,3814148.03378262,6663234.0901161,6147899.86540946,4821598.97748233,7025244.91744664,6155205.04560328,3865803.95132184,5499050.81801394,9700087.66236715,7878450.93080665,4655518.69059107,7051178.86471323,7248601.42151592,7155914.70281413,3990612.21581757,NA,7257509.84072551,8460439.64869158,8253856.67498017,6052887.20276422,5282552.58418565
PEG n5,4823841.6687726,4989831.8173609,3897408.73201795,2740795.78782959,2485140.84693508,4162816.26818822,4859657.66081899,4321358.64477167,4091073.27628662,3336845.77751672,3890390.45096419,3896191.20119531,5377516.03860525,3818234.51055728,4381705.91448013,2899870.51943723,2708976.252083,3806423.72497383,3026790.6957555,4075421.19620017,2582198.10407419,4027457.71648943,4611340.62293865,6831545.06982159
PEG n6,1217214.86190514,1421982.19469183,1201142.1838697,799059.336135595,1074837.487483,1303642.96763704,1198119.49958008,1296001.30951374,1061184.09684183,852006.236166488,1209795.95011874,1577741.81551377,1417032.30407653,884134.993569065,1574423.06173276,925805.795526415,845589.62996339,998989.159207572,899706.528428645,1094432.52492756,827245.254149301,947638.113331414,1096060.37707923,2041259.6304783
PEG n7,1354212.86345057,2211004.42065324,1767814.99472985,1113218.61522156,878918.34388904,2937442.35938794,1436461.12939112,2082743.41198567,1445306.77711115,1372776.90406317,1984064.45577749,4562132.25201499,1585128.69529426,1062948.56571175,3330331.71821877,1137646.79829906,980970.90451973,1036421.16717659,1838290.2947435,1059701.98592139,1024079.50307291,1002521.51372895,1002558.66915097,3266828.89202878
PEG n8,1086961.41778069,1390016.44694333,1542178.7472033,891794.651160814,2297666.29037216,3045944.18709432,1368559.00044177,1909731.43869195,1540921.38842028,1156792.44645234,1804105.44611073,4400468.67169202,1409047.71383737,954168.577819134,2404195.9886754,1231884.8804525,910355.75574605,1030046.2008618,1228612.91155235,1110371.79645522,821946.252080626,1040784.59055635,1060804.08941425,1721562.70760119
PG 16:1_18:1,NA,NA,NA,NA,NA,70035.5135388486,NA,363670.005377773,193333.040325051,304033.327356956,390424.36262335,336982.010449842,243797.658186328,NA,294180.256804185,252006.097608229,291051.822493906,NA,174907.649109873,420609.314195108,256701.308058095,310983.539105186,315597.712538995,NA
PG 18:1_20:4,444604.156846147,453544.179961021,430078.676325015,383791.969299475,487362.993678031,483527.019401556,646206.821522783,521807.88974254,500139.429792875,550544.698788734,659396.60413562,924940.295322963,513099.140205536,503641.609878605,409417.722258315,576933.00886921,691979.79895912,417223.655204811,483222.191345363,901799.132104504,547472.054361144,608837.681123383,587927.668525505,649699.787692321
PG 34:2,885503.526883656,798088.093736664,623736.940324135,629277.050607235,722482.787563937,917900.101623821,851584.351752158,1372005.54479038,985321.564876695,915721.954794465,1460750.37347399,1771407.04459445,1124985.10427369,1291346.68349699,1023255.58552364,894751.080383456,1196645.29626269,734077.897459797,947369.632797313,1568028.46668208,1113769.09021679,1020308.29819295,1184707.25343427,732001.243727483
PG 36:4,564503.645873166,608520.721998199,606168.596536031,462432.315327977,695976.424014815,534083.411115927,839188.716158793,665330.796993687,685367.542200467,743849.61781272,972977.674471547,1020739.76723959,687439.716706988,611939.449564579,414981.361269076,717274.151272582,706729.337134268,523808.898518576,720175.955998512,1346856.32776894,642871.32211383,680948.474968119,685861.70445558,763353.356290138
PG 40:6,825641.752142124,788819.108506351,578516.784046382,761487.6410254,162571.59834053,506942.290947472,645805.667509408,730309.291677927,1399670.22701482,867130.753603671,933335.956369002,701021.78121278,910659.951812316,676612.03817479,387494.38015681,921902.280578341,630140.371729632,753414.346733453,775034.501651653,1207711.05007098,592358.398596731,735948.826693158,775014.776515506,920824.332442025
PG 42:9,1722538.11642465,731669.296211698,649597.698674616,1233408.44806933,652963.494766635,1221052.18030532,872921.659029706,1845020.28994036,1115453.19564847,1391500.12776603,1150728.74392748,1965379.25840922,1896439.6182657,1234978.63870152,292689.100386686,1332959.62213091,286126.642874293,1073960.2638729,330776.33870016,1666478.91983698,862084.586699938,1333065.44083502,1589328.03840611,320998.91271396
PHOSPHOCHOLINE,695876157.209705,803911323.038892,404695387.712762,642255840.771663,379229176.116091,795313355.271473,509721315.971799,857463357.654741,609221738.427085,500212268.73903,883523237.098359,594124559.4878,443960712.54436,708452302.145216,774320346.733451,371406474.1102,539757294.47876,595714309.259402,809159224.736195,764663979.857434,836263111.581082,523810402.5525,1027412248.68887,479613984.145568
PI 16:1_18:1,383607.398295067,339825.410849479,NA,1220995.96039473,295520.553889689,494417.320920378,409483.015764419,1080447.23979153,569850.303095055,587331.108567844,1025642.44683617,2317671.87183284,586482.606486932,970239.514935258,757058.550964068,474467.737916742,533283.397035375,317446.871525406,436798.198673768,1166948.9468596,641023.799413959,476802.446837455,406840.023896319,429295.975866132
PI 16:1_20:4,804927.896597788,873459.513512533,748606.956729933,580534.402071157,784291.408686792,967681.368087701,1046540.88759981,1564806.67601984,1019114.79115165,1026220.97549158,1326989.65690375,3782758.58776873,956825.653168448,1298206.222582,1234834.77709688,953926.934778471,904710.458067622,639693.539226289,921131.827409942,1630472.19389126,981057.177586759,793695.708989071,891602.777152318,855232.089365787
PI 20:3_20:4,716328.814116619,502901.028291579,446127.421233337,462265.710887727,407635.548382245,686458.829915902,547793.428838781,1422475.94259745,804279.67872565,828002.540877749,1371440.68730024,1954921.83106452,909014.774650467,1505794.67872819,1209885.12248997,736555.807048022,1063047.57482294,709561.126706162,616281.895709264,1801974.94271414,877000.583170778,1017365.07272541,609631.730950338,732601.402327418
